<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
020_T61_C5_D180_VM3.txt	 1	 0.490563828329635	 0.376737	 0.005848	 326.090158
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
34	 2	 0.000002623	 0.126928407	 0.000192478  VM
40	 1	 0.000000746	 0.144288492	 0.000208941  VM
26	 4	 0.000020309	 0.122834927	 0.000264634  VM
2	 1	 0.000000840	 0.162599550	 0.000235457  VM
28	 3	 0.000011320	 0.136922975	 0.000245074  VM
27	 1	 0.000000776	 0.150149117	 0.000217427  VM
10	 1	 0.000000712	 0.137831658	 0.000199591  VM
35	 1	 0.000001057	 0.204569428	 0.000296232  VM
24	 4	 0.000004018	 0.229060000	 0.000344195  FX
30	 4	 0.000005127	 0.295620000	 0.000443954  FX
29	 4	 0.000020074	 0.121415373	 0.000261576  VM
732	 3	 0.000002233	 0.243900000	 0.000357474  FX
25	 5	 0.000010195	 0.299860000	 0.000472348  FX
36	 2	 0.000002886	 0.139622283	 0.000211727  VM
9	 2	 0.000002926	 0.141560247	 0.000214666  VM
736	 4	 0.000004640	 0.266400000	 0.000400159  FX
756	 2	 0.000005929	 0.286904123	 0.000435070  VM
39	 2	 0.000002678	 0.129590864	 0.000196515  VM
739	 4	 0.000004313	 0.246790000	 0.000370768  FX
38	 2	 0.000002997	 0.145037948	 0.000219940  VM
733	 4	 0.000004506	 0.258350000	 0.000388094  FX
737	 2	 0.000001543	 0.322320000	 0.000466204  FX
23	 4	 0.000005250	 0.302970000	 0.000454970  FX
759	 4	 0.000006121	 0.355240000	 0.000533312  FX
758	 3	 0.000024060	 0.291024911	 0.000520895  VM
755	 1	 0.000001631	 0.315651959	 0.000457088  VM
33	 1	 0.000000792	 0.153190398	 0.000221831  VM
753	 3	 0.000003077	 0.345280000	 0.000505695  FX
1	 3	 0.000020025	 0.242223599	 0.000433547  VM
734	 2	 0.000007001	 0.338772930	 0.000513725  VM
751	 2	 0.000007492	 0.362500787	 0.000549707  VM
754	 2	 0.000007104	 0.343737016	 0.000521253  VM
740	 5	 0.000007813	 0.228390000	 0.000359977  FX
37	 2	 0.000002808	 0.135864367	 0.000206029  VM
735	 4	 0.000005846	 0.338760000	 0.000508612  FX
760	 2	 0.000006260	 0.302922167	 0.000459360  VM
757	 4	 0.000005757	 0.333400000	 0.000500578  FX
731	 2	 0.000001765	 0.375610000	 0.000543137  FX
752	 3	 0.000003661	 0.415330000	 0.000608111  FX
738	 4	 0.000005777	 0.334620000	 0.000502407  FX
769	 1	 0.000079151	 15.318610291	 0.022182523  VM
767	 4	 0.000285283	 17.104962841	 0.025637612  FX
780	 4	 0.000278987	 16.727172841	 0.025071384  FX
774	 4	 0.000281769	 16.894132841	 0.025321622  FX
775	 4	 0.000277622	 16.645302841	 0.024948678  FX
776	 1	 0.000078174	 15.129485440	 0.021908655  VM
761	 5	 0.000529181	 15.869392841	 0.024952124  FX
771	 5	 0.000542024	 16.254682841	 0.025557910  FX
763	 1	 0.000079852	 15.454286812	 0.022378993  VM
768	 2	 0.000310353	 15.016819256	 0.022771953  VM
778	 5	 0.000537363	 16.114852841	 0.025338058  FX
766	 2	 0.000310813	 15.039090551	 0.022805725  VM
765	 1	 0.000079061	 15.301079576	 0.022157137  VM
762	 1	 0.000079842	 15.452310708	 0.022376131  VM
777	 2	 0.000309389	 14.970213990	 0.022701279  VM
770	 1	 0.000078539	 15.200101198	 0.022010912  VM
772	 2	 0.000310584	 15.028033216	 0.022788958  VM
779	 5	 0.000538372	 16.145132841	 0.025385666  FX
773	 5	 0.000538427	 16.146782841	 0.025388261  FX
764	 1	 0.000078991	 15.287627741	 0.022137657  VM
781	 3	 0.000009884	 1.162040000	 0.001699831  FX
========================================================================
