<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
045_T136_C5_D376_VM3.txt	 1	 0.008246272016086	 677.579400	 0.003587	 1473.546096
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
29	 1	 0.000001753	 0.745500000	 0.000000000  FX
733	 5	 0.000000081	 0.003794839	 0.000001451  VM
2	 5	 0.000000080	 0.003776690	 0.000001444  VM
760	 5	 0.000000072	 0.003372720	 0.000001289  VM
738	 5	 0.000000084	 0.003930096	 0.000001502  VM
731	 5	 0.000000085	 0.004003445	 0.000001530  VM
30	 5	 0.000000082	 0.003881513	 0.000001484  VM
36	 5	 0.000000080	 0.003762443	 0.000001438  VM
805	 1	 0.000002132	 0.927510000	 0.000000000  FX
9	 1	 0.000001974	 0.851710000	 0.000000000  FX
734	 5	 0.000000081	 0.003819230	 0.000001460  VM
754	 5	 0.000000125	 0.005893869	 0.000002253  VM
757	 1	 0.000001509	 0.628370000	 0.000000000  FX
753	 1	 0.000001576	 0.660620000	 0.000000000  FX
737	 1	 0.000001759	 0.748200000	 0.000000000  FX
10	 1	 0.000002193	 0.956520000	 0.000000000  FX
855	 1	 0.000001578	 0.661520000	 0.000000000  FX
39	 5	 0.000000078	 0.003661462	 0.000001400  VM
758	 5	 0.000000086	 0.004046763	 0.000001547  VM
24	 1	 0.000001212	 0.485570000	 0.000000000  FX
751	 5	 0.000000078	 0.003647495	 0.000001394  VM
1	 5	 0.000000159	 0.007465364	 0.000002853  VM
804	 1	 0.000002078	 0.901530000	 0.000000000  FX
806	 1	 0.000002666	 1.183800000	 0.000000000  FX
825	 1	 0.000001308	 0.531750000	 0.000000000  FX
740	 5	 0.000000094	 0.004428168	 0.000001693  VM
27	 5	 0.000000078	 0.003669481	 0.000001403  VM
40	 1	 0.000001923	 0.827040000	 0.000000000  FX
818	 1	 0.000001414	 0.582510000	 0.000000000  FX
871	 1	 0.000001580	 0.662160000	 0.000000000  FX
864	 1	 0.000001590	 0.667390000	 0.000000000  FX
817	 1	 0.000001133	 0.447970000	 0.000000000  FX
38	 1	 0.000001854	 0.793990000	 0.000000000  FX
822	 1	 0.000002315	 1.015040000	 0.000000000  FX
802	 5	 0.000000085	 0.004012415	 0.000001534  VM
34	 5	 0.000000081	 0.003834390	 0.000001466  VM
23	 1	 0.000002234	 0.976380000	 0.000000000  FX
820	 5	 0.000000242	 0.011390078	 0.000004354  VM
875	 5	 0.000000189	 0.008890951	 0.000003398  VM
735	 5	 0.000000090	 0.004223529	 0.000001614  VM
755	 1	 0.000001583	 0.663860000	 0.000000000  FX
37	 5	 0.000000079	 0.003717246	 0.000001421  VM
815	 5	 0.000000232	 0.010894886	 0.000004164  VM
25	 5	 0.000000077	 0.003619797	 0.000001384  VM
856	 1	 0.000001514	 0.630520000	 0.000000000  FX
26	 5	 0.000000081	 0.003805329	 0.000001455  VM
823	 1	 0.000002175	 0.948210000	 0.000000000  FX
803	 1	 0.000001679	 0.709920000	 0.000000000  FX
876	 1	 0.000001393	 0.572550000	 0.000000000  FX
868	 5	 0.000000211	 0.009943830	 0.000003801  VM
759	 1	 0.000001574	 0.659380000	 0.000000000  FX
870	 1	 0.000001599	 0.671360000	 0.000000000  FX
33	 1	 0.000001927	 0.828800000	 0.000000000  FX
866	 5	 0.000000207	 0.009763771	 0.000003732  VM
732	 1	 0.000001427	 0.589050000	 0.000000000  FX
853	 5	 0.000000205	 0.009642132	 0.000003686  VM
812	 5	 0.000000277	 0.013012809	 0.000004974  VM
819	 1	 0.000001994	 0.861080000	 0.000000000  FX
872	 5	 0.000000253	 0.011892875	 0.000004546  VM
736	 5	 0.000000082	 0.003868711	 0.000001479  VM
739	 5	 0.000000087	 0.004115147	 0.000001573  VM
826	 1	 0.000001574	 0.659610000	 0.000000000  FX
807	 1	 0.000002465	 1.087240000	 0.000000000  FX
813	 1	 0.000003029	 1.357860000	 0.000000000  FX
873	 1	 0.000001457	 0.603440000	 0.000000000  FX
811	 1	 0.000002611	 1.157100000	 0.000000000  FX
852	 5	 0.000000217	 0.010189735	 0.000003895  VM
862	 5	 0.000000216	 0.010183815	 0.000003893  VM
824	 1	 0.000001856	 0.794710000	 0.000000000  FX
808	 1	 0.000002455	 1.082170000	 0.000000000  FX
752	 5	 0.000000086	 0.004058117	 0.000001551  VM
863	 1	 0.000001548	 0.647200000	 0.000000000  FX
869	 1	 0.000001568	 0.656450000	 0.000000000  FX
814	 1	 0.000002759	 1.228220000	 0.000000000  FX
28	 1	 0.000002317	 1.016220000	 0.000000000  FX
860	 1	 0.000001564	 0.654730000	 0.000000000  FX
816	 1	 0.000002156	 0.939110000	 0.000000000  FX
854	 1	 0.000001585	 0.664770000	 0.000000000  FX
865	 1	 0.000001611	 0.677040000	 0.000000000  FX
861	 1	 0.000001507	 0.627330000	 0.000000000  FX
874	 5	 0.000000174	 0.008188314	 0.000003130  VM
859	 5	 0.000000213	 0.010036222	 0.000003836  VM
756	 5	 0.000000086	 0.004039207	 0.000001544  VM
857	 1	 0.000001934	 0.832110000	 0.000000000  FX
809	 5	 0.000000281	 0.013202559	 0.000005046  VM
35	 1	 0.000001917	 0.824050000	 0.000000000  FX
867	 1	 0.000001524	 0.635400000	 0.000000000  FX
858	 1	 0.000001723	 0.730960000	 0.000000000  FX
821	 1	 0.000002774	 1.235660000	 0.000000000  FX
810	 5	 0.000000252	 0.011840405	 0.000004526  VM
4557	 1	 0.000126562	 60.653479110	 0.000000000  FX
4529	 5	 0.000019695	 0.926837355	 0.000354265  VM
