<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
030_T91_C5_D260_VM3.txt	 1	 0.483173558008831	 1.436663	 0.014900	 677.693104
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
37	 2	 0.000002571	 0.124388407	 0.000088332  VM
36	 2	 0.000002850	 0.137887083	 0.000097918  VM
735	 1	 0.000000926	 0.179197135	 0.000121276  VM
26	 1	 0.000000832	 0.160990550	 0.000108954  VM
30	 3	 0.000010965	 0.132628970	 0.000111882  VM
733	 1	 0.000000780	 0.151043126	 0.000102222  VM
731	 1	 0.000000735	 0.142192072	 0.000096232  VM
737	 4	 0.000020400	 0.123386180	 0.000126035  VM
24	 4	 0.000020527	 0.124157527	 0.000126823  VM
28	 4	 0.000004585	 0.263120000	 0.000185015  FX
9	 1	 0.000000845	 0.163505561	 0.000110656  VM
740	 4	 0.000020315	 0.122874608	 0.000125513  VM
1	 4	 0.000004663	 0.267790000	 0.000188291  FX
34	 2	 0.000002807	 0.135807804	 0.000096441  VM
10	 2	 0.000002833	 0.137100538	 0.000097359  VM
40	 4	 0.000021391	 0.129378296	 0.000132156  VM
29	 4	 0.000004513	 0.258750000	 0.000181949  FX
33	 2	 0.000002729	 0.132028130	 0.000093757  VM
732	 4	 0.000020745	 0.125473617	 0.000128167  VM
25	 1	 0.000000789	 0.152718834	 0.000103356  VM
734	 3	 0.000002305	 0.252540000	 0.000173063  FX
852	 2	 0.000006197	 0.299858970	 0.000212939  VM
807	 5	 0.000009110	 0.267300000	 0.000197535  FX
760	 3	 0.000003053	 0.342380000	 0.000234477  FX
811	 1	 0.000001706	 0.330095533	 0.000223399  VM
2	 5	 0.000008455	 0.247660000	 0.000183052  FX
739	 3	 0.000010776	 0.130349705	 0.000109959  VM
808	 5	 0.000010125	 0.297760000	 0.000219996  FX
27	 4	 0.000004512	 0.258690000	 0.000181907  FX
753	 2	 0.000001643	 0.346380000	 0.000234105  FX
856	 5	 0.000011418	 0.336540000	 0.000248591  FX
758	 5	 0.000010884	 0.320510000	 0.000236771  FX
35	 4	 0.000020974	 0.126856828	 0.000129580  VM
39	 1	 0.000000804	 0.155680366	 0.000105360  VM
854	 2	 0.000006662	 0.322335644	 0.000228900  VM
804	 5	 0.000008569	 0.251060000	 0.000185559  FX
855	 2	 0.000006455	 0.312324547	 0.000221791  VM
751	 1	 0.000001775	 0.343506064	 0.000232475  VM
759	 5	 0.000011583	 0.341480000	 0.000252234  FX
803	 5	 0.000008360	 0.244800000	 0.000180943  FX
738	 4	 0.000021250	 0.128529015	 0.000131288  VM
859	 4	 0.000006161	 0.357670000	 0.000251343  FX
810	 3	 0.000002977	 0.333230000	 0.000228222  FX
736	 3	 0.000003110	 0.349220000	 0.000239152  FX
757	 3	 0.000003161	 0.355350000	 0.000243343  FX
23	 1	 0.000000886	 0.171557387	 0.000116105  VM
754	 1	 0.000001906	 0.368887442	 0.000249653  VM
860	 2	 0.000001776	 0.378180000	 0.000255558  FX
806	 4	 0.000004848	 0.278880000	 0.000196070  FX
755	 3	 0.000002985	 0.334200000	 0.000228885  FX
756	 3	 0.000003282	 0.369810000	 0.000253227  FX
858	 2	 0.000006495	 0.314254141	 0.000223161  VM
805	 5	 0.000008044	 0.235310000	 0.000173946  FX
802	 5	 0.000008168	 0.239030000	 0.000176689  FX
861	 2	 0.000006749	 0.326567212	 0.000231905  VM
38	 1	 0.000000954	 0.184643499	 0.000124962  VM
853	 4	 0.000005961	 0.345650000	 0.000242911  FX
857	 5	 0.000012542	 0.370250000	 0.000273449  FX
809	 3	 0.000003858	 0.438940000	 0.000300484  FX
752	 3	 0.000003936	 0.448260000	 0.000306855  FX
2921	 5	 0.000749024	 22.464680827	 0.016565649  FX
2904	 2	 0.000439234	 21.252935370	 0.015092342  VM
