
Max Financial Cost: 0.000608

Max Runtime:        36.306125

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.000074           0.000078

Tempo Melhor:             27.019515           28.129101

Custo Normalizado Melhor: 0.152431           0.161051

Custo Normalizado Médio:  0.152431           0.163309

Tempo CPU Médio:          0.885728 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1317           1            0.000000687        0.132953058                0.001257174             VM
813           1            0.000000906        0.175378817                0.001658343             VM
863           1            0.000000738        0.142834397                0.001350610             VM
1521           1            0.000001412        0.273211548                0.002583427             VM
1518           1            0.000001428        0.276301988                0.002612649             VM
1573           1            0.000001159        0.224275256                0.002120696             VM
752           1            0.000000803        0.155315056                0.001468624             VM
732           1            0.000001010        0.195384221                0.001847509             VM
1320          2           0.000001713          0.363090000                0.000000000             FX
1372          2           0.000001548          0.323560000                0.000000000             FX
6748          1           0.000011389          5.370825099                0.025203644             FX
6745           1            0.000014843        2.872680757                0.027163422             VM
6746          1           0.000011779          5.557855099                0.000000000             FX
6749          1           0.000010888          5.130425099                0.024089516             FX
6747          1           0.000011481          5.414785099                0.025407375             FX
6750          2           0.000001911          0.410640000                0.003553375             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
752           1            0.000000803        0.155315056                0.001468624             VM
863           1            0.000000738        0.142834397                0.001350610             VM
1372          2           0.000001548          0.323560000                0.002866160             FX
1317           2            0.000002583        0.124964487                0.004210054             VM
1521          2           0.000001786          0.380700000                0.003317096             FX
1573          2           0.000001502          0.312460000                0.002778562             FX
813          2           0.000002597          0.575200000                0.004852045             FX
732           1            0.000001010        0.195384221                0.001847509             VM
1320          2           0.000001713          0.363090000                0.003178122             FX
1518           1            0.000001428        0.276301988                0.002612649             VM
6749          1           0.000010888          5.130425099                0.024089516             FX
6748          1           0.000011389          5.370825099                0.025203644             FX
6745           1            0.000014843        2.872680757                0.027163422             VM
6747          1           0.000011481          5.414785099                0.025407375             FX
6746          1           0.000011779          5.557855099                0.026070429             FX
6750          1           0.000002143          0.932720000                0.004635365             FX


============================================================================================================
