<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
035_T106_C5_D253_VM3.txt	 1	 0.008342206241487	 215.327325	 0.002086	 655.388001
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
757	 5	 0.000000094	 0.004427973	 0.000003985  VM
1315	 1	 0.000001598	 0.671020000	 0.000000000  FX
35	 5	 0.000000087	 0.004091058	 0.000003682  VM
758	 5	 0.000000098	 0.004592040	 0.000004133  VM
1304	 2	 0.000002232	 0.487770000	 0.000000000  FX
36	 5	 0.000000112	 0.005270450	 0.000004744  VM
737	 5	 0.000000084	 0.003971854	 0.000003575  VM
38	 1	 0.000002015	 0.871410000	 0.000000000  FX
1296	 5	 0.000000091	 0.004286458	 0.000003858  VM
1313	 1	 0.000002416	 1.063450000	 0.000000000  FX
1428	 5	 0.000000192	 0.009038815	 0.000008135  VM
860	 2	 0.000002071	 0.449060000	 0.000000000  FX
1615	 5	 0.000000142	 0.006690977	 0.000006022  VM
1425	 5	 0.000000202	 0.009484212	 0.000008536  VM
1348	 5	 0.000000083	 0.003894243	 0.000003505  VM
877	 1	 0.000001408	 0.579670000	 0.000000000  FX
827	 1	 0.000002617	 1.160060000	 0.000000000  FX
826	 1	 0.000001597	 0.670620000	 0.000000000  FX
1616	 2	 0.000001765	 0.375500000	 0.000000000  FX
1596	 1	 0.000001210	 0.485030000	 0.000000000  FX
28	 2	 0.000002660	 0.590510000	 0.000000000  FX
754	 1	 0.000001766	 0.751670000	 0.000000000  FX
1345	 2	 0.000001600	 0.335960000	 0.000000000  FX
1299	 1	 0.000001525	 0.635920000	 0.000000000  FX
1346	 1	 0.000002663	 1.182460000	 0.000000000  FX
1553	 5	 0.000000203	 0.009538486	 0.000008585  VM
1409	 2	 0.000002207	 0.481670000	 0.000000000  FX
1624	 5	 0.000000154	 0.007255352	 0.000006530  VM
738	 5	 0.000000087	 0.004110784	 0.000003700  VM
1629	 1	 0.000001235	 0.496920000	 0.000000000  FX
1298	 1	 0.000001310	 0.532940000	 0.000000000  FX
1609	 1	 0.000001247	 0.502560000	 0.000000000  FX
863	 5	 0.000000086	 0.004038925	 0.000003635  VM
1500	 2	 0.000001833	 0.392020000	 0.000000000  FX
864	 1	 0.000001540	 0.643410000	 0.000000000  FX
1516	 1	 0.000001291	 0.523630000	 0.000000000  FX
873	 2	 0.000001664	 0.351250000	 0.000000000  FX
876	 5	 0.000000092	 0.004331824	 0.000003899  VM
1360	 1	 0.000001954	 0.841810000	 0.000000000  FX
813	 5	 0.000000088	 0.004155303	 0.000003740  VM
1514	 5	 0.000000201	 0.009449305	 0.000008505  VM
1546	 2	 0.000001783	 0.379820000	 0.000000000  FX
1290	 1	 0.000001820	 0.777770000	 0.000000000  FX
1547	 2	 0.000001951	 0.420190000	 0.000000000  FX
1610	 5	 0.000000152	 0.007173168	 0.000006456  VM
1549	 1	 0.000001425	 0.588130000	 0.000000000  FX
1611	 1	 0.000001261	 0.509230000	 0.000000000  FX
734	 1	 0.000001719	 0.729170000	 0.000000000  FX
1626	 5	 0.000000150	 0.007067384	 0.000006361  VM
1560	 1	 0.000001429	 0.589940000	 0.000000000  FX
1295	 1	 0.000002428	 1.069240000	 0.000000000  FX
1410	 1	 0.000003591	 1.627770000	 0.000000000  FX
814	 1	 0.000002954	 1.322010000	 0.000000000  FX
1415	 5	 0.000000222	 0.010428046	 0.000009386  VM
1561	 1	 0.000001482	 0.615350000	 0.000000000  FX
26	 1	 0.000002997	 1.342670000	 0.000000000  FX
823	 1	 0.000002306	 1.011070000	 0.000000000  FX
