<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
040_T121_C5_D275_VM3.txt	 1	 0.188140019774437	 1.033484	 0.004476	 1106.334635
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
814	 1	 0.000000586	 0.113455598	 0.000023607  VM
1369	 1	 0.000000734	 0.142147583	 0.000029578  VM
1372	 2	 0.000001772	 0.377390000	 0.000072507  FX
1620	 2	 0.000001360	 0.278500000	 0.000055284  FX
1315	 1	 0.000001231	 0.494840000	 0.000058004  FX
1375	 1	 0.000000914	 0.176901794	 0.000036809  VM
861	 1	 0.000000671	 0.129925690	 0.000027034  VM
1320	 1	 0.000001390	 0.571280000	 0.000065916  FX
1329	 2	 0.000001630	 0.343300000	 0.000066570  FX
1310	 1	 0.000001798	 0.767170000	 0.000086193  FX
1312	 2	 0.000001422	 0.137597116	 0.000052736  VM
1623	 2	 0.000001435	 0.296460000	 0.000058412  FX
804	 1	 0.000001641	 0.691650000	 0.000078376  FX
1393	 1	 0.000000676	 0.130866746	 0.000027230  VM
878	 1	 0.000000706	 0.136706267	 0.000028445  VM
866	 2	 0.000001630	 0.157750619	 0.000060461  VM
1522	 1	 0.000001443	 0.596580000	 0.000068535  FX
1356	 1	 0.000000606	 0.117233397	 0.000024394  VM
1321	 2	 0.000001450	 0.140292530	 0.000053770  VM
1333	 1	 0.000000726	 0.140525012	 0.000029240  VM
1570	 1	 0.000001381	 0.267339480	 0.000055627  VM
1392	 2	 0.000001834	 0.177458948	 0.000068014  VM
759	 1	 0.000001297	 0.526580000	 0.000061289  FX
739	 2	 0.000002140	 0.465670000	 0.000087881  FX
864	 2	 0.000001939	 0.417420000	 0.000079478  FX
1419	 1	 0.000001452	 0.281024393	 0.000058475  VM
811	 1	 0.000000764	 0.147842991	 0.000030763  VM
810	 2	 0.000001804	 0.174569615	 0.000066907  VM
1630	 2	 0.000001367	 0.280100000	 0.000055563  FX
