<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
005_T16_C5_D49_VM3.txt	 1	 0.372237917478831	 0.006582	 0.000188	 29.708101
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
2	 1	 0.000000774	 0.149888969	 0.001782047  VM
10	 1	 0.000000896	 0.173380458	 0.002061340  VM
27	 3	 0.000002990	 0.334770000	 0.004677421  FX
1	 2	 0.000001583	 0.331870000	 0.003872601  FX
23	 3	 0.000002939	 0.328640000	 0.004593799  FX
25	 1	 0.000001468	 0.284127964	 0.003378029  VM
9	 1	 0.000000885	 0.171296302	 0.002036561  VM
33	 3	 0.000003614	 0.409670000	 0.005699164  FX
37	 3	 0.000003939	 0.448710000	 0.006231725  FX
35	 3	 0.000003552	 0.402250000	 0.005597944  FX
97	 3	 0.000043357	 5.178827420	 0.070757242  FX
101	 3	 0.000045945	 5.489437420	 0.074994403  FX
98	 2	 0.000029125	 6.941937420	 0.078801124  FX
100	 1	 0.000022187	 4.294076937	 0.051052759  VM
99	 1	 0.000022380	 4.331269939	 0.051494951  VM
117	 1	 0.000002263	 0.437947765	 0.005206810  VM
========================================================================
