<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
025_T76_C5_D171_VM3.txt	 1	 0.485967520672501	 128.838429	 0.001656	 307.180727
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1362           2            0.000002987        0.144545996                0.000238768             VM
856           2            0.000002377        0.115012507                0.000189983             VM
1355           2            0.000002710        0.131146149                0.000216633             VM
828           2            0.000002624        0.126977127                0.000209747             VM
806           2            0.000003467        0.167776633                0.000277141             VM
1400           1            0.000000640        0.123824874                0.000195767             VM
1401           2            0.000002633        0.127392022                0.000210432             VM
1368           2            0.000002709        0.131084404                0.000216531             VM
802           2            0.000002860        0.138391250                0.000228601             VM
1352           2            0.000002715        0.131346469                0.000216964             VM
1370           2            0.000002627        0.127132485                0.000210003             VM
1633           1            0.000001129        0.218405575                0.000345299             VM
1343           2            0.000002560        0.123850296                0.000204582             VM
1394           2            0.000002521        0.121999762                0.000201525             VM
1327           2            0.000002595        0.125538916                0.000207371             VM
1574           1            0.000001088        0.210483659                0.000332775             VM
852           2            0.000002378        0.115085287                0.000190103             VM
757           2            0.000002627        0.127093984                0.000209940             VM
1365           1            0.000000670        0.129630157                0.000204945             VM
1602           1            0.000001091        0.211184763                0.000333883             VM
1315           2            0.000002825        0.136686176                0.000225784             VM
737           1            0.000001348        0.260868765                0.000412433             VM
1595           1            0.000001085        0.210073681                0.000332126             VM
1607           1            0.000001098        0.212488924                0.000335945             VM
1313           2            0.000002799        0.135453847                0.000223749             VM
1514           1            0.000001270        0.245806945                0.000388621             VM
1342           1            0.000000646        0.124938492                0.000197528             VM
1336           2            0.000002767        0.133878158                0.000221146             VM
1601           1            0.000001094        0.211731160                0.000334747             VM
1373           2            0.000002964        0.143405951                0.000236885             VM
1516           1            0.000001285        0.248775632                0.000393314             VM
1437          5           0.000007290          0.212690000                0.000364559             FX
1553           1            0.000001283        0.248245010                0.000392475             VM
1638           1            0.000001159        0.224324468                0.000354657             VM
1544           1            0.000001348        0.260964370                0.000412585             VM
1569           1            0.000001418        0.274437650                0.000433886             VM
1528           1            0.000001320        0.255373207                0.000403745             VM
1540           1            0.000001312        0.253912443                0.000401435             VM
1339           2            0.000002954        0.142953439                0.000236137             VM
