<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
015_T46_C5_D140_VM3.txt	 1	 0.482790396861157	 0.156093	 0.004642	 196.788220
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
10	 2	 0.000002463	 0.119177807	 0.000289806  VM
25	 2	 0.000002782	 0.134622542	 0.000327363  VM
23	 4	 0.000020423	 0.123527178	 0.000432761  VM
2	 3	 0.000010908	 0.131945231	 0.000381458  VM
9	 4	 0.000019300	 0.116734226	 0.000408963  VM
27	 1	 0.000000772	 0.149502244	 0.000346381  VM
33	 2	 0.000002744	 0.132795967	 0.000322922  VM
732	 3	 0.000002157	 0.234790000	 0.000550972  FX
24	 3	 0.000002132	 0.231800000	 0.000543974  FX
731	 3	 0.000002753	 0.306410000	 0.000718588  FX
29	 4	 0.000019334	 0.116941537	 0.000409689  VM
734	 5	 0.000007608	 0.222240000	 0.000562758  FX
26	 4	 0.000005613	 0.324750000	 0.000781557  FX
34	 1	 0.000000728	 0.140976591	 0.000326628  VM
30	 1	 0.000000760	 0.147135389	 0.000340897  VM
733	 2	 0.000001550	 0.324020000	 0.000749800  FX
28	 5	 0.000076283	 0.112181279	 0.000820709  VM
35	 2	 0.000003379	 0.163505636	 0.000397599  VM
751	 1	 0.000001790	 0.346407835	 0.000802590  VM
1	 3	 0.000016768	 0.202829736	 0.000586388  VM
753	 2	 0.000001719	 0.364570000	 0.000843450  FX
40	 2	 0.000007809	 0.377847810	 0.000918818  VM
38	 1	 0.000002010	 0.388922238	 0.000901091  VM
36	 4	 0.000045023	 0.272318312	 0.000954032  VM
735	 1	 0.000002105	 0.407361978	 0.000943814  VM
39	 3	 0.000003318	 0.374210000	 0.000877263  FX
755	 2	 0.000006202	 0.300102413	 0.000729763  VM
754	 2	 0.000001923	 0.413410000	 0.000956245  FX
37	 1	 0.000002257	 0.436733769	 0.001011865  VM
752	 3	 0.000003846	 0.437560000	 0.001025524  FX
1951	 5	 0.000427682	 12.824424567	 0.032390122  FX
1955	 5	 0.000424494	 12.728794567	 0.032148604  FX
1950	 1	 0.000063299	 12.250598026	 0.028383319  VM
1960	 1	 0.000062100	 12.018563191	 0.027845719  VM
1957	 5	 0.000423859	 12.709734567	 0.032100467  FX
1962	 2	 0.000245767	 11.891780175	 0.028917400  VM
1948	 5	 0.000416489	 12.488654567	 0.031542120  FX
1953	 5	 0.000426760	 12.796784567	 0.032320316  FX
1954	 4	 0.000226489	 13.577314567	 0.032615276  FX
1961	 2	 0.000246329	 11.918940061	 0.028983445  VM
1949	 1	 0.000063353	 12.261012891	 0.028407449  VM
1956	 5	 0.000428811	 12.858294567	 0.032475662  FX
1958	 4	 0.000223774	 13.414384567	 0.032223905  FX
1959	 5	 0.000426234	 12.780994567	 0.032280438  FX
1952	 2	 0.000247090	 11.955754733	 0.029072968  VM
1963	 4	 0.000012814	 0.756860000	 0.001819520  FX
========================================================================
