<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
002_T7_C5_D16_VM3.txt	 1	 0.002590060393040	 0.078818	 0.000019	 5.144685
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1374	 1	 0.000002057	 0.891520000	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 2	 0.004688371843514	 0.077467	 0.000017	 4.266872
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
1374	 5	 0.000000291	 0.013707543	 0.002098311  VM
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 3	 0.002590060393040	 0.078435	 0.000019	 5.144685
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
1374	 1	 0.000002057	 0.891520000	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 4	 0.002590060393040	 0.078487	 0.000019	 5.144685
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1374	 1	 0.000002057	 0.891520000	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 5	 0.003791343250914	 0.078575	 0.000019	 4.539363
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1374	 5	 0.000000291	 0.013707543	 0.002098311  VM
1575	 2	 0.000001360	 0.278350000	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 6	 0.004688371843514	 0.078416	 0.000017	 4.266872
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
1374	 5	 0.000000291	 0.013707543	 0.002098311  VM
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 7	 0.004080432203622	 0.078336	 0.000018	 4.463671
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1374	 1	 0.000002057	 0.891520000	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11758	 5	 0.000000207	 0.009736083	 0.001490372  VM
========================================================================
002_T7_C5_D16_VM3.txt	 8	 0.003791343250914	 0.079266	 0.000019	 4.539363
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
1575	 2	 0.000001360	 0.278350000	 0.000000000  FX
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1374	 5	 0.000000291	 0.013707543	 0.002098311  VM
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 9	 0.002590060393040	 0.079373	 0.000019	 5.144685
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1374	 1	 0.000002057	 0.891520000	 0.000000000  FX
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11758	 1	 0.000001639	 0.690750000	 0.000000000  FX
========================================================================
002_T7_C5_D16_VM3.txt	 10	 0.004080432203622	 0.077833	 0.000018	 4.026751
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
39	 5	 0.000000073	 0.003423477	 0.000524056  VM
29	 5	 0.000000162	 0.007636514	 0.001168976  VM
1575	 5	 0.000000125	 0.005859977	 0.000897029  VM
1374	 2	 0.000002094	 0.454600000	 0.000000000  FX
11756	 2	 0.000007954	 1.860882494	 0.000000000  FX
11757	 2	 0.000007219	 1.684612494	 0.000000000  FX
11758	 5	 0.000000207	 0.009736083	 0.001490372  VM
========================================================================
