<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
005_T16_C5_D49_VM3.txt	 1	 0.448075803919386	 0.006905	 0.000443	 24.687632
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
2	 2	 0.000002735	 0.132327132	 0.002421587  VM
9	 2	 0.000003078	 0.148918451	 0.002725209  VM
23	 4	 0.000004567	 0.262030000	 0.004748210  FX
27	 4	 0.000004202	 0.240140000	 0.004352469  FX
1	 3	 0.000015513	 0.187640983	 0.004077713  VM
10	 1	 0.000000896	 0.173380458	 0.003024139  VM
25	 5	 0.000008523	 0.249700000	 0.004755614  FX
35	 4	 0.000007152	 0.417130000	 0.007552205  FX
37	 3	 0.000003939	 0.448710000	 0.007916191  FX
33	 2	 0.000008284	 0.400845021	 0.007335467  VM
100	 2	 0.000087506	 4.234096901	 0.077484002  VM
98	 2	 0.000087971	 4.256614942	 0.077896082  VM
101	 5	 0.000153758	 4.606737420	 0.087543620  FX
97	 1	 0.000022153	 4.287321165	 0.074780364  VM
99	 1	 0.000022380	 4.331269939	 0.075546928  VM
117	 5	 0.000010559	 0.310770000	 0.005916005  FX
========================================================================
