<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
035_T106_C5_D300_VM3.txt	 1	 0.429065603417983	 2.379305	 0.008021	 1094.988831
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
10	 1	 0.000000637	 0.123226879	 0.000044051  VM
737	 1	 0.000000796	 0.154115510	 0.000055093  VM
1	 4	 0.000004373	 0.250380000	 0.000138542  FX
736	 2	 0.000002873	 0.139029911	 0.000084017  VM
733	 3	 0.000002319	 0.254240000	 0.000106890  FX
752	 1	 0.000000950	 0.183831464	 0.000065716  VM
39	 1	 0.000000723	 0.139959808	 0.000050032  VM
858	 2	 0.000001816	 0.387750000	 0.000135620  FX
759	 1	 0.000001952	 0.377751103	 0.000135038  VM
40	 2	 0.000002111	 0.458640000	 0.000159832  FX
755	 2	 0.000002796	 0.135276076	 0.000081749  VM
732	 2	 0.000001550	 0.323920000	 0.000113819  FX
2	 2	 0.000002027	 0.438550000	 0.000152971  FX
731	 1	 0.000000706	 0.136621144	 0.000048839  VM
27	 1	 0.000000767	 0.148407006	 0.000053052  VM
854	 2	 0.000001748	 0.371610000	 0.000130107  FX
28	 4	 0.000004591	 0.263470000	 0.000145618  FX
30	 1	 0.000000657	 0.127167512	 0.000045460  VM
863	 1	 0.000001617	 0.312861457	 0.000111841  VM
9	 1	 0.000000786	 0.152115949	 0.000054378  VM
734	 3	 0.000002545	 0.281390000	 0.000117964  FX
756	 3	 0.000003198	 0.359760000	 0.000149931  FX
740	 2	 0.000001920	 0.412770000	 0.000144166  FX
25	 4	 0.000005279	 0.304760000	 0.000167940  FX
33	 2	 0.000002137	 0.464940000	 0.000161984  FX
866	 2	 0.000001882	 0.403730000	 0.000141078  FX
23	 1	 0.000000875	 0.169247494	 0.000060502  VM
852	 3	 0.000003234	 0.364090000	 0.000151697  FX
853	 2	 0.000001750	 0.371940000	 0.000130220  FX
751	 2	 0.000002048	 0.443480000	 0.000154655  FX
34	 3	 0.000003626	 0.411070000	 0.000170861  FX
803	 2	 0.000002095	 0.454910000	 0.000158558  FX
24	 3	 0.000002145	 0.233380000	 0.000098381  FX
735	 1	 0.000000840	 0.162519244	 0.000058097  VM
