
Max Financial Cost: 0.007957

Max Runtime:        455.799535

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.001153           0.001429

Tempo Melhor:             222.146875           262.418181

Custo Normalizado Melhor: 0.316157           0.377686

Custo Normalizado Médio:  0.316157           0.381877

Tempo CPU Médio:          27.898231 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
876           1            0.000000855        0.165515012                0.000235306             VM
34           1            0.000000802        0.155211426                0.000220658             VM
816           1            0.000000813        0.157327192                0.000223666             VM
1325           1            0.000000996        0.192790364                0.000274082             VM
1526           1            0.000001329        0.257259194                0.000365735             VM
731           1            0.000000696        0.134760132                0.000191583             VM
1417          3           0.000002115          0.229750000                0.000384907             FX
1359           1            0.000001113        0.215390974                0.000306213             VM
1388           1            0.000000999        0.193281065                0.000274780             VM
826           1            0.000001204        0.232936046                0.000331156             VM
24           1            0.000000615        0.119048695                0.000169247             VM
1328           1            0.000000710        0.137489508                0.000195463             VM
1502           1            0.000001324        0.256265405                0.000364322             VM
1600           1            0.000001439        0.278558469                0.000396015             VM
1623           1            0.000001080        0.208945204                0.000297049             VM
1621           1            0.000001093        0.211498282                0.000300679             VM
28           1            0.000001487        0.287752108                0.000409086             VM
866           1            0.000000648        0.125449804                0.000178347             VM
1329           1            0.000000950        0.183779925                0.000261272             VM
40           1            0.000000671        0.129799822                0.000184531             VM
1529           1            0.000001380        0.267066589                0.000379678             VM
1614           1            0.000001077        0.208373196                0.000296236             VM
1422           1            0.000001333        0.257925682                0.000366683             VM
751           1            0.000001159        0.224258846                0.000318820             VM
1597           1            0.000001101        0.213073970                0.000302919             VM
30           1            0.000000858        0.166139728                0.000236194             VM
1323           1            0.000000654        0.126482687                0.000179815             VM
1301           1            0.000000634        0.122749958                0.000174509             VM
1342           1            0.000000673        0.130274125                0.000185205             VM
1524           1            0.000001304        0.252329383                0.000358726             VM
1399          3           0.000002523          0.278810000                0.000464415             FX
1543           1            0.000001347        0.260744003                0.000370689             VM
1589           1            0.000001095        0.211969795                0.000301349             VM
1618           1            0.000001114        0.215579316                0.000306480             VM
1560           1            0.000001365        0.264210222                0.000375617             VM
1413           1            0.000002254        0.436212959                0.000620146             VM
1530           1            0.000001343        0.259887769                0.000369472             VM
1396           1            0.000001893        0.366382583                0.000520871             VM
38           1            0.000000764        0.147828224                0.000210161             VM
1420           1            0.000001650        0.319339439                0.000453992             VM
12309           1            0.000054637        10.574186780                0.015032894             VM
12295           1            0.000055324        10.707115592                0.015221873             VM
12299           1            0.000054801        10.605880537                0.015077952             VM
12296           1            0.000055039        10.651938284                0.015143430             VM
12303           1            0.000054836        10.612684409                0.015087624             VM
12307           1            0.000054633        10.573531292                0.015031962             VM
12304           1            0.000054799        10.605662052                0.015077641             VM
12311           1            0.000054680        10.582527694                0.015044752             VM
12294           1            0.000055283        10.699295127                0.015210755             VM
12305           1            0.000054581        10.563410242                0.015017573             VM
12308           1            0.000054580        10.563099648                0.015017132             VM
12292           1            0.000055944        10.827124411                0.015392485             VM
12297           1            0.000054808        10.607406561                0.015080121             VM
12302           1            0.000054796        10.604983283                0.015076676             VM
12293           1            0.000055763        10.792119535                0.015342720             VM
12306           1            0.000054603        10.567668110                0.015023626             VM
12310           1            0.000054614        10.569739331                0.015026571             VM
12301           1            0.000054822        10.609945662                0.015083731             VM
12298           1            0.000054824        10.610508195                0.015084531             VM
12300           1            0.000054809        10.607590893                0.015080383             VM
12312          3           0.000008600          1.008010000                0.001646177             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
751           1            0.000001159        0.224258846                0.000318820             VM
826           1            0.000001204        0.232936046                0.000331156             VM
866          3           0.000003180          0.357550000                0.000592023             FX
1359          2           0.000001339          0.273400000                0.000384064             FX
1524           1            0.000001304        0.252329383                0.000358726             VM
1530          3           0.000002672          0.296640000                0.000493311             FX
816           2            0.000002728        0.131999134                0.000316224             VM
1526           1            0.000001329        0.257259194                0.000365735             VM
1342          3           0.000002968          0.332160000                0.000550875             FX
