<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
002_T7_C5_D18_VM3.txt	 1	 0.321389661743050	 0.061482	 0.000023	 4.268236
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1           1            0.000001108        0.214443322                0.016014017             VM
2           1            0.000000746        0.144391020                0.010782710             VM
9           1            0.000001581        0.305914694                0.022844838             VM
10           1            0.000002306        0.446277720                0.033326749             VM
12           1            0.000007426        1.437177147                0.107324297             VM
11           1            0.000007834        1.516072067                0.113215945             VM
13          3           0.000001900          0.203960000                0.017881104             FX
========================================================================
002_T7_C5_D18_VM3.txt	 2	 0.321389661743050	 0.061510	 0.000023	 4.268236
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
2           1            0.000000746        0.144391020                0.010782710             VM
1           1            0.000001108        0.214443322                0.016014017             VM
9           1            0.000001581        0.305914694                0.022844838             VM
10           1            0.000002306        0.446277720                0.033326749             VM
12           1            0.000007426        1.437177147                0.107324297             VM
11           1            0.000007834        1.516072067                0.113215945             VM
13          3           0.000001900          0.203960000                0.017881104             FX
========================================================================
002_T7_C5_D18_VM3.txt	 3	 0.321389661743050	 0.061243	 0.000023	 4.268236
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1           1            0.000001108        0.214443322                0.016014017             VM
2           1            0.000000746        0.144391020                0.010782710             VM
9           1            0.000001581        0.305914694                0.022844838             VM
10           1            0.000002306        0.446277720                0.033326749             VM
12           1            0.000007426        1.437177147                0.107324297             VM
11           1            0.000007834        1.516072067                0.113215945             VM
13          3           0.000001900          0.203960000                0.017881104             FX
========================================================================
002_T7_C5_D18_VM3.txt	 4	 0.321389661743050	 0.062015	 0.000023	 4.268236
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
2           1            0.000000746        0.144391020                0.010782710             VM
1           1            0.000001108        0.214443322                0.016014017             VM
9           1            0.000001581        0.305914694                0.022844838             VM
10           1            0.000002306        0.446277720                0.033326749             VM
12           1            0.000007426        1.437177147                0.107324297             VM
11           1            0.000007834        1.516072067                0.113215945             VM
13          3           0.000001900          0.203960000                0.017881104             FX
========================================================================
002_T7_C5_D18_VM3.txt	 5	 0.321389661743050	 0.060539	 0.000023	 4.268236
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
2           1            0.000000746        0.144391020                0.010782710             VM
1           1            0.000001108        0.214443322                0.016014017             VM
9           1            0.000001581        0.305914694                0.022844838             VM
10           1            0.000002306        0.446277720                0.033326749             VM
12           1            0.000007426        1.437177147                0.107324297             VM
11           1            0.000007834        1.516072067                0.113215945             VM
13          3           0.000001900          0.203960000                0.017881104             FX
========================================================================
