<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
040_T121_C5_D340_VM3.txt	 1	 0.510812813233853	 3.795148	 0.022295	 1166.584763
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
756	 1	 0.000000626	 0.121200422	 0.000050988  VM
755	 2	 0.000002885	 0.139598625	 0.000061394  VM
732	 4	 0.000020457	 0.123734730	 0.000076472  VM
753	 2	 0.000003215	 0.155543939	 0.000068406  VM
36	 1	 0.000000875	 0.169390150	 0.000071261  VM
40	 3	 0.000010250	 0.123978384	 0.000063996  VM
34	 2	 0.000002751	 0.133134292	 0.000058551  VM
29	 4	 0.000020617	 0.124700172	 0.000077069  VM
24	 4	 0.000020793	 0.125762697	 0.000077725  VM
1	 1	 0.000001316	 0.254736455	 0.000107165  VM
751	 2	 0.000003237	 0.156618108	 0.000068879  VM
26	 1	 0.000000910	 0.176071825	 0.000074072  VM
733	 4	 0.000003994	 0.227630000	 0.000099233  FX
33	 1	 0.000000691	 0.133800605	 0.000056288  VM
735	 2	 0.000002818	 0.136367955	 0.000059973  VM
739	 3	 0.000012367	 0.149586169	 0.000077214  VM
754	 2	 0.000004254	 0.205811294	 0.000090513  VM
10	 1	 0.000000681	 0.131729348	 0.000055417  VM
740	 1	 0.000000903	 0.174788556	 0.000073532  VM
39	 2	 0.000002925	 0.141544629	 0.000062249  VM
28	 1	 0.000000942	 0.182216267	 0.000076656  VM
734	 3	 0.000002563	 0.283500000	 0.000120618  FX
731	 5	 0.000008214	 0.240430000	 0.000109737  FX
814	 2	 0.000006558	 0.317299459	 0.000139544  VM
820	 2	 0.000006353	 0.307395358	 0.000135188  VM
35	 1	 0.000001123	 0.217256500	 0.000091397  VM
737	 2	 0.000002978	 0.144078042	 0.000063364  VM
861	 1	 0.000001564	 0.302737560	 0.000127358  VM
38	 4	 0.000021385	 0.129345009	 0.000079939  VM
815	 5	 0.000009742	 0.286260000	 0.000130607  FX
858	 1	 0.000001717	 0.332225108	 0.000139764  VM
866	 1	 0.000001633	 0.316096926	 0.000132979  VM
27	 3	 0.000011210	 0.135596520	 0.000069993  VM
2	 2	 0.000002820	 0.136467162	 0.000060016  VM
30	 4	 0.000005329	 0.307750000	 0.000134074  FX
760	 1	 0.000000966	 0.186991411	 0.000078665  VM
819	 1	 0.000001615	 0.312506792	 0.000131468  VM
862	 1	 0.000001712	 0.331293769	 0.000139372  VM
757	 5	 0.000080603	 0.118533272	 0.000148422  VM
802	 5	 0.000007642	 0.223270000	 0.000101922  FX
736	 4	 0.000020502	 0.124002597	 0.000076637  VM
810	 2	 0.000007102	 0.343651333	 0.000151133  VM
855	 2	 0.000006582	 0.318474541	 0.000140061  VM
852	 1	 0.000001736	 0.335898874	 0.000141309  VM
853	 1	 0.000001643	 0.317913358	 0.000133743  VM
759	 3	 0.000010369	 0.125420933	 0.000064740  VM
738	 4	 0.000005344	 0.308650000	 0.000134465  FX
867	 4	 0.000005891	 0.341430000	 0.000148720  FX
817	 4	 0.000003619	 0.205140000	 0.000089453  FX
854	 1	 0.000001541	 0.298211695	 0.000125454  VM
856	 2	 0.000006832	 0.330573960	 0.000145382  VM
807	 4	 0.000005019	 0.289160000	 0.000125990  FX
23	 4	 0.000020607	 0.124640455	 0.000077032  VM
803	 4	 0.000004162	 0.237730000	 0.000103625  FX
868	 1	 0.000001515	 0.293198193	 0.000123345  VM
37	 2	 0.000003419	 0.165423506	 0.000072751  VM
805	 5	 0.000009739	 0.286170000	 0.000130566  FX
752	 5	 0.000081712	 0.120165411	 0.000150466  VM
863	 2	 0.000001743	 0.370280000	 0.000155563  FX
25	 1	 0.000000788	 0.152463654	 0.000064140  VM
859	 2	 0.000001764	 0.375330000	 0.000157681  FX
821	 1	 0.000001669	 0.322958430	 0.000135865  VM
