<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
010_T31_C5_D97_VM3.txt	 1	 0.200575106650055	 0.048628	 0.000559	 160.849303
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
10	 1	 0.000000675	 0.130719927	 0.000226849  VM
23	 1	 0.000000826	 0.159898478	 0.000277485  VM
28	 1	 0.000001992	 0.859960000	 0.000785038  FX
34	 1	 0.000001780	 0.758410000	 0.000699149  FX
9	 1	 0.000001849	 0.791590000	 0.000727212  FX
24	 1	 0.000001213	 0.486330000	 0.000469028  FX
2	 1	 0.000000809	 0.156593793	 0.000271750  VM
30	 1	 0.000002413	 0.467072575	 0.000810549  VM
33	 2	 0.000002337	 0.512960000	 0.000799849  FX
40	 2	 0.000002688	 0.597040000	 0.000921496  FX
1	 1	 0.000001788	 0.762080000	 0.000702253  FX
36	 1	 0.000001924	 0.827520000	 0.000757601  FX
29	 3	 0.000002658	 0.295010000	 0.000839130  FX
25	 1	 0.000000785	 0.151941217	 0.000263676  VM
27	 1	 0.000000824	 0.159529127	 0.000276844  VM
35	 2	 0.000002368	 0.520210000	 0.000810338  FX
26	 2	 0.000002843	 0.137570980	 0.000853894  VM
39	 1	 0.000002015	 0.390067289	 0.000676916  VM
37	 2	 0.000002384	 0.524100000	 0.000815966  FX
38	 1	 0.000002197	 0.425133821	 0.000737770  VM
46	 1	 0.000039116	 18.679823328	 0.015856805  FX
48	 2	 0.000055727	 13.326473328	 0.019338454  FX
42	 1	 0.000042772	 20.434703328	 0.017341056  FX
44	 3	 0.000088249	 10.565843328	 0.028044864  FX
45	 2	 0.000057084	 13.652133328	 0.019809620  FX
50	 1	 0.000039985	 19.096963328	 0.016209616  FX
41	 1	 0.000043845	 8.485545607	 0.014725665  VM
49	 2	 0.000054116	 12.939743328	 0.018778933  FX
43	 1	 0.000039400	 18.816093328	 0.015972060  FX
47	 2	 0.000058079	 13.890933328	 0.020155116  FX
51	 1	 0.000004049	 1.847310000	 0.001620124  FX
========================================================================
