<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
002_T7_C5_D18_VM3.txt	 1	 0.010607105664264	 0.075764	 0.000012	 2.425999
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
9	 5	 0.000000202	 0.009519108	 0.001259810  VM
11	 5	 0.000000997	 0.046905288	 0.006207696  VM
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
13	 2	 0.000001660	 0.350300000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 2	 0.003139600460507	 0.080180	 0.000022	 4.954137
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
9	 2	 0.000002144	 0.466440000	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
13	 2	 0.000001660	 0.350300000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 3	 0.003139600460507	 0.079835	 0.000022	 4.954137
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 2	 0.000002144	 0.466440000	 0.000000000  FX
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
13	 2	 0.000001660	 0.350300000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 4	 0.004247617175329	 0.080619	 0.000020	 4.612209
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 2	 0.000002144	 0.466440000	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
13	 5	 0.000000178	 0.008372163	 0.001108017  VM
========================================================================
002_T7_C5_D18_VM3.txt	 5	 0.002570846315642	 0.075443	 0.000021	 5.268959
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 5	 0.000000202	 0.009519108	 0.001259810  VM
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 1	 0.000001837	 0.785560000	 0.000000000  FX
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
13	 2	 0.000001660	 0.350300000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 6	 0.005507426685961	 0.075134	 0.000018	 4.155288
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 5	 0.000000202	 0.009519108	 0.001259810  VM
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
13	 5	 0.000000178	 0.008372163	 0.001108017  VM
========================================================================
002_T7_C5_D18_VM3.txt	 7	 0.004399409971139	 0.077117	 0.000020	 4.497216
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 5	 0.000000202	 0.009519108	 0.001259810  VM
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
13	 2	 0.000001660	 0.350300000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 8	 0.009022022645147	 0.076124	 0.000014	 3.003032
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 2	 0.000002144	 0.466440000	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
12	 5	 0.000000945	 0.044447524	 0.005882422  VM
13	 2	 0.000001660	 0.350300000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 9	 0.001311036805009	 0.075442	 0.000024	 5.481120
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 2	 0.000002144	 0.466440000	 0.000000000  FX
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 2	 0.000002453	 0.540800000	 0.000000000  FX
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
13	 2	 0.000001660	 0.350300000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 10	 0.004247617175329	 0.076569	 0.000020	 4.612209
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1	 5	 0.000000137	 0.006445567	 0.000853041  VM
9	 2	 0.000002144	 0.466440000	 0.000000000  FX
2	 5	 0.000000074	 0.003460614	 0.000457996  VM
10	 5	 0.000000294	 0.013816609	 0.001828564  VM
11	 2	 0.000009026	 2.118122027	 0.000000000  FX
12	 2	 0.000008515	 1.995552027	 0.000000000  FX
13	 5	 0.000000178	 0.008372163	 0.001108017  VM
========================================================================
