<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
025_T76_C5_D220_VM3.txt	 1	 0.404290128785148	 0.746545	 0.004368	 569.701983
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
33	 1	 0.000000702	 0.135818692	 0.000086199  VM
734	 1	 0.000000852	 0.164844208	 0.000104621  VM
9	 3	 0.000002967	 0.332080000	 0.000248302  FX
731	 2	 0.000003174	 0.153594167	 0.000168898  VM
852	 1	 0.000001652	 0.319766681	 0.000202944  VM
24	 1	 0.000000974	 0.188439024	 0.000119596  VM
27	 1	 0.000000767	 0.148405605	 0.000094188  VM
855	 2	 0.000001952	 0.420480000	 0.000260245  FX
39	 2	 0.000001966	 0.423880000	 0.000262301  FX
40	 2	 0.000002147	 0.467360000	 0.000288592  FX
37	 2	 0.000003141	 0.151986872	 0.000167131  VM
2	 3	 0.000002667	 0.296000000	 0.000221976  FX
751	 1	 0.000002283	 0.441756243	 0.000280367  VM
732	 1	 0.000000773	 0.149535798	 0.000094905  VM
733	 1	 0.000000791	 0.153161547	 0.000097206  VM
28	 3	 0.000002989	 0.334620000	 0.000250155  FX
1	 4	 0.000004733	 0.271980000	 0.000272441  FX
30	 1	 0.000000722	 0.139718435	 0.000088674  VM
754	 1	 0.000001852	 0.358489858	 0.000227521  VM
26	 1	 0.000000861	 0.166701750	 0.000105800  VM
853	 2	 0.000001834	 0.392250000	 0.000243176  FX
738	 1	 0.000002228	 0.431291472	 0.000273725  VM
753	 2	 0.000001934	 0.416100000	 0.000257597  FX
806	 4	 0.000005298	 0.305900000	 0.000305671  FX
34	 3	 0.000003346	 0.377520000	 0.000281457  FX
737	 4	 0.000004379	 0.250720000	 0.000251614  FX
735	 1	 0.000000931	 0.180215661	 0.000114376  VM
758	 3	 0.000003084	 0.346130000	 0.000258553  FX
803	 2	 0.000001789	 0.381260000	 0.000236531  FX
856	 3	 0.000003183	 0.357950000	 0.000267178  FX
736	 2	 0.000002234	 0.488080000	 0.000301120  FX
25	 4	 0.000004777	 0.274610000	 0.000275018  FX
23	 2	 0.000003336	 0.161393558	 0.000177475  VM
29	 1	 0.000000787	 0.152233296	 0.000096617  VM
752	 1	 0.000002446	 0.473330174	 0.000300406  VM
740	 2	 0.000001795	 0.382680000	 0.000237389  FX
805	 4	 0.000004681	 0.268860000	 0.000269385  FX
35	 3	 0.000003673	 0.416800000	 0.000310118  FX
759	 4	 0.000005942	 0.344490000	 0.000343475  FX
757	 2	 0.000001828	 0.390610000	 0.000242184  FX
38	 2	 0.000003088	 0.149416602	 0.000164304  VM
756	 4	 0.000006016	 0.348970000	 0.000347864  FX
804	 2	 0.000002071	 0.448970000	 0.000277472  FX
854	 2	 0.000002275	 0.497920000	 0.000307070  FX
760	 2	 0.000002061	 0.446590000	 0.000276033  FX
10	 1	 0.000000747	 0.144657770	 0.000091809  VM
739	 4	 0.000004574	 0.262430000	 0.000263086  FX
36	 3	 0.000003761	 0.427370000	 0.000317830  FX
802	 1	 0.000001756	 0.339805288	 0.000215662  VM
755	 1	 0.000002159	 0.417842090	 0.000265189  VM
2509	 2	 0.000120457	 28.861719218	 0.017457412  FX
2519	 3	 0.000187016	 22.417819218	 0.016363156  FX
2507	 1	 0.000095373	 18.458118528	 0.011714707  VM
2504	 1	 0.000096395	 18.655903588	 0.011840234  VM
2523	 2	 0.000110675	 26.513989218	 0.016037843  FX
2512	 1	 0.000094758	 18.339060043	 0.011639145  VM
2527	 3	 0.000187229	 22.443459218	 0.016381864  FX
2503	 4	 0.000327719	 19.651109218	 0.019256958  FX
2520	 4	 0.000335414	 20.112779218	 0.019709227  FX
2521	 1	 0.000094337	 18.257633916	 0.011587467  VM
2526	 4	 0.000335679	 20.128719218	 0.019724843  FX
2524	 3	 0.000188368	 22.580159218	 0.016481607  FX
2513	 2	 0.000115499	 27.671669218	 0.016737841  FX
2522	 2	 0.000110715	 26.523489218	 0.016043587  FX
2525	 2	 0.000373249	 18.060150112	 0.019859663  VM
2510	 2	 0.000115523	 27.677369218	 0.016741288  FX
2505	 1	 0.000096417	 18.660156928	 0.011842934  VM
2515	 1	 0.000094455	 18.280366722	 0.011601894  VM
2517	 4	 0.000336394	 20.171579218	 0.019766830  FX
2516	 1	 0.000094907	 18.367960947	 0.011657487  VM
2514	 3	 0.000194832	 23.355789218	 0.017047546  FX
2518	 2	 0.000110158	 26.389959218	 0.015962847  FX
2511	 1	 0.000095597	 18.501520001	 0.011742253  VM
2506	 2	 0.000121251	 29.052109218	 0.017572533  FX
2508	 3	 0.000195535	 23.440159218	 0.017109106  FX
2528	 3	 0.000013819	 1.634220000	 0.001198408  FX
========================================================================
