<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
030_T91_C5_D209_VM3.txt	 1	 0.431063452367295	 1.056576	 0.003816	 574.635873
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
862	 1	 0.000000608	 0.117641029	 0.000082857  VM
1339	 1	 0.000000722	 0.139679812	 0.000098379  VM
1520	 2	 0.000001677	 0.354480000	 0.000244860  FX
1306	 2	 0.000002673	 0.129353726	 0.000153444  VM
1375	 2	 0.000003052	 0.147674015	 0.000175176  VM
734	 1	 0.000000829	 0.160383086	 0.000112960  VM
819	 1	 0.000000657	 0.127240817	 0.000089618  VM
1319	 4	 0.000003652	 0.207130000	 0.000226161  FX
1315	 4	 0.000003974	 0.226410000	 0.000246633  FX
28	 4	 0.000004477	 0.256630000	 0.000278723  FX
38	 2	 0.000002738	 0.132475654	 0.000157147  VM
1586	 2	 0.000001510	 0.314450000	 0.000217911  FX
815	 4	 0.000004349	 0.248940000	 0.000270557  FX
1324	 1	 0.000000637	 0.123275905	 0.000086825  VM
1338	 1	 0.000000699	 0.135249016	 0.000095258  VM
1634	 2	 0.000001529	 0.318960000	 0.000220947  FX
1516	 2	 0.000001737	 0.368770000	 0.000254480  FX
1342	 1	 0.000000617	 0.119478432	 0.000084151  VM
1543	 1	 0.000001329	 0.257207357	 0.000181155  VM
1291	 1	 0.000000710	 0.137466907	 0.000096820  VM
1327	 2	 0.000001349	 0.275850000	 0.000191925  FX
1353	 3	 0.000002742	 0.305070000	 0.000251117  FX
1372	 4	 0.000003695	 0.209690000	 0.000228879  FX
1401	 3	 0.000003053	 0.342400000	 0.000281084  FX
1	 4	 0.000004363	 0.249800000	 0.000271470  FX
1602	 3	 0.000002391	 0.262900000	 0.000217265  FX
1349	 1	 0.000000730	 0.141273866	 0.000099502  VM
1573	 2	 0.000004234	 0.204855313	 0.000243006  VM
1386	 2	 0.000001378	 0.282810000	 0.000196610  FX
1587	 2	 0.000004367	 0.211279883	 0.000250627  VM
1576	 4	 0.000004489	 0.257360000	 0.000279498  FX
1554	 3	 0.000002828	 0.315340000	 0.000259361  FX
1630	 1	 0.000001081	 0.209265147	 0.000147389  VM
1365	 1	 0.000000685	 0.132489935	 0.000093315  VM
1507	 2	 0.000001765	 0.375540000	 0.000259037  FX
1292	 2	 0.000002899	 0.140287975	 0.000166414  VM
1550	 2	 0.000001716	 0.363780000	 0.000251120  FX
865	 2	 0.000001900	 0.407910000	 0.000280829  FX
9	 3	 0.000003319	 0.374320000	 0.000306708  FX
1591	 2	 0.000001516	 0.315810000	 0.000218826  FX
754	 2	 0.000002572	 0.124447854	 0.000147624  VM
812	 4	 0.000004905	 0.282290000	 0.000305970  FX
1606	 4	 0.000004442	 0.254540000	 0.000276503  FX
1405	 2	 0.000001921	 0.412930000	 0.000284209  FX
1390	 3	 0.000002978	 0.333360000	 0.000273827  FX
736	 1	 0.000000727	 0.140695671	 0.000099094  VM
1385	 3	 0.000003011	 0.337360000	 0.000277038  FX
1566	 2	 0.000005288	 0.255847021	 0.000303494  VM
1433	 1	 0.000001596	 0.308919171	 0.000217577  VM
1540	 1	 0.000001724	 0.333721886	 0.000235046  VM
1525	 3	 0.000002945	 0.329400000	 0.000270648  FX
1638	 2	 0.000004053	 0.196129442	 0.000232655  VM
1539	 1	 0.000001324	 0.256164943	 0.000180421  VM
1493	 1	 0.000001366	 0.264317042	 0.000186163  VM
1429	 1	 0.000001654	 0.320179738	 0.000225508  VM
756	 1	 0.000000816	 0.157866820	 0.000111188  VM
1437	 3	 0.000002610	 0.289150000	 0.000238337  FX
869	 3	 0.000003115	 0.349790000	 0.000287017  FX
1528	 3	 0.000002971	 0.332470000	 0.000273113  FX
1492	 1	 0.000001361	 0.263402542	 0.000185519  VM
7971	 1	 0.000057747	 27.622586681	 0.016812946  FX
7962	 3	 0.000147933	 17.727926681	 0.014237534  FX
7955	 3	 0.000148168	 17.756176681	 0.014260212  FX
7965	 3	 0.000144683	 17.337866681	 0.013924408  FX
7968	 4	 0.000266151	 15.957046681	 0.016950324  FX
7956	 3	 0.000148034	 17.740086681	 0.014247295  FX
7947	 1	 0.000077067	 14.915196050	 0.010505020  VM
7960	 1	 0.000076322	 14.771029945	 0.010403481  VM
7970	 4	 0.000265804	 15.936196681	 0.016928185  FX
7974	 1	 0.000076166	 14.740935119	 0.010382285  VM
7963	 3	 0.000148585	 17.806216681	 0.014300382  FX
7973	 2	 0.000086795	 20.782666681	 0.013997425  FX
7946	 1	 0.000077184	 14.937827080	 0.010520959  VM
7945	 1	 0.000057847	 27.670436681	 0.016842060  FX
7958	 3	 0.000149222	 17.882646681	 0.014361737  FX
7959	 3	 0.000148215	 17.761816681	 0.014264739  FX
7972	 4	 0.000266131	 15.955826681	 0.016949029  FX
7969	 1	 0.000076148	 14.737390022	 0.010379788  VM
7948	 3	 0.000154144	 18.473196681	 0.014835809  FX
7950	 3	 0.000153906	 18.444656681	 0.014812898  FX
7951	 2	 0.000092726	 22.206296681	 0.014955834  FX
7964	 1	 0.000076336	 14.773835721	 0.010405458  VM
7967	 1	 0.000076097	 14.727505487	 0.010372826  VM
7953	 3	 0.000150814	 18.073646681	 0.014515065  FX
7949	 2	 0.000093025	 22.278046681	 0.015004138  FX
7957	 2	 0.000089539	 21.441266681	 0.014440805  FX
7954	 2	 0.000089940	 21.537526681	 0.014505608  FX
7961	 2	 0.000090087	 21.572866681	 0.014529400  FX
7952	 2	 0.000090221	 21.604976681	 0.014551017  FX
7966	 2	 0.000087088	 20.853136681	 0.014044867  FX
7975	 3	 0.000014076	 1.665130000	 0.001342922  FX
========================================================================
