<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
030_T91_C5_D212_VM3.txt	 1	 0.153434865511256	 1648.150585	 0.001852	 841.237213
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1313           1            0.000000687        0.132891362                0.000046971             VM
1337           1            0.000000729        0.141100955                0.000049873             VM
1309           1            0.000000956        0.185064403                0.000065412             VM
1565           1            0.000001449        0.280404309                0.000099111             VM
814           1            0.000000844        0.163327694                0.000057729             VM
1601           1            0.000001117        0.216114443                0.000076387             VM
758           1            0.000000794        0.153599454                0.000054291             VM
1314           1            0.000000746        0.144463053                0.000051062             VM
1326           1            0.000000832        0.161070743                0.000056932             VM
1424          1           0.000001103          0.433230000                0.000087598             FX
870           1            0.000000800        0.154849380                0.000054733             VM
1427           1            0.000001720        0.332889886                0.000117662             VM
1579           1            0.000001153        0.223146192                0.000078873             VM
1294           1            0.000001003        0.194074389                0.000068597             VM
1371           1            0.000000857        0.165877531                0.000058631             VM
1302           1            0.000000907        0.175546230                0.000062048             VM
878           1            0.000000791        0.153069580                0.000054104             VM
1534           1            0.000001459        0.282342780                0.000099796             VM
817           1            0.000001109        0.214713141                0.000075892             VM
1572           1            0.000001400        0.270924626                0.000095760             VM
738           1            0.000000648        0.125460891                0.000044345             VM
1434           1            0.000001406        0.272090928                0.000096172             VM
29           1            0.000000750        0.145248332                0.000051339             VM
828           1            0.000000842        0.163048560                0.000057631             VM
1373           1            0.000000758        0.146632872                0.000051828             VM
820           1            0.000000850        0.164589443                0.000058175             VM
819           1            0.000001016        0.196643567                0.000069505             VM
869           1            0.000001145        0.221683566                0.000078356             VM
1566           1            0.000001364        0.263919903                0.000093284             VM
1635           1            0.000001131        0.218980316                0.000077400             VM
1503           1            0.000001490        0.288426770                0.000101947             VM
1555           1            0.000001422        0.275190334                0.000097268             VM
1495           1            0.000001414        0.273718368                0.000096748             VM
1365           1            0.000000706        0.136561510                0.000048269             VM
39           1            0.000000913        0.176698368                0.000062455             VM
867           1            0.000000830        0.160664730                0.000056788             VM
864           1            0.000000844        0.163385983                0.000057750             VM
1625           1            0.000000907        0.175530014                0.000062042             VM
1527           1            0.000001816        0.351472247                0.000124230             VM
