<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
050_T151_C5_D347_VM3.txt	 1	 0.187465007601705	 6.280394	 0.006924	 1805.910664
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
1376	 1	 0.000000677	 0.131013956	 0.000017373  VM
812	 1	 0.000000825	 0.159738721	 0.000021182  VM
872	 2	 0.000002761	 0.133605897	 0.000062469  VM
1379	 1	 0.000001575	 0.660160000	 0.000047872  FX
1304	 2	 0.000001964	 0.423270000	 0.000051301  FX
1302	 1	 0.000001070	 0.207108873	 0.000027464  VM
1373	 1	 0.000000740	 0.143288627	 0.000019001  VM
805	 2	 0.000002232	 0.487740000	 0.000058456  FX
1371	 1	 0.000001894	 0.812990000	 0.000057954  FX
1298	 2	 0.000002949	 0.142715290	 0.000066728  VM
1412	 2	 0.000001567	 0.328020000	 0.000040729  FX
867	 2	 0.000001860	 0.398330000	 0.000048533  FX
1350	 2	 0.000002813	 0.136106488	 0.000063638  VM
873	 1	 0.000000729	 0.141091959	 0.000018710  VM
881	 1	 0.000000771	 0.149232370	 0.000019789  VM
826	 1	 0.000001572	 0.658620000	 0.000047771  FX
1619	 3	 0.000002403	 0.264310000	 0.000057457  FX
831	 1	 0.000000714	 0.138212032	 0.000018328  VM
876	 2	 0.000001548	 0.323440000	 0.000040221  FX
1301	 1	 0.000000805	 0.155852149	 0.000020667  VM
1327	 1	 0.000001356	 0.554810000	 0.000040922  FX
39	 1	 0.000001894	 0.813060000	 0.000057959  FX
1625	 3	 0.000002136	 0.232330000	 0.000051028  FX
1295	 2	 0.000002606	 0.577370000	 0.000068404  FX
817	 2	 0.000002883	 0.139480928	 0.000065216  VM
1499	 1	 0.000001513	 0.630350000	 0.000045906  FX
29	 1	 0.000000863	 0.167048281	 0.000022152  VM
1385	 2	 0.000002148	 0.467450000	 0.000056204  FX
28	 1	 0.000001601	 0.309843464	 0.000041087  VM
877	 2	 0.000002662	 0.128802568	 0.000060223  VM
1324	 2	 0.000002997	 0.145011033	 0.000067801  VM
1314	 2	 0.000002738	 0.132473860	 0.000061940  VM
1515	 1	 0.000001369	 0.264925979	 0.000035131  VM
1378	 1	 0.000000808	 0.156336807	 0.000020731  VM
1604	 3	 0.000002521	 0.278500000	 0.000060309  FX
1533	 1	 0.000001440	 0.278634744	 0.000036949  VM
855	 1	 0.000001716	 0.727780000	 0.000052333  FX
862	 2	 0.000002360	 0.518420000	 0.000061861  FX
1352	 2	 0.000002789	 0.621250000	 0.000073275  FX
1635	 1	 0.000001261	 0.509290000	 0.000037919  FX
1579	 2	 0.000001352	 0.276380000	 0.000034997  FX
1364	 2	 0.000002758	 0.613970000	 0.000072467  FX
1574	 3	 0.000002411	 0.265370000	 0.000057670  FX
853	 2	 0.000002684	 0.129863616	 0.000060719  VM
1424	 3	 0.000002168	 0.236180000	 0.000051802  FX
821	 1	 0.000000910	 0.176075968	 0.000023349  VM
758	 1	 0.000001679	 0.709790000	 0.000051146  FX
1544	 3	 0.000002804	 0.312450000	 0.000067134  FX
1549	 1	 0.000001404	 0.271708553	 0.000036030  VM
1553	 2	 0.000001599	 0.335640000	 0.000041575  FX
1613	 3	 0.000002657	 0.294840000	 0.000063594  FX
1343	 2	 0.000001704	 0.361050000	 0.000044395  FX
1586	 2	 0.000001359	 0.278140000	 0.000035193  FX
1551	 1	 0.000001428	 0.276301973	 0.000036640  VM
1525	 2	 0.000001524	 0.317800000	 0.000039595  FX
1610	 1	 0.000001190	 0.230233497	 0.000030531  VM
1505	 1	 0.000001482	 0.615390000	 0.000044919  FX
30	 2	 0.000002693	 0.598260000	 0.000070723  FX
