
Max Financial Cost: 0.002005

Max Runtime:        112.318793

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.000238           0.000253

Tempo Melhor:             92.033779           90.175809

Custo Normalizado Melhor: 0.153827           0.160064

Custo Normalizado Médio:  0.153827           0.163551

Tempo CPU Médio:          16.211237 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1381           1            0.000000717        0.138765401                0.000401552             VM
864           1            0.000000721        0.139465123                0.000403577             VM
1369           1            0.000000772        0.149330825                0.000432125             VM
1292           1            0.000000615        0.118932040                0.000344159             VM
731           1            0.000001231        0.238258712                0.000689460             VM
751           1            0.000000873        0.168922605                0.000488819             VM
1618           1            0.000000986        0.190753343                0.000551992             VM
1354           1            0.000000781        0.151142099                0.000437367             VM
1570           1            0.000001222        0.236450984                0.000684229             VM
1612           1            0.000000954        0.184676697                0.000534407             VM
1411          2           0.000001994          0.430510000                0.000000000             FX
1417          1           0.000001254          0.505880000                0.000819417             FX
1359           1            0.000000617        0.119349229                0.000345366             VM
1560           1            0.000001232        0.238423703                0.000689938             VM
1493           1            0.000001249        0.241721182                0.000699480             VM
814           1            0.000000939        0.181744141                0.000525921             VM
1492           1            0.000001148        0.222177260                0.000642925             VM
1582           1            0.000000912        0.176571943                0.000510954             VM
1291           1            0.000000871        0.168543293                0.000487721             VM
1555           1            0.000001216        0.235310731                0.000680929             VM
11892          1           0.000020464          9.726495325                0.014027323             FX
11887           1            0.000026703        5.168033136                0.014954975             VM
11890          1           0.000020772          9.874675325                0.014239581             FX
11895          1           0.000019659          9.340135325                0.013473889             FX
11896          1           0.000019589          9.306765325                0.013426089             FX
11894          1           0.000019511          9.269465325                0.013372659             FX
11889          1           0.000020508          9.747935325                0.014058035             FX
11888           1            0.000026139        5.058864316                0.014639069             VM
11893          1           0.000020543          9.764545325                0.014081827             FX
11891          1           0.000020555          9.770315325                0.014090092             FX
11897          2           0.000003407          0.769620000                0.001957030             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1292          3           0.000002148          0.233710000                0.001121757             FX
751          1           0.000001704          0.721710000                0.001128578             FX
1381          2           0.000001522          0.317390000                0.000862767             FX
814           1            0.000000939        0.181744141                0.000525921             VM
864           1            0.000000721        0.139465123                0.000403577             VM
1560          1           0.000001210          0.484560000                0.000788877             FX
1359          2           0.000001191          0.237860000                0.000670328             FX
1369           1            0.000000772        0.149330825                0.000432125             VM
1582          1           0.000000923          0.346990000                0.000591817             FX
1354           1            0.000000781        0.151142099                0.000437367             VM
1612          3           0.000002348          0.257740000                0.001227350             FX
1417          1           0.000001254          0.505880000                0.000819417             FX
1493           1            0.000001249        0.241721182                0.000699480             VM
1291           2            0.000002805        0.135727641                0.001389719             VM
1555          1           0.000001164          0.462770000                0.000757664             FX
1618           1            0.000000986        0.190753343                0.000551992             VM
1570          1           0.000001182          0.471180000                0.000769711             FX
1492          1           0.000001125          0.444120000                0.000730950             FX
731          2           0.000002661          0.590620000                0.001523903             FX
1411           1            0.000002151        0.416347804                0.001204805             VM
11887           1            0.000026703        5.168033136                0.014954975             VM
11893          1           0.000020543          9.764545325                0.014081827             FX
11889          1           0.000020508          9.747935325                0.014058035             FX
11895           1            0.000026033        5.038332277                0.014579654             VM
11890          1           0.000020772          9.874675325                0.014239581             FX
11894          1           0.000019511          9.269465325                0.013372659             FX
11892          1           0.000020464          9.726495325                0.014027323             FX
11888           1            0.000026139        5.058864316                0.014639069             VM
11891          1           0.000020555          9.770315325                0.014090092             FX
11896          1           0.000019589          9.306765325                0.013426089             FX
11897          2           0.000003407          0.769620000                0.001957030             FX


============================================================================================================
