<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
025_T76_C5_D220_VM3.txt	 1	 0.462535293999412	 0.773522	 0.008466	 479.656440
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
33	 2	 0.000002584	 0.125014442	 0.000121684  VM
2	 2	 0.000002914	 0.140978434	 0.000137222  VM
25	 4	 0.000020003	 0.120987432	 0.000170269  VM
26	 1	 0.000000861	 0.166701750	 0.000154509  VM
34	 3	 0.000011421	 0.138150502	 0.000160166  VM
27	 3	 0.000010194	 0.123311241	 0.000142962  VM
732	 2	 0.000002790	 0.134994231	 0.000131397  VM
24	 4	 0.000021496	 0.130014064	 0.000182973  VM
9	 4	 0.000022421	 0.135610757	 0.000190849  VM
23	 4	 0.000004749	 0.272920000	 0.000262973  FX
735	 3	 0.000011237	 0.135919400	 0.000157580  VM
35	 4	 0.000021412	 0.129506443	 0.000182259  VM
737	 5	 0.000008961	 0.262840000	 0.000266424  FX
30	 1	 0.000000722	 0.139718435	 0.000129499  VM
10	 1	 0.000000747	 0.144657770	 0.000134077  VM
29	 5	 0.000007509	 0.219280000	 0.000222370  FX
740	 3	 0.000002532	 0.279800000	 0.000262593  FX
40	 2	 0.000002681	 0.129711973	 0.000126256  VM
37	 4	 0.000023386	 0.141445839	 0.000199061  VM
733	 1	 0.000000791	 0.153161547	 0.000141959  VM
803	 4	 0.000004408	 0.252470000	 0.000243313  FX
760	 1	 0.000001766	 0.341794658	 0.000316795  VM
758	 1	 0.000001660	 0.321289378	 0.000297790  VM
756	 4	 0.000006016	 0.348970000	 0.000336084  FX
853	 3	 0.000003091	 0.346960000	 0.000325478  FX
28	 5	 0.000008409	 0.246280000	 0.000249676  FX
39	 1	 0.000000843	 0.163083854	 0.000151156  VM
806	 1	 0.000001739	 0.336595031	 0.000311976  VM
731	 5	 0.000008083	 0.236490000	 0.000239775  FX
854	 2	 0.000006971	 0.337282364	 0.000328296  VM
856	 4	 0.000006273	 0.364390000	 0.000350908  FX
754	 1	 0.000001852	 0.358489858	 0.000332269  VM
734	 5	 0.000007315	 0.213460000	 0.000216483  FX
36	 3	 0.000010976	 0.132766005	 0.000153924  VM
759	 4	 0.000005942	 0.344490000	 0.000331777  FX
802	 4	 0.000004902	 0.282120000	 0.000271818  FX
753	 3	 0.000003040	 0.340800000	 0.000319710  FX
757	 4	 0.000005931	 0.343880000	 0.000331191  FX
739	 2	 0.000007541	 0.364868868	 0.000355147  VM
1	 3	 0.000020024	 0.242208709	 0.000280807  VM
736	 4	 0.000004854	 0.279260000	 0.000269068  FX
852	 2	 0.000001871	 0.400950000	 0.000371021  FX
751	 4	 0.000006321	 0.367270000	 0.000353677  FX
755	 4	 0.000006037	 0.350230000	 0.000337296  FX
805	 2	 0.000006670	 0.322759752	 0.000314160  VM
38	 2	 0.000003088	 0.149416602	 0.000145436  VM
855	 2	 0.000006722	 0.325276935	 0.000316610  VM
804	 3	 0.000026900	 0.325383458	 0.000377237  VM
738	 4	 0.000005581	 0.322860000	 0.000310983  FX
752	 3	 0.000003878	 0.441390000	 0.000413899  FX
2524	 5	 0.000638301	 19.142989218	 0.019360926  FX
2516	 2	 0.000374468	 18.119139545	 0.017636375  VM
2507	 1	 0.000095373	 18.458118528	 0.017108065  VM
2504	 1	 0.000096395	 18.655903588	 0.017291383  VM
2520	 2	 0.000373313	 18.063264868	 0.017581989  VM
2512	 1	 0.000094758	 18.339060043	 0.016997714  VM
2514	 2	 0.000374812	 18.135785298	 0.017652577  VM
2521	 4	 0.000336298	 20.165869218	 0.019387176  FX
2522	 4	 0.000337083	 20.212949218	 0.019432437  FX
2527	 1	 0.000094312	 18.252733379	 0.016917702  VM
2510	 5	 0.000643880	 19.310349218	 0.019530186  FX
2506	 2	 0.000375263	 18.157595633	 0.017673807  VM
2509	 2	 0.000375331	 18.160905369	 0.017677028  VM
2523	 2	 0.000373202	 18.057878917	 0.017576747  VM
2513	 4	 0.000338819	 20.317119218	 0.019532581  FX
2515	 2	 0.000373749	 18.084345262	 0.017602508  VM
2505	 1	 0.000096417	 18.660156928	 0.017295326  VM
2525	 1	 0.000094312	 18.252850011	 0.016917810  VM
2517	 5	 0.000639095	 19.166799218	 0.019385006  FX
2519	 1	 0.000094290	 18.248594766	 0.016913866  VM
2508	 2	 0.000375046	 18.147099889	 0.017663591  VM
2503	 2	 0.000373014	 18.048756913	 0.017567868  VM
2511	 1	 0.000095597	 18.501520001	 0.017148292  VM
2518	 5	 0.000638531	 19.149889218	 0.019367904  FX
2526	 2	 0.000373447	 18.069746488	 0.017588298  VM
2528	 4	 0.000022680	 1.348810000	 0.001297286  FX
========================================================================
