<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
040_T121_C5_D284_VM3.txt	 1	 0.191965928162991	 2.850585	 0.004824	 1193.482378
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
1347	 1	 0.000000640	 0.123958427	 0.000024419  VM
35	 1	 0.000000823	 0.159225883	 0.000031366  VM
1361	 2	 0.000002678	 0.129583045	 0.000090068  VM
855	 1	 0.000001501	 0.624680000	 0.000067585  FX
1343	 1	 0.000001566	 0.655800000	 0.000070631  FX
1362	 1	 0.000001092	 0.211321385	 0.000041629  VM
1367	 1	 0.000000732	 0.141635632	 0.000027901  VM
36	 1	 0.000001835	 0.784820000	 0.000083263  FX
829	 2	 0.000002512	 0.121529363	 0.000084471  VM
803	 3	 0.000002756	 0.306720000	 0.000098056  FX
1530	 1	 0.000001348	 0.551190000	 0.000060390  FX
857	 1	 0.000001510	 0.628930000	 0.000068001  FX
881	 2	 0.000002715	 0.131368081	 0.000091309  VM
879	 1	 0.000000728	 0.140988966	 0.000027774  VM
1341	 1	 0.000000772	 0.149473501	 0.000029445  VM
1580	 1	 0.000001510	 0.628850000	 0.000067993  FX
1342	 2	 0.000002116	 0.459870000	 0.000082235  FX
1305	 1	 0.000000694	 0.134217187	 0.000026440  VM
1329	 2	 0.000001540	 0.321560000	 0.000059435  FX
1298	 1	 0.000000795	 0.153779650	 0.000030293  VM
877	 1	 0.000001376	 0.564650000	 0.000061707  FX
1585	 3	 0.000002378	 0.261360000	 0.000084505  FX
1562	 2	 0.000001844	 0.394480000	 0.000071456  FX
26	 2	 0.000002636	 0.584710000	 0.000102815  FX
1544	 3	 0.000002667	 0.296000000	 0.000094853  FX
1557	 2	 0.000001741	 0.369730000	 0.000067376  FX
805	 1	 0.000000909	 0.175892433	 0.000034649  VM
1610	 3	 0.000002381	 0.261700000	 0.000084606  FX
1587	 2	 0.000001641	 0.345920000	 0.000063451  FX
1499	 3	 0.000002535	 0.280190000	 0.000090130  FX
861	 3	 0.000002957	 0.330780000	 0.000105243  FX
827	 2	 0.000002412	 0.530980000	 0.000093958  FX
1634	 1	 0.000001262	 0.509850000	 0.000056342  FX
811	 1	 0.000000767	 0.148460077	 0.000029245  VM
1324	 3	 0.000002558	 0.282940000	 0.000090952  FX
1563	 1	 0.000001352	 0.553150000	 0.000060582  FX
1377	 1	 0.000002201	 0.426008118	 0.000083920  VM
1640	 3	 0.000002634	 0.292030000	 0.000093667  FX
808	 2	 0.000003431	 0.166003269	 0.000115383  VM
1569	 1	 0.000001373	 0.563060000	 0.000061552  FX
1436	 1	 0.000001413	 0.273534659	 0.000053884  VM
25	 1	 0.000002533	 1.119840000	 0.000116062  FX
1356	 3	 0.000002554	 0.282440000	 0.000090802  FX
830	 2	 0.000002818	 0.136359440	 0.000094778  VM
1596	 3	 0.000002368	 0.260180000	 0.000084152  FX
1337	 1	 0.000000860	 0.166521378	 0.000032803  VM
1322	 1	 0.000001772	 0.754570000	 0.000080301  FX
1365	 2	 0.000003015	 0.145899285	 0.000101409  VM
1439	 1	 0.000001426	 0.275915023	 0.000054353  VM
1531	 2	 0.000001613	 0.339030000	 0.000062315  FX
880	 3	 0.000002693	 0.299170000	 0.000095800  FX
1372	 1	 0.000001412	 0.581940000	 0.000063400  FX
1506	 1	 0.000001387	 0.268507842	 0.000052894  VM
1578	 2	 0.000001379	 0.283020000	 0.000053082  FX
1542	 1	 0.000001338	 0.546250000	 0.000059906  FX
1433	 1	 0.000001346	 0.260532618	 0.000051323  VM
1568	 2	 0.000001710	 0.362490000	 0.000066182  FX
1386	 4	 0.000003366	 0.189930000	 0.000114026  FX
33	 1	 0.000002596	 1.150080000	 0.000119023  FX
807	 1	 0.000000953	 0.184494995	 0.000036344  VM
1385	 1	 0.000002421	 1.066000000	 0.000110791  FX
1379	 1	 0.000001752	 0.339021871	 0.000066785  VM
853	 1	 0.000001515	 0.631420000	 0.000068244  FX
23	 1	 0.000001491	 0.288546394	 0.000056841  VM
831	 2	 0.000003227	 0.726530000	 0.000126194  FX
1523	 1	 0.000001679	 0.325001265	 0.000064023  VM
1409	 1	 0.000001405	 0.271922107	 0.000053566  VM
1586	 1	 0.000001115	 0.215737277	 0.000042498  VM
1368	 1	 0.000002671	 1.186310000	 0.000122570  FX
1637	 1	 0.000001105	 0.213797082	 0.000042116  VM
1566	 1	 0.000001391	 0.571440000	 0.000062372  FX
1525	 1	 0.000001365	 0.559230000	 0.000061177  FX
1543	 1	 0.000001326	 0.540550000	 0.000059348  FX
1330	 1	 0.000002902	 1.296970000	 0.000133404  FX
858	 1	 0.000001575	 0.660000000	 0.000071043  FX
1538	 1	 0.000001345	 0.549820000	 0.000060256  FX
1573	 2	 0.000004486	 0.217077752	 0.000150883  VM
1548	 1	 0.000001307	 0.252917962	 0.000049823  VM
1395	 3	 0.000004861	 0.559260000	 0.000173499  FX
1384	 1	 0.000003943	 1.796860000	 0.000182344  FX
14113	 2	 0.000125378	 30.042556610	 0.004958878  FX
14134	 1	 0.000079951	 38.280616610	 0.003754203  FX
14143	 1	 0.000076126	 36.444636610	 0.003574456  FX
14133	 2	 0.000120382	 28.843526610	 0.004761221  FX
14144	 3	 0.000200921	 24.086446610	 0.007201967  FX
14145	 2	 0.000117793	 28.222166610	 0.004658791  FX
14122	 2	 0.000121142	 29.025976610	 0.004791297  FX
14115	 2	 0.000120898	 28.967496610	 0.004781657  FX
14125	 3	 0.000206308	 24.732896610	 0.007395087  FX
14138	 3	 0.000201637	 24.172426610	 0.007227653  FX
14110	 1	 0.000084380	 40.406546610	 0.003962338  FX
14137	 1	 0.000105151	 20.350467789	 0.004008878  VM
14124	 1	 0.000105573	 20.432168010	 0.004024972  VM
14109	 1	 0.000107076	 20.723120955	 0.004082287  VM
14146	 2	 0.000117031	 28.039466610	 0.004628673  FX
14107	 2	 0.000134237	 32.168756610	 0.005309378  FX
14131	 1	 0.000105588	 20.435020598	 0.004025534  VM
14111	 2	 0.000125596	 30.095026610	 0.004967528  FX
14114	 1	 0.000085037	 40.721896610	 0.003993211  FX
14129	 1	 0.000105584	 20.434243150	 0.004025381  VM
14112	 1	 0.000105989	 20.512633954	 0.004040823  VM
14118	 1	 0.000105597	 20.436816033	 0.004025887  VM
14141	 1	 0.000105077	 20.336246810	 0.004006076  VM
14116	 1	 0.000080228	 38.413346610	 0.003767198  FX
14132	 1	 0.000080186	 38.392966610	 0.003765203  FX
14108	 1	 0.000095458	 45.723556610	 0.004482887  FX
14126	 2	 0.000121347	 29.075136610	 0.004799401  FX
14136	 1	 0.000076071	 36.417956610	 0.003571844  FX
14127	 1	 0.000105604	 20.438100246	 0.004026140  VM
14123	 1	 0.000105590	 20.435483237	 0.004025625  VM
14139	 3	 0.000202583	 24.285876610	 0.007261545  FX
14121	 2	 0.000120653	 28.908626610	 0.004771952  FX
14117	 1	 0.000105606	 20.438533568	 0.004026226  VM
14140	 3	 0.000201048	 24.101686610	 0.007206520  FX
14142	 2	 0.000118393	 28.366236610	 0.004682540  FX
14120	 2	 0.000121856	 29.197386610	 0.004819554  FX
14135	 1	 0.000080195	 38.397336610	 0.003765631  FX
14128	 1	 0.000080525	 38.555876610	 0.003781152  FX
14119	 2	 0.000120310	 28.826386610	 0.004758395  FX
14130	 1	 0.000079995	 38.301336610	 0.003756232  FX
14147	 2	 0.000013737	 3.248880000	 0.000541998  FX
========================================================================
