
Max Financial Cost: 0.036427

Max Runtime:        2008.405085

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.005455           0.014221

Tempo Melhor:             1025.236554           1046.722531

Custo Normalizado Melhor: 0.492438           0.514632

Custo Normalizado Médio:  0.492438           0.517166

Tempo CPU Médio:          536.784670 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1554           1            0.000001389        0.268885305                0.000129093             VM
9           2            0.000002933        0.141897296                0.000071144             VM
1426          5           0.000009009          0.264270000                0.000137369             FX
1493           1            0.000001402        0.271261577                0.000130234             VM
879           2            0.000003002        0.145249244                0.000072825             VM
1433           1            0.000001390        0.268986772                0.000129142             VM
756           2            0.000003622        0.175271475                0.000087878             VM
1563           1            0.000001394        0.269767910                0.000129517             VM
829           2            0.000002625        0.126999961                0.000063675             VM
1437          5           0.000007090          0.206690000                0.000107498             FX
1371           2            0.000003006        0.145431573                0.000072916             VM
1571           1            0.000001427        0.276185218                0.000132598             VM
1529           1            0.000001356        0.262478891                0.000126017             VM
1627           1            0.000001049        0.203103564                0.000097511             VM
39           2            0.000003026        0.146409911                0.000073407             VM
1513           1            0.000001395        0.269954361                0.000129606             VM
1589           1            0.000001098        0.212504658                0.000102024             VM
1429           1            0.000001342        0.259719812                0.000124693             VM
1540           1            0.000001358        0.262860386                0.000126200             VM
1500           1            0.000001364        0.264005139                0.000126750             VM
1550           1            0.000001401        0.271054992                0.000130135             VM
1551           1            0.000001408        0.272578842                0.000130866             VM
1350           2            0.000004810        0.232714474                0.000116678             VM
1531           1            0.000001336        0.258573194                0.000124142             VM
1380          4           0.000003854          0.219250000                0.000108998             FX
1517           1            0.000001362        0.263556094                0.000126534             VM
1414           1            0.000001600        0.309637810                0.000148658             VM
1574           1            0.000001073        0.207649279                0.000099693             VM
1389          4           0.000004757          0.273430000                0.000135865             FX
1516           1            0.000001746        0.337824603                0.000162191             VM
1572           1            0.000001717        0.332272389                0.000159525             VM
1388          4           0.000003669          0.208160000                0.000103499             FX
14754           1            0.000114891        22.235542077                0.010675382             VM
14739           1            0.000115416        22.337063412                0.010724122             VM
14745           1            0.000115412        22.336430789                0.010723819             VM
14741           1            0.000115376        22.329478612                0.010720481             VM
14764           1            0.000114870        22.231492334                0.010673437             VM
14736           1            0.000115364        22.327020506                0.010719301             VM
14756           1            0.000114877        22.232752271                0.010674042             VM
14735           1            0.000115402        22.334477303                0.010722881             VM
14742           1            0.000115380        22.330129133                0.010720793             VM
14733           1            0.000115357        22.325669837                0.010718652             VM
14752           1            0.000115336        22.321695609                0.010716744             VM
14744           1            0.000115363        22.326873595                0.010719230             VM
14737           1            0.000115486        22.350656969                0.010730649             VM
14766           1            0.000114945        22.245901705                0.010680355             VM
14755           1            0.000114908        22.238848991                0.010676969             VM
14728           1            0.000116089        22.467462268                0.010786728             VM
14761           1            0.000114934        22.243948340                0.010679417             VM
14760           1            0.000114884        22.234188359                0.010674732             VM
14731           1            0.000115366        22.327458147                0.010719511             VM
14751           1            0.000115382        22.330536371                0.010720989             VM
14730           1            0.000115378        22.329787611                0.010720629             VM
14757           1            0.000114866        22.230667972                0.010673042             VM
14722           1            0.000115213        22.297770157                0.010705258             VM
14753           1            0.000115412        22.336457887                0.010723832             VM
14726           1            0.000115888        22.428549769                0.010768045             VM
14740           1            0.000115490        22.351387205                0.010730999             VM
14762           1            0.000114884        22.234127780                0.010674703             VM
14746           1            0.000115418        22.337508275                0.010724336             VM
14747           1            0.000115423        22.338475120                0.010724800             VM
14729           1            0.000115373        22.328757124                0.010720135             VM
14734           1            0.000115421        22.338126268                0.010724633             VM
14758           1            0.000114879        22.233138176                0.010674227             VM
14750           1            0.000115403        22.334614270                0.010722947             VM
14723           1            0.000118345        22.903926405                0.010996276             VM
14759           1            0.000114865        22.230558333                0.010672989             VM
14727           1            0.000115972        22.444750813                0.010775824             VM
14748           1            0.000115344        22.323292428                0.010717511             VM
14765           1            0.000114890        22.235365495                0.010675297             VM
14725           1            0.000116565        22.559580114                0.010830954             VM
14738           1            0.000115378        22.329727410                0.010720600             VM
14732           1            0.000115378        22.329689071                0.010720582             VM
14749           1            0.000115351        22.324587108                0.010718133             VM
14743           1            0.000115408        22.335641245                0.010723440             VM
14724           1            0.000117034        22.650369068                0.010874542             VM
14763           1            0.000114885        22.234308350                0.010674789             VM
14767          3           0.000019131          2.271730000                0.001100815             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1339           4            0.000020768        0.125614857                0.000087924             VM
1345           3            0.000010388        0.125650354                0.000073692             VM
1363           2            0.000002700        0.130623974                0.000065492             VM
1358           3            0.000009575        0.115824294                0.000067930             VM
879           4            0.000019804        0.119784465                0.000083843             VM
1315           3            0.000010367        0.125397243                0.000073544             VM
1370           1            0.000000766        0.148332132                0.000071215             VM
823           4            0.000020801        0.125812672                0.000088063             VM
1292           1            0.000000985        0.190630283                0.000091522             VM
1316           2            0.000003282        0.158799365                0.000079619             VM
1373           2            0.000003487        0.168744486                0.000084605             VM
29           4            0.000022133        0.133868339                0.000093701             VM
27           2            0.000002807        0.135840732                0.000068108             VM
1357           4            0.000018632        0.112694880                0.000078881             VM
1299          4           0.000004356          0.249370000                0.000123934             FX
1327           3            0.000010796        0.130584013                0.000076586             VM
1378           3            0.000009757        0.118024891                0.000069220             VM
1626           1            0.000001049        0.202947681                0.000097436             VM
1362          5           0.000007605          0.222160000                0.000115524             FX
1634           2            0.000004203        0.203346358                0.000101954             VM
1600           2            0.000004403        0.213069108                0.000106829             VM
1322          5           0.000007532          0.219960000                0.000114382             FX
9           2            0.000002933        0.141897296                0.000071144             VM
1638           1            0.000001157        0.223913898                0.000107502             VM
873           1            0.000000705        0.136366876                0.000065470             VM
756           1            0.000001165        0.225380283                0.000108206             VM
1312           4            0.000021342        0.129082594                0.000090351             VM
1507           1            0.000001369        0.264946422                0.000127202             VM
818          3           0.000002429          0.267440000                0.000129836             FX
1546           2            0.000005548        0.268458960                0.000134600             VM
868           1            0.000000790        0.152959236                0.000073436             VM
1349           3            0.000010147        0.122740716                0.000071986             VM
1540           2            0.000005416        0.262071508                0.000131397             VM
829           2            0.000002625        0.126999961                0.000063675             VM
1306          4           0.000004732          0.271930000                0.000135122             FX
1500           1            0.000001364        0.264005139                0.000126750             VM
812           3            0.000010786        0.130466889                0.000076517             VM
1328           1            0.000000678        0.131225447                0.000063002             VM
23           1            0.000000767        0.148376731                0.000071236             VM
1550           1            0.000001401        0.271054992                0.000130135             VM
1368           2            0.000003640        0.176128791                0.000088307             VM
1589          2           0.000001392          0.286130000                0.000137254             FX
39           1            0.000000878        0.169939845                0.000081589             VM
1371           4            0.000019538        0.118175491                0.000082717             VM
1388          4           0.000003669          0.208160000                0.000103499             FX
828           2            0.000002933        0.141921568                0.000071157             VM
1372           3            0.000011908        0.144036272                0.000084476             VM
1615           1            0.000001116        0.216079246                0.000103741             VM
862           1            0.000000786        0.152175810                0.000073060             VM
1517           2            0.000005432        0.262841197                0.000131783             VM
1571           1            0.000001427        0.276185218                0.000132598             VM
1353           2            0.000002820        0.136453233                0.000068415             VM
1493           2            0.000005588        0.270363325                0.000135555             VM
1630           3            0.000017649        0.213482025                0.000125205             VM
1523           2            0.000005649        0.273346607                0.000137050             VM
1579          4           0.000004790          0.275380000                0.000136832             FX
1590           3            0.000017420        0.210714566                0.000123582             VM
1399          5           0.000007576          0.221290000                0.000115072             FX
1581           4            0.000033753        0.204151346                0.000142896             VM
878           3            0.000013487        0.163139512                0.000095679             VM
1627          3           0.000002497          0.275640000                0.000133808             FX
1551           1            0.000001408        0.272578842                0.000130866             VM
736           4            0.000025374        0.153474722                0.000107425             VM
1           2            0.000005429        0.262707785                0.000131716             VM
1531          4           0.000005056          0.291330000                0.000144742             FX
1564           1            0.000001351        0.261424939                0.000125511             VM
1414           1            0.000001600        0.309637810                0.000148658             VM
1573           2            0.000004147        0.200661735                0.000100608             VM
1563          4           0.000005055          0.291320000                0.000144737             FX
1529           1            0.000001356        0.262478891                0.000126017             VM
1513           2            0.000005561        0.269076523                0.000134910             VM
1559          3           0.000002726          0.303070000                0.000147097             FX
33           4            0.000020430        0.123571514                0.000086494             VM
1380          4           0.000003854          0.219250000                0.000108998             FX
1558          4           0.000005201          0.300050000                0.000149066             FX
1429          5           0.000008721          0.255640000                0.000132892             FX
1554          4           0.000005384          0.311010000                0.000154501             FX
1437           3            0.000021297        0.257604093                0.000151082             VM
1433           2            0.000005542        0.268138459                0.000134439             VM
1425           2            0.000006419        0.310575339                0.000155716             VM
1330           3            0.000011981        0.144925868                0.000084997             VM
1528          4           0.000005046          0.290770000                0.000144464             FX
1569           1            0.000001416        0.274033110                0.000131565             VM
1350          5           0.000010139          0.298170000                0.000154955             FX
1389          5           0.000009784          0.287520000                0.000149430             FX
37           3            0.000010607        0.128304432                0.000075249             VM
1426           2            0.000006383        0.308850550                0.000154851             VM
1574          5           0.000009025          0.264750000                0.000137618             FX
1572           2            0.000006849        0.331383490                0.000166149             VM
1516          4           0.000005672          0.328340000                0.000163095             FX
14750          5           0.000785558          23.560696770                0.012222758             FX
14735           2            0.000457901        22.156127618                0.011108635             VM
14733          4           0.000405151          24.297036770                0.012048907             FX
14739           1            0.000115416        22.337063412                0.010724122             VM
14734          4           0.000406369          24.370106770                0.012085142             FX
14722          4           0.000401509          24.078466770                0.011940521             FX
14762           1            0.000114884        22.234127780                0.010674703             VM
14726           2            0.000458873        22.203155886                0.011132214             VM
14744           1            0.000115363        22.326873595                0.010719230             VM
14756          4           0.000400577          24.022586770                0.011912810             FX
14727           1            0.000115972        22.444750813                0.010775824             VM
14755           1            0.000114908        22.238848991                0.010676969             VM
14724           2            0.000461250        22.318174835                0.011189882             VM
14745           2            0.000457926        22.157367928                0.011109257             VM
14749           2            0.000457728        22.147767842                0.011104444             VM
14757           1            0.000114866        22.230667972                0.010673042             VM
14732           1            0.000115378        22.329689071                0.010720582             VM
14753          4           0.000404599          24.263906770                0.012032478             FX
14729           1            0.000115373        22.328757124                0.010720135             VM
14730           1            0.000115378        22.329787611                0.010720629             VM
14736           1            0.000115364        22.327020506                0.010719301             VM
14725           1            0.000116565        22.559580114                0.010830954             VM
14752          4           0.000407342          24.428446770                0.012114072             FX
14751          4           0.000407633          24.445916770                0.012122735             FX
14728           1            0.000116089        22.467462268                0.010786728             VM
14759           2            0.000456797        22.102702614                0.011081849             VM
14763           2            0.000456866        22.106041538                0.011083523             VM
14740          4           0.000405155          24.297236770                0.012049006             FX
14761           1            0.000114934        22.243948340                0.010679417             VM
14738           1            0.000115378        22.329727410                0.010720600             VM
14741           1            0.000115376        22.329478612                0.010720481             VM
14737           2            0.000458022        22.162017358                0.011111588             VM
14760           2            0.000456851        22.105314610                0.011083158             VM
14765           2            0.000456856        22.105596110                0.011083300             VM
14766           2            0.000456946        22.109954105                0.011085485             VM
14731           2            0.000457804        22.151443722                0.011106287             VM
14758           1            0.000114879        22.233138176                0.010674227             VM
14723           1            0.000118345        22.903926405                0.010996276             VM
14743          4           0.000405524          24.319386770                0.012059990             FX
14764          4           0.000401707          24.090376770                0.011946427             FX
14754          4           0.000400857          24.039346770                0.011921121             FX
14742           1            0.000115380        22.330129133                0.010720793             VM
14747           1            0.000115423        22.338475120                0.010724800             VM
14746           1            0.000115418        22.337508275                0.010724336             VM
14748           2            0.000457718        22.147305600                0.011104212             VM
14767          5           0.000078277          2.342310000                0.001215385             FX


============================================================================================================
