<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
040_T121_C5_D284_VM3.txt	 1	 0.433029536784250	 2.795026	 0.006671	 1034.350994
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
1347	 1	 0.000000640	 0.123958427	 0.000049207  VM
35	 1	 0.000000823	 0.159225883	 0.000063207  VM
880	 3	 0.000002693	 0.299170000	 0.000138162  FX
1548	 1	 0.000001307	 0.252917962	 0.000100399  VM
808	 2	 0.000003431	 0.166003269	 0.000109414  VM
858	 1	 0.000001011	 0.195704691	 0.000077687  VM
879	 1	 0.000000728	 0.140988966	 0.000055967  VM
1322	 2	 0.000001612	 0.338920000	 0.000132187  FX
1384	 1	 0.000001737	 0.336221739	 0.000133467  VM
857	 3	 0.000003022	 0.338620000	 0.000155935  FX
1365	 2	 0.000003015	 0.145899285	 0.000096163  VM
1356	 2	 0.000003551	 0.171799281	 0.000113234  VM
1587	 2	 0.000004570	 0.221109889	 0.000145735  VM
855	 1	 0.000000717	 0.138794392	 0.000055096  VM
1361	 1	 0.000000753	 0.145754273	 0.000057859  VM
1342	 2	 0.000003680	 0.178063521	 0.000117363  VM
1531	 2	 0.000001613	 0.339030000	 0.000132229  FX
829	 1	 0.000000663	 0.128396575	 0.000050969  VM
25	 2	 0.000003122	 0.151038787	 0.000099550  VM
1341	 1	 0.000000772	 0.149473501	 0.000059335  VM
1298	 3	 0.000002106	 0.228770000	 0.000106446  FX
1343	 4	 0.000004037	 0.230220000	 0.000139546  FX
1538	 2	 0.000001551	 0.324290000	 0.000126627  FX
1596	 4	 0.000004677	 0.268610000	 0.000162252  FX
853	 3	 0.000002963	 0.331510000	 0.000152732  FX
1610	 3	 0.000002381	 0.261700000	 0.000121282  FX
1337	 1	 0.000000860	 0.166521378	 0.000066103  VM
1580	 3	 0.000002682	 0.297880000	 0.000137581  FX
827	 2	 0.000003381	 0.163579512	 0.000107816  VM
1562	 3	 0.000002709	 0.301040000	 0.000139005  FX
1530	 3	 0.000003029	 0.339480000	 0.000156323  FX
1586	 2	 0.000004443	 0.214978252	 0.000141693  VM
811	 2	 0.000002736	 0.132395117	 0.000087262  VM
881	 1	 0.000000754	 0.145879675	 0.000057909  VM
1557	 2	 0.000001741	 0.369730000	 0.000143896  FX
36	 2	 0.000003129	 0.151414409	 0.000099798  VM
877	 3	 0.000002604	 0.288510000	 0.000133360  FX
1525	 3	 0.000002810	 0.313190000	 0.000144479  FX
1433	 2	 0.000005368	 0.259721619	 0.000171184  VM
1566	 1	 0.000001360	 0.263298549	 0.000104520  VM
830	 2	 0.000002818	 0.136359440	 0.000089875  VM
1543	 2	 0.000005332	 0.257979554	 0.000170036  VM
1637	 2	 0.000004402	 0.212979118	 0.000140376  VM
1329	 4	 0.000004160	 0.237600000	 0.000143911  FX
1439	 3	 0.000002708	 0.300930000	 0.000138955  FX
831	 1	 0.000000793	 0.153484723	 0.000060928  VM
1569	 2	 0.000001692	 0.358070000	 0.000139465  FX
805	 2	 0.000001941	 0.417780000	 0.000162157  FX
807	 2	 0.000003262	 0.157855366	 0.000104043  VM
1362	 2	 0.000001499	 0.311840000	 0.000121896  FX
1409	 2	 0.000001812	 0.386920000	 0.000150429  FX
1634	 2	 0.000001523	 0.317630000	 0.000124096  FX
803	 2	 0.000002946	 0.142544605	 0.000093952  VM
1544	 1	 0.000001409	 0.272711588	 0.000108256  VM
1386	 4	 0.000003366	 0.189930000	 0.000115717  FX
1305	 2	 0.000002671	 0.129257808	 0.000085194  VM
1499	 3	 0.000002535	 0.280190000	 0.000129612  FX
