<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
030_T91_C5_D212_VM3.txt	 1	 0.539558739418786	 1.113808	 0.009748	 484.643264
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
738	 1	 0.000000648	 0.125460891	 0.000133983  VM
1326	 2	 0.000002852	 0.137997217	 0.000153866  VM
37	 1	 0.000000912	 0.176479369	 0.000188468  VM
828	 3	 0.000010976	 0.132771513	 0.000173035  VM
878	 4	 0.000018892	 0.114263408	 0.000177592  VM
814	 2	 0.000002929	 0.141734835	 0.000158033  VM
1373	 2	 0.000002669	 0.129153288	 0.000144005  VM
1364	 2	 0.000003583	 0.173362441	 0.000193298  VM
819	 4	 0.000020635	 0.124811267	 0.000193986  VM
1333	 5	 0.000008031	 0.234930000	 0.000271587  FX
864	 1	 0.000000844	 0.163385983	 0.000174485  VM
817	 4	 0.000020000	 0.120967298	 0.000188011  VM
1434	 4	 0.000004348	 0.248890000	 0.000275095  FX
29	 2	 0.000002650	 0.128233208	 0.000142979  VM
1337	 2	 0.000002734	 0.132299920	 0.000147513  VM
869	 4	 0.000021260	 0.128586219	 0.000199853  VM
1400	 5	 0.000007428	 0.216830000	 0.000250710  FX
1313	 2	 0.000002562	 0.123947537	 0.000138200  VM
870	 4	 0.000019901	 0.120369918	 0.000187083  VM
820	 2	 0.000002896	 0.140120120	 0.000156233  VM
1365	 4	 0.000021321	 0.128959136	 0.000200432  VM
1620	 3	 0.000002402	 0.264290000	 0.000285391  FX
1593	 3	 0.000002301	 0.252140000	 0.000272299  FX
1579	 3	 0.000002578	 0.285310000	 0.000308041  FX
1534	 1	 0.000001459	 0.282342780	 0.000301522  VM
1635	 1	 0.000001131	 0.218980316	 0.000233856  VM
39	 2	 0.000002985	 0.144456754	 0.000161068  VM
1625	 4	 0.000004523	 0.259400000	 0.000286685  FX
1309	 1	 0.000000956	 0.185064403	 0.000197636  VM
1495	 2	 0.000005637	 0.272774933	 0.000304142  VM
