<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
050_T151_C5_D411_VM3.txt	 1	 0.404821442158145	 7.719387	 0.013724	 2058.468413
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
805	 1	 0.000000650	 0.125742762	 0.000023105  VM
736	 1	 0.000000856	 0.165623547	 0.000030434  VM
29	 2	 0.000001930	 0.415120000	 0.000074427  FX
38	 2	 0.000003073	 0.148678826	 0.000047151  VM
24	 2	 0.000001479	 0.306920000	 0.000055476  FX
752	 1	 0.000001000	 0.193615863	 0.000035577  VM
30	 1	 0.000000750	 0.145171930	 0.000026676  VM
803	 2	 0.000001895	 0.406790000	 0.000072968  FX
2	 2	 0.000001903	 0.408740000	 0.000073309  FX
732	 4	 0.000005164	 0.297810000	 0.000085915  FX
753	 2	 0.000003057	 0.147897761	 0.000046903  VM
731	 3	 0.000002616	 0.289920000	 0.000062894  FX
28	 3	 0.000003411	 0.385270000	 0.000083013  FX
40	 1	 0.000000749	 0.144954154	 0.000026636  VM
25	 1	 0.000000781	 0.151185110	 0.000027781  VM
27	 3	 0.000002783	 0.309900000	 0.000067110  FX
817	 1	 0.000002126	 0.411466703	 0.000075608  VM
757	 1	 0.000000678	 0.131269955	 0.000024121  VM
809	 2	 0.000003438	 0.166359882	 0.000052758  VM
758	 1	 0.000000831	 0.160873019	 0.000029561  VM
734	 3	 0.000002482	 0.273890000	 0.000059512  FX
868	 2	 0.000001993	 0.430200000	 0.000077068  FX
739	 4	 0.000004465	 0.255910000	 0.000074069  FX
875	 2	 0.000005735	 0.277481048	 0.000087999  VM
822	 4	 0.000005091	 0.293470000	 0.000084688  FX
869	 2	 0.000001838	 0.393230000	 0.000070593  FX
9	 1	 0.000000877	 0.169759813	 0.000031194  VM
755	 3	 0.000003168	 0.356100000	 0.000076858  FX
831	 1	 0.000001703	 0.329649387	 0.000060574  VM
737	 4	 0.000004759	 0.273560000	 0.000079059  FX
823	 4	 0.000005277	 0.304600000	 0.000087835  FX
808	 3	 0.000003397	 0.383580000	 0.000082656  FX
1	 1	 0.000001315	 0.254494034	 0.000046764  VM
804	 1	 0.000000796	 0.154063372	 0.000028309  VM
23	 4	 0.000004936	 0.284130000	 0.000082047  FX
733	 2	 0.000001494	 0.310450000	 0.000056094  FX
855	 2	 0.000001975	 0.425940000	 0.000076322  FX
39	 3	 0.000003436	 0.388290000	 0.000083650  FX
36	 2	 0.000002346	 0.515090000	 0.000091936  FX
829	 1	 0.000001750	 0.338743067	 0.000062245  VM
740	 2	 0.000003191	 0.154386534	 0.000048961  VM
738	 4	 0.000005454	 0.315210000	 0.000090834  FX
818	 1	 0.000001268	 0.512410000	 0.000082280  FX
820	 2	 0.000002163	 0.471170000	 0.000084243  FX
852	 3	 0.000003165	 0.355790000	 0.000076792  FX
735	 1	 0.000000868	 0.167930671	 0.000030858  VM
861	 3	 0.000003129	 0.351450000	 0.000075877  FX
806	 4	 0.000005323	 0.307380000	 0.000088620  FX
863	 1	 0.000001650	 0.319280680	 0.000058668  VM
816	 3	 0.000002887	 0.322420000	 0.000069751  FX
873	 2	 0.000005535	 0.267825024	 0.000084936  VM
864	 3	 0.000002987	 0.334380000	 0.000072275  FX
760	 2	 0.000003187	 0.154215208	 0.000048907  VM
871	 1	 0.000001631	 0.315622927	 0.000057996  VM
812	 1	 0.000001731	 0.334923666	 0.000061543  VM
34	 2	 0.000002728	 0.131986641	 0.000041857  VM
866	 3	 0.000002924	 0.326830000	 0.000070682  FX
879	 2	 0.000005779	 0.279644535	 0.000088685  VM
857	 3	 0.000003667	 0.416040000	 0.000089505  FX
810	 1	 0.000000817	 0.158156167	 0.000029061  VM
751	 2	 0.000002261	 0.494620000	 0.000088351  FX
860	 2	 0.000001872	 0.401230000	 0.000071994  FX
858	 2	 0.000001889	 0.405250000	 0.000072698  FX
825	 1	 0.000000969	 0.368960000	 0.000059727  FX
876	 1	 0.000001394	 0.573220000	 0.000091840  FX
830	 3	 0.000003029	 0.339480000	 0.000073351  FX
35	 2	 0.000003337	 0.161476330	 0.000051210  VM
807	 1	 0.000000916	 0.177243402	 0.000032569  VM
874	 1	 0.000001368	 0.560780000	 0.000089885  FX
802	 1	 0.000000862	 0.166870436	 0.000030663  VM
872	 1	 0.000002089	 0.404301624	 0.000074291  VM
754	 2	 0.000004323	 0.209189999	 0.000066341  VM
826	 2	 0.000001577	 0.330440000	 0.000059595  FX
878	 1	 0.000001389	 0.570940000	 0.000091482  FX
865	 3	 0.000003109	 0.349100000	 0.000075381  FX
877	 2	 0.000001919	 0.412620000	 0.000073989  FX
37	 3	 0.000003858	 0.438970000	 0.000094343  FX
33	 1	 0.000000705	 0.136445156	 0.000025072  VM
880	 1	 0.000001334	 0.544470000	 0.000087320  FX
813	 1	 0.000002537	 0.491057849	 0.000090233  VM
827	 2	 0.000002351	 0.516170000	 0.000092125  FX
10	 2	 0.000002619	 0.126706731	 0.000040183  VM
756	 1	 0.000000665	 0.128647776	 0.000023639  VM
811	 3	 0.000003536	 0.400370000	 0.000086199  FX
814	 3	 0.000003777	 0.429260000	 0.000092295  FX
854	 2	 0.000002030	 0.439200000	 0.000078644  FX
815	 3	 0.000003550	 0.401950000	 0.000086532  FX
859	 2	 0.000002125	 0.462060000	 0.000082648  FX
26	 4	 0.000005770	 0.334190000	 0.000096200  FX
821	 3	 0.000003580	 0.405620000	 0.000087306  FX
853	 1	 0.000001726	 0.334139726	 0.000061399  VM
881	 3	 0.000002758	 0.306910000	 0.000066479  FX
824	 2	 0.000001845	 0.394690000	 0.000070848  FX
867	 3	 0.000003018	 0.338150000	 0.000073070  FX
856	 2	 0.000001940	 0.417530000	 0.000074849  FX
759	 2	 0.000002133	 0.463940000	 0.000082977  FX
862	 2	 0.000001889	 0.405470000	 0.000072737  FX
870	 1	 0.000001484	 0.616350000	 0.000098621  FX
819	 3	 0.000002848	 0.317770000	 0.000068770  FX
828	 2	 0.000006791	 0.328589464	 0.000104207  VM
917	 3	 0.000337994	 40.535231271	 0.008554617  FX
