<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
040_T121_C5_D284_VM3.txt	 1	 0.533198438632349	 2.945833	 0.015031	 863.282456
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
1347	 2	 0.000002431	 0.117628928	 0.000073300  VM
877	 2	 0.000002768	 0.133934163	 0.000083461  VM
803	 4	 0.000020309	 0.122837667	 0.000106600  VM
858	 3	 0.000010969	 0.132681240	 0.000096594  VM
36	 3	 0.000011376	 0.137605872	 0.000100179  VM
33	 1	 0.000000755	 0.146026811	 0.000087168  VM
879	 2	 0.000002666	 0.128985557	 0.000080377  VM
1305	 4	 0.000020756	 0.125538273	 0.000108944  VM
26	 1	 0.000000950	 0.183763087	 0.000109694  VM
1298	 3	 0.000002106	 0.228770000	 0.000138124  FX
1324	 2	 0.000003268	 0.158128593	 0.000098537  VM
1330	 4	 0.000019975	 0.120818673	 0.000104848  VM
1343	 5	 0.000007299	 0.212980000	 0.000137619  FX
855	 2	 0.000002674	 0.129380972	 0.000080623  VM
1322	 2	 0.000002710	 0.131114119	 0.000081703  VM
880	 4	 0.000020898	 0.126396990	 0.000109689  VM
808	 1	 0.000001119	 0.216655009	 0.000129328  VM
861	 2	 0.000002523	 0.122098508	 0.000076085  VM
811	 4	 0.000019897	 0.120346397	 0.000104438  VM
829	 3	 0.000009763	 0.118095757	 0.000085975  VM
807	 1	 0.000000953	 0.184494995	 0.000110131  VM
1409	 5	 0.000007778	 0.227340000	 0.000146875  FX
1356	 1	 0.000001166	 0.225667854	 0.000134709  VM
1499	 2	 0.000005403	 0.261432873	 0.000162911  VM
1562	 1	 0.000001363	 0.263765482	 0.000157450  VM
827	 1	 0.000001077	 0.208345795	 0.000124368  VM
881	 1	 0.000000754	 0.145879675	 0.000087080  VM
830	 4	 0.000004145	 0.236710000	 0.000146242  FX
1386	 4	 0.000003366	 0.189930000	 0.000117408  FX
1379	 5	 0.000008255	 0.241650000	 0.000156098  FX
1587	 4	 0.000004622	 0.265290000	 0.000163858  FX
1568	 1	 0.000001360	 0.263287764	 0.000157165  VM
25	 3	 0.000011360	 0.137413440	 0.000100039  VM
831	 2	 0.000002878	 0.139266403	 0.000086783  VM
1573	 3	 0.000017916	 0.216712249	 0.000157769  VM
1342	 3	 0.000012449	 0.150586879	 0.000109629  VM
1543	 1	 0.000001338	 0.259033257	 0.000154625  VM
1563	 1	 0.000001375	 0.266140034	 0.000158868  VM
805	 4	 0.000004757	 0.273410000	 0.000168863  FX
857	 1	 0.000000986	 0.190788508	 0.000113888  VM
1329	 4	 0.000019716	 0.119249977	 0.000103487  VM
1544	 3	 0.000002667	 0.296000000	 0.000178615  FX
1531	 1	 0.000001411	 0.273085564	 0.000163014  VM
1566	 2	 0.000005423	 0.262389037	 0.000163507  VM
1585	 3	 0.000002378	 0.261360000	 0.000157752  FX
35	 2	 0.000002882	 0.139465524	 0.000086908  VM
1538	 2	 0.000005257	 0.254385748	 0.000158520  VM
1367	 5	 0.000009046	 0.265390000	 0.000171400  FX
1362	 4	 0.000003542	 0.200520000	 0.000123935  FX
1548	 1	 0.000001307	 0.252917962	 0.000150975  VM
1542	 2	 0.000005527	 0.267449703	 0.000166660  VM
1436	 5	 0.000008062	 0.235850000	 0.000152360  FX
1365	 4	 0.000021573	 0.130481966	 0.000113234  VM
1634	 1	 0.000001151	 0.222822284	 0.000133010  VM
1372	 4	 0.000003954	 0.225240000	 0.000139172  FX
1337	 1	 0.000000860	 0.166521378	 0.000099402  VM
1586	 3	 0.000017741	 0.214598740	 0.000156231  VM
1637	 2	 0.000001461	 0.302560000	 0.000180434  FX
1433	 5	 0.000009577	 0.281320000	 0.000181668  FX
853	 1	 0.000000751	 0.145425072	 0.000086809  VM
1569	 4	 0.000005177	 0.298600000	 0.000184390  FX
1578	 4	 0.000004521	 0.259260000	 0.000160141  FX
1525	 2	 0.000005323	 0.257539256	 0.000160485  VM
1361	 3	 0.000002261	 0.247280000	 0.000149272  FX
1385	 1	 0.000001610	 0.311523997	 0.000185959  VM
1530	 1	 0.000001418	 0.274341908	 0.000163764  VM
1439	 4	 0.000003855	 0.219310000	 0.000135517  FX
1341	 4	 0.000020999	 0.127009265	 0.000110220  VM
1395	 5	 0.000010071	 0.296120000	 0.000191208  FX
1610	 2	 0.000004390	 0.212418952	 0.000132368  VM
1506	 3	 0.000002572	 0.284590000	 0.000171743  FX
23	 2	 0.000005476	 0.264950828	 0.000165103  VM
1557	 1	 0.000001372	 0.265535467	 0.000158507  VM
1523	 1	 0.000001679	 0.325001265	 0.000194004  VM
1368	 5	 0.000008925	 0.261760000	 0.000169061  FX
1377	 4	 0.000004528	 0.259670000	 0.000160394  FX
1580	 3	 0.000002682	 0.297880000	 0.000179748  FX
1596	 1	 0.000001134	 0.219550869	 0.000131057  VM
1640	 3	 0.000020620	 0.249415374	 0.000181577  VM
1384	 2	 0.000006925	 0.335085599	 0.000208808  VM
14117	 4	 0.000373119	 22.375106610	 0.013791939  FX
14119	 1	 0.000105579	 20.433386465	 0.012197356  VM
14146	 1	 0.000105112	 20.342924049	 0.012143356  VM
14145	 5	 0.000711255	 21.331616610	 0.013750035  FX
14122	 5	 0.000715303	 21.453046610	 0.013828305  FX
14143	 4	 0.000368667	 22.107946610	 0.013627267  FX
14140	 5	 0.000711772	 21.347116610	 0.013760026  FX
14129	 4	 0.000372348	 22.328856610	 0.013763431  FX
14110	 4	 0.000376305	 22.566256610	 0.013909760  FX
14118	 5	 0.000715600	 21.461946610	 0.013834041  FX
14113	 1	 0.000106104	 20.534956056	 0.012257986  VM
14139	 2	 0.000418078	 20.229249979	 0.012605795  VM
14128	 2	 0.000418871	 20.267627962	 0.012629710  VM
14112	 2	 0.000419779	 20.311572468	 0.012657094  VM
14136	 4	 0.000367335	 22.028056610	 0.013578024  FX
14135	 4	 0.000373588	 22.403246610	 0.013809284  FX
14124	 2	 0.000418983	 20.273048237	 0.012633088  VM
14133	 4	 0.000373208	 22.380456610	 0.013795237  FX
14108	 1	 0.000107177	 20.742623851	 0.012381950  VM
14123	 2	 0.000419003	 20.274000365	 0.012633681  VM
14111	 2	 0.000420053	 20.324816445	 0.012665347  VM
14115	 2	 0.000419032	 20.275399557	 0.012634553  VM
14107	 1	 0.000107356	 20.777278433	 0.012402636  VM
14125	 1	 0.000105595	 20.436353781	 0.012199127  VM
14132	 1	 0.000105579	 20.433387863	 0.012197357  VM
14109	 2	 0.000422236	 20.430457983	 0.012731177  VM
14116	 4	 0.000372205	 22.320226610	 0.013758112  FX
14144	 1	 0.000105137	 20.347840487	 0.012146291  VM
14126	 2	 0.000419330	 20.289826543	 0.012643543  VM
14131	 2	 0.000419029	 20.275248523	 0.012634459  VM
14120	 5	 0.000715395	 21.455816610	 0.013830090  FX
14142	 5	 0.000711054	 21.325586610	 0.013746148  FX
14127	 2	 0.000419084	 20.277909255	 0.012636117  VM
14121	 4	 0.000373125	 22.375456610	 0.013792155  FX
14137	 4	 0.000366960	 22.005526610	 0.013564137  FX
14134	 4	 0.000373123	 22.375336610	 0.013792081  FX
14130	 1	 0.000105560	 20.429630820	 0.012195114  VM
14114	 1	 0.000106104	 20.534973178	 0.012257996  VM
14138	 4	 0.000367743	 22.052546610	 0.013593119  FX
14141	 1	 0.000105077	 20.336246810	 0.012139370  VM
14147	 3	 0.000016573	 1.964740000	 0.001183677  FX
========================================================================
