<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
025_T76_C5_D171_VM3.txt	 1	 0.513979412660203	 0.586830	 0.005764	 313.110852
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
856	 2	 0.000002377	 0.115012507	 0.000189983  VM
1343	 1	 0.000000677	 0.130951196	 0.000207034  VM
1373	 1	 0.000000854	 0.165297202	 0.000261335  VM
757	 3	 0.000009979	 0.120704819	 0.000233594  VM
802	 3	 0.000010470	 0.126642372	 0.000245085  VM
1352	 2	 0.000002715	 0.131346469	 0.000216964  VM
1342	 2	 0.000002486	 0.120303546	 0.000198723  VM
806	 2	 0.000003467	 0.167776633	 0.000277141  VM
1339	 1	 0.000000908	 0.175704818	 0.000277789  VM
1394	 4	 0.000004074	 0.232450000	 0.000380636  FX
1365	 3	 0.000010148	 0.122745189	 0.000237543  VM
1401	 4	 0.000019515	 0.118033913	 0.000273021  VM
1406	 4	 0.000004106	 0.234370000	 0.000383772  FX
852	 1	 0.000000643	 0.124422983	 0.000196713  VM
828	 2	 0.000002624	 0.126977127	 0.000209747  VM
1605	 1	 0.000001089	 0.210833465	 0.000333328  VM
1315	 4	 0.000003873	 0.220380000	 0.000360918  FX
1400	 1	 0.000000640	 0.123824874	 0.000195767  VM
1362	 1	 0.000000917	 0.177547517	 0.000280703  VM
1355	 2	 0.000002710	 0.131146149	 0.000216633  VM
1638	 1	 0.000001159	 0.224324468	 0.000354657  VM
1574	 3	 0.000017317	 0.209460456	 0.000405359  VM
1437	 4	 0.000004237	 0.242230000	 0.000396612  FX
1633	 3	 0.000002494	 0.275270000	 0.000440100  FX
1528	 2	 0.000005261	 0.254551396	 0.000420480  VM
1432	 5	 0.000007306	 0.213170000	 0.000365380  FX
1368	 1	 0.000000710	 0.137402046	 0.000217233  VM
1556	 1	 0.000001332	 0.257698779	 0.000407422  VM
1601	 1	 0.000001094	 0.211731160	 0.000334747  VM
1370	 5	 0.000008150	 0.238490000	 0.000408670  FX
1313	 4	 0.000004707	 0.270440000	 0.000442695  FX
1602	 4	 0.000004512	 0.258700000	 0.000423516  FX
1327	 4	 0.000003502	 0.198110000	 0.000324539  FX
1336	 2	 0.000002767	 0.133878158	 0.000221146  VM
1566	 3	 0.000002606	 0.288660000	 0.000461463  FX
1595	 3	 0.000017282	 0.209042199	 0.000404550  VM
1569	 2	 0.000005655	 0.273628253	 0.000451992  VM
1607	 5	 0.000009195	 0.269860000	 0.000462305  FX
1563	 3	 0.000020885	 0.252619205	 0.000488882  VM
1516	 2	 0.000005125	 0.247959105	 0.000409590  VM
1543	 1	 0.000001308	 0.253089895	 0.000400135  VM
1544	 3	 0.000002762	 0.307420000	 0.000491394  FX
1514	 3	 0.000002617	 0.290000000	 0.000463601  FX
737	 3	 0.000020196	 0.244291185	 0.000472765  VM
1553	 3	 0.000020422	 0.247021734	 0.000478050  VM
878	 2	 0.000002585	 0.125085899	 0.000206623  VM
1537	 3	 0.000021118	 0.255439849	 0.000494341  VM
1571	 1	 0.000001728	 0.334513387	 0.000528865  VM
1404	 5	 0.000008311	 0.243320000	 0.000416928  FX
1540	 2	 0.000005231	 0.253086601	 0.000418060  VM
7578	 5	 0.000415065	 12.445915173	 0.021280198  FX
7558	 2	 0.000243790	 11.796115296	 0.019485363  VM
7566	 1	 0.000061448	 11.892403789	 0.018801884  VM
7556	 1	 0.000061603	 11.922485838	 0.018849444  VM
7575	 2	 0.000243452	 11.779761422	 0.019458349  VM
7560	 1	 0.000061285	 11.860808611	 0.018751932  VM
7562	 2	 0.000243794	 11.796288789	 0.019485649  VM
7567	 4	 0.000217761	 13.053645173	 0.021324846  FX
7576	 5	 0.000416195	 12.479825173	 0.021338175  FX
7579	 1	 0.000061122	 11.829319441	 0.018702148  VM
7565	 5	 0.000416750	 12.496485173	 0.021366660  FX
7559	 2	 0.000243949	 11.803810415	 0.019498074  VM
7571	 2	 0.000244007	 11.806583608	 0.019502655  VM
7574	 2	 0.000243342	 11.774411245	 0.019449511  VM
7564	 5	 0.000417841	 12.529205173	 0.021422602  FX
7570	 2	 0.000243763	 11.794781132	 0.019483159  VM
7555	 1	 0.000061888	 11.977639929	 0.018936643  VM
7573	 1	 0.000061123	 11.829562831	 0.018702533  VM
7568	 5	 0.000417520	 12.519565173	 0.021406120  FX
7572	 1	 0.000061117	 11.828351269	 0.018700617  VM
7569	 2	 0.000243732	 11.793281509	 0.019480682  VM
7577	 2	 0.000243275	 11.771168061	 0.019444154  VM
7557	 1	 0.000061564	 11.914851929	 0.018837375  VM
7561	 4	 0.000217518	 13.039065173	 0.021301029  FX
7563	 2	 0.000243634	 11.788546080	 0.019472860  VM
7580	 4	 0.000021700	 1.290010000	 0.002108225  FX
========================================================================
