
Max Financial Cost: 0.046067

Max Runtime:        2475.319148

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.006931           0.019396

Tempo Melhor:             1297.081880           1323.307133

Custo Normalizado Melhor: 0.505328           0.528922

Custo Normalizado Médio:  0.505329           0.531058

Tempo CPU Médio:          842.821330 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1539           1            0.000001416        0.274035012                0.000106708             VM
1342           2            0.000002782        0.134609679                0.000054681             VM
802           2            0.000002861        0.138432220                0.000056234             VM
1515           1            0.000001380        0.266984806                0.000103963             VM
1548           1            0.000001347        0.260691590                0.000101513             VM
1534           1            0.000001388        0.268599961                0.000104592             VM
1583           1            0.000001181        0.228658024                0.000089039             VM
1621           1            0.000001200        0.232160022                0.000090402             VM
1504           1            0.000001462        0.282991309                0.000110196             VM
1376           2            0.000002988        0.144600576                0.000058740             VM
1313           3            0.000011037        0.133506749                0.000063218             VM
2           2            0.000002647        0.128094989                0.000052035             VM
1622           1            0.000001194        0.231064538                0.000089976             VM
1616           1            0.000001209        0.233945487                0.000091098             VM
1518           1            0.000001422        0.275282654                0.000107194             VM
1333           2            0.000002479        0.119940424                0.000048722             VM
1559           1            0.000001448        0.280153821                0.000109091             VM
1544           1            0.000001348        0.260794449                0.000101553             VM
1624           1            0.000001156        0.223748027                0.000087127             VM
808           2            0.000002993        0.144819447                0.000058829             VM
1338           2            0.000002724        0.131816479                0.000053547             VM
1566           1            0.000001497        0.289650011                0.000112789             VM
1543           1            0.000001412        0.273322713                0.000106431             VM
871           2            0.000003114        0.150695704                0.000061216             VM
1339           2            0.000002752        0.133178110                0.000054100             VM
1626           1            0.000001268        0.245412260                0.000095563             VM
1514           1            0.000001535        0.297172311                0.000115718             VM
1614           1            0.000001184        0.229109866                0.000089215             VM
1635           1            0.000001372        0.265469640                0.000103373             VM
1347           2            0.000002650        0.128215930                0.000052084             VM
1505           1            0.000001404        0.271721138                0.000105807             VM
1557           1            0.000001436        0.278006627                0.000108255             VM
1577           1            0.000001163        0.225065404                0.000087640             VM
1610           1            0.000001137        0.220047000                0.000085686             VM
1423           1            0.000001653        0.319879319                0.000124560             VM
1398          5           0.000007326          0.213780000                0.000089998             FX
1           1            0.000001235        0.238971413                0.000093055             VM
1415          4           0.000003514          0.198840000                0.000080127             FX
865           2            0.000002477        0.119834129                0.000048679             VM
1563           1            0.000001515        0.293134348                0.000114146             VM
1572           1            0.000001537        0.297541350                0.000115862             VM
1413          5           0.000009239          0.271160000                0.000114096             FX
1551           1            0.000001497        0.289684475                0.000112802             VM
1531           1            0.000001413        0.273391928                0.000106458             VM
1411          4           0.000004513          0.258780000                0.000104215             FX
1494           1            0.000001505        0.291247851                0.000113411             VM
1561           1            0.000001472        0.284800384                0.000110900             VM
1520           1            0.000001384        0.267785756                0.000104275             VM
1499           1            0.000001860        0.359966553                0.000140170             VM
1554           1            0.000001779        0.344363812                0.000134094             VM
1420           1            0.000001731        0.335067565                0.000130474             VM
1382          5           0.000008959          0.262780000                0.000110576             FX
1409          5           0.000008114          0.237420000                0.000099926             FX
1421          5           0.000008986          0.263570000                0.000110908             FX
1433          5           0.000010649          0.313480000                0.000131869             FX
10300           1            0.000131189        25.389729434                0.009886685             VM
10289           1            0.000131642        25.477475033                0.009920853             VM
10267           1            0.000131643        25.477706702                0.009920943             VM
10258           1            0.000132944        25.729406927                0.010018954             VM
10296           1            0.000131252        25.401901819                0.009891425             VM
10286           1            0.000131623        25.473807185                0.009919424             VM
10287           1            0.000131635        25.476058069                0.009920301             VM
10295           1            0.000131209        25.393574173                0.009888182             VM
10294           1            0.000131267        25.404895056                0.009892590             VM
10297           1            0.000131210        25.393798895                0.009888269             VM
10298           1            0.000131188        25.389552023                0.009886616             VM
10291           1            0.000131612        25.471671857                0.009918593             VM
10292           1            0.000131196        25.391094081                0.009887216             VM
10270           1            0.000131618        25.472752184                0.009919013             VM
10304           1            0.000131239        25.399406867                0.009890453             VM
10275           1            0.000131613        25.471753840                0.009918625             VM
10272           1            0.000131624        25.473951407                0.009919480             VM
10302           1            0.000131210        25.393784416                0.009888264             VM
10290           1            0.000131622        25.473583211                0.009919337             VM
10303           1            0.000131208        25.393379678                0.009888106             VM
10255           1            0.000131520        25.453858635                0.009911656             VM
10268           1            0.000131636        25.476365008                0.009920420             VM
10280           1            0.000131648        25.478708065                0.009921333             VM
10264           1            0.000132160        25.577768844                0.009959907             VM
10257           1            0.000133107        25.760936817                0.010031232             VM
10263           1            0.000132028        25.552233464                0.009949963             VM
10261           1            0.000132646        25.671794498                0.009996520             VM
10288           1            0.000131615        25.472178486                0.009918790             VM
10266           1            0.000132141        25.573935354                0.009958414             VM
10262           1            0.000132152        25.576162345                0.009959281             VM
10271           1            0.000131615        25.472177301                0.009918790             VM
10259           1            0.000132094        25.564918256                0.009954903             VM
10283           1            0.000131611        25.471446405                0.009918505             VM
10285           1            0.000131642        25.477516479                0.009920869             VM
10265           1            0.000132107        25.567430021                0.009955881             VM
10278           1            0.000131587        25.466764273                0.009916682             VM
10273           1            0.000131638        25.476719878                0.009920558             VM
10274           1            0.000131649        25.478791931                0.009921365             VM
10277           1            0.000131622        25.473536823                0.009919319             VM
10301           1            0.000131199        25.391727215                0.009887463             VM
10260           1            0.000132017        25.549963933                0.009949079             VM
10281           1            0.000131629        25.474962026                0.009919874             VM
10299           1            0.000131252        25.401877378                0.009891415             VM
10276           1            0.000131653        25.479640530                0.009921696             VM
10279           1            0.000131689        25.486565638                0.009924392             VM
10282           1            0.000131560        25.461564028                0.009914657             VM
10269           1            0.000131616        25.472334701                0.009918851             VM
10256           1            0.000134227        25.977744393                0.010115656             VM
10293           1            0.000131200        25.391944823                0.009887547             VM
10284           1            0.000131624        25.473878989                0.009919452             VM
10305          5           0.000079259          2.371780000                0.000996289             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
36           4            0.000019009        0.114971661                0.000064756             VM
1342           2            0.000002782        0.134609679                0.000054681             VM
1330           1            0.000000713        0.138084293                0.000053770             VM
1303           4            0.000018601        0.112503862                0.000063366             VM
1362           2            0.000003221        0.155841973                0.000063306             VM
1347           1            0.000000731        0.141429742                0.000055072             VM
817          5           0.000006467          0.188010000                0.000079175             FX
821           3            0.000009938        0.120206295                0.000056920             VM
23           4            0.000018422        0.111421750                0.000062757             VM
1298           3            0.000011144        0.134795366                0.000063828             VM
1305           2            0.000002982        0.144293833                0.000058615             VM
26           4            0.000020426        0.123545231                0.000069585             VM
1415          4           0.000003514          0.198840000                0.000080127             FX
808           1            0.000000861        0.166590266                0.000064870             VM
1365           2            0.000002823        0.136571556                0.000055478             VM
1339           4            0.000018849        0.114007793                0.000064213             VM
1371           1            0.000000981        0.189897015                0.000073945             VM
1350           3            0.000009497        0.114881191                0.000054398             VM
33           1            0.000000709        0.137127787                0.000053397             VM
733          5           0.000007929          0.231860000                0.000097591             FX
802           1            0.000000842        0.162993026                0.000063469             VM
822           1            0.000000734        0.142147004                0.000055352             VM
865           2            0.000002477        0.119834129                0.000048679             VM
1338          4           0.000004102          0.234090000                0.000094293             FX
1356           4            0.000018462        0.111664600                0.000062894             VM
803          4           0.000004782          0.274930000                0.000110706             FX
1358           2            0.000003240        0.156755195                0.000063677             VM
1360           2            0.000002875        0.139103193                0.000056507             VM
1293           3            0.000009571        0.115768690                0.000054819             VM
1520           2            0.000005518        0.266982051                0.000108454             VM
1610           2            0.000004533        0.219311407                0.000089089             VM
1           3            0.000019377        0.234384867                0.000110986             VM
1313           2            0.000003271        0.158258122                0.000064288             VM
1626           2            0.000005058        0.244732784                0.000099415             VM
858           4            0.000021183        0.128124067                0.000072164             VM
1539           1            0.000001416        0.274035012                0.000106708             VM
2           2            0.000002647        0.128094989                0.000052035             VM
1583           2            0.000004712        0.227987274                0.000092613             VM
872           2            0.000003030        0.146628582                0.000059564             VM
1343           2            0.000002324        0.112463661                0.000045685             VM
1548           1            0.000001347        0.260691590                0.000101513             VM
10           2            0.000002831        0.136969968                0.000055640             VM
1540           1            0.000001366        0.264460706                0.000102980             VM
1505           1            0.000001404        0.271721138                0.000105807             VM
1572           1            0.000001537        0.297541350                0.000115862             VM
1577          2           0.000001444          0.298510000                0.000116132             FX
871           2            0.000003114        0.150695704                0.000061216             VM
867           3            0.000010592        0.128117993                0.000060666             VM
853           4            0.000020356        0.123123792                0.000069348             VM
1304          4           0.000004152          0.237090000                0.000095498             FX
1382          5           0.000008959          0.262780000                0.000110576             FX
1616          3           0.000002526          0.279100000                0.000109857             FX
1622          4           0.000005114          0.294810000                0.000118695             FX
753           3            0.000009324        0.112780592                0.000053404             VM
1515          3           0.000002683          0.297910000                0.000117246             FX
1634           1            0.000001180        0.228362294                0.000088924             VM
1624           1            0.000001156        0.223748027                0.000087127             VM
1322           1            0.000001020        0.197468253                0.000076894             VM
815          5           0.000008313          0.243380000                0.000102429             FX
1494           2            0.000005994        0.290010426                0.000117808             VM
1563           1            0.000001515        0.293134348                0.000114146             VM
1621           1            0.000001200        0.232160022                0.000090402             VM
1551           2            0.000005970        0.288864335                0.000117343             VM
1531          4           0.000005379          0.310740000                0.000125097             FX
1506           1            0.000001496        0.289586075                0.000112764             VM
1411          3           0.000002623          0.290800000                0.000114453             FX
852           4            0.000019567        0.118351265                0.000066660             VM
1353           3            0.000011005        0.133116290                0.000063033             VM
1317          5           0.000009465          0.277940000                0.000116943             FX
1333           3            0.000009618        0.116341923                0.000055090             VM
1514          5           0.000010006          0.294170000                0.000123759             FX
1534          3           0.000002764          0.307640000                0.000121068             FX
1566           2            0.000005970        0.288873434                0.000117346             VM
9           4            0.000019597        0.118531885                0.000066762             VM
1544           1            0.000001348        0.260794449                0.000101553             VM
1614          4           0.000004894          0.281650000                0.000113406             FX
1376          5           0.000009334          0.274020000                0.000115297             FX
1599          5           0.000009541          0.280240000                0.000117909             FX
1612           3            0.000019637        0.237527468                0.000112474             VM
1319           4            0.000021265        0.128617611                0.000072442             VM
1635          5           0.000009813          0.288390000                0.000121332             FX
1314          4           0.000004740          0.272370000                0.000109677             FX
1421           1            0.000001741        0.337004330                0.000131228             VM
1518           1            0.000001422        0.275282654                0.000107194             VM
1504          4           0.000005414          0.312830000                0.000125937             FX
1423          5           0.000010243          0.301300000                0.000126753             FX
1434           1            0.000001710        0.330907579                0.000128854             VM
1523           3            0.000021870        0.264541085                0.000125265             VM
1561          3           0.000003062          0.343450000                0.000135136             FX
1557           3            0.000022887        0.276845073                0.000131091             VM
1409          4           0.000004616          0.264970000                0.000106703             FX
1554           2            0.000007099        0.343496380                0.000139535             VM
1413           1            0.000001676        0.324423214                0.000126329             VM
1433          4           0.000005741          0.332480000                0.000133834             FX
1559          3           0.000002985          0.334210000                0.000131506             FX
1543           3            0.000022496        0.272116125                0.000128852             VM
1398          2           0.000001576          0.330250000                0.000128457             FX
1499           1            0.000001860        0.359966553                0.000140170             VM
1420          5           0.000011576          0.341270000                0.000143540             FX
1425          4           0.000004082          0.232940000                0.000093831             FX
10302          4           0.000465980          27.946745363                0.011231412             FX
10296           2            0.000522573        25.285371865                0.010271431             VM
10285           1            0.000131642        25.477516479                0.009920869             VM
10295           1            0.000131209        25.393574173                0.009888182             VM
10270           1            0.000131618        25.472752184                0.009919013             VM
10294          4           0.000464441          27.854395363                0.011194299             FX
10267           1            0.000131643        25.477706702                0.009920943             VM
10275           1            0.000131613        25.471753840                0.009918625             VM
10268           1            0.000131636        25.476365008                0.009920420             VM
10280           1            0.000131648        25.478708065                0.009921333             VM
10273          5           0.000899029          26.964825363                0.011324582             FX
10264           2            0.000524430        25.375243077                0.010307938             VM
10282          4           0.000467558          28.041395363                0.011269450             FX
10283           1            0.000131611        25.471446405                0.009918505             VM
10286           1            0.000131623        25.473807185                0.009919424             VM
10284          4           0.000469968          28.186025363                0.011327574             FX
10290           1            0.000131622        25.473583211                0.009919337             VM
10299           2            0.000522590        25.286219049                0.010271775             VM
10288           2            0.000523289        25.320028595                0.010285509             VM
10293          5           0.000893934          26.811955363                0.011260381             FX
10271          5           0.000898172          26.939105363                0.011313780             FX
10269          5           0.000900171          26.999075363                0.011338965             FX
10266           1            0.000132141        25.573935354                0.009958414             VM
10277          5           0.000897937          26.932055363                0.011310819             FX
10278           1            0.000131587        25.466764273                0.009916682             VM
10276           2            0.000523393        25.325037067                0.010287543             VM
10291          4           0.000468598          28.103815363                0.011294535             FX
10303          4           0.000464945          27.884615363                0.011206443             FX
10257           1            0.000133107        25.760936817                0.010031232             VM
10301           1            0.000131199        25.391727215                0.009887463             VM
10260           1            0.000132017        25.549963933                0.009949079             VM
10304           1            0.000131239        25.399406867                0.009890453             VM
10262           1            0.000132152        25.576162345                0.009959281             VM
10279           1            0.000131689        25.486565638                0.009924392             VM
10287           1            0.000131635        25.476058069                0.009920301             VM
10298          4           0.000465290          27.905325363                0.011214766             FX
10272           2            0.000523306        25.320868923                0.010285850             VM
10263           1            0.000132028        25.552233464                0.009949963             VM
10265           1            0.000132107        25.567430021                0.009955881             VM
10274           1            0.000131649        25.478791931                0.009921365             VM
10297           1            0.000131210        25.393798895                0.009888269             VM
10258           2            0.000525997        25.451054655                0.010338734             VM
10261           2            0.000526543        25.477471351                0.010349465             VM
10289           1            0.000131642        25.477475033                0.009920853             VM
10300           2            0.000522423        25.278138976                0.010268492             VM
10292          5           0.000891799          26.747925363                0.011233491             FX
10255           2            0.000523742        25.341926291                0.010294404             VM
10256           2            0.000528673        25.580539703                0.010391334             VM
10259           2            0.000524267        25.367339191                0.010304727             VM
10281           2            0.000523313        25.321199768                0.010285985             VM
10305          5           0.000079259          2.371780000                0.000996289             FX


============================================================================================================
