<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
002_T7_C5_D14_VM3.txt	 1	 0.010148422599134	 0.072034	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 2	 0.010148422599134	 0.069514	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 3	 0.010148422599134	 0.069820	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 4	 0.010148422599134	 0.069487	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 5	 0.010148422599134	 0.068815	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 6	 0.010148422599134	 0.069501	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 7	 0.010148422599134	 0.068526	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 8	 0.010148422599134	 0.069204	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
1295	 5	 0.000000157	 0.007403735	 0.000964242  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6704	 5	 0.000000679	 0.031956973	 0.004161986  VM
6705	 5	 0.000000607	 0.028556804	 0.003719158  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 9	 0.010148422599134	 0.068502	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000423041  VM
1616	 5	 0.000000144	 0.006756878	 0.000879997  VM
