<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
035_T106_C5_D240_VM3.txt	 1	 0.558826951576869	 1.819500	 0.011963	 620.646668
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
818	 2	 0.000002199	 0.106416876	 0.000096161  VM
1314	 3	 0.000008825	 0.106747936	 0.000111818  VM
1401	 4	 0.000018338	 0.110912914	 0.000137454  VM
1377	 3	 0.000010041	 0.121456733	 0.000127226  VM
808	 2	 0.000002964	 0.143410892	 0.000129590  VM
759	 3	 0.000009159	 0.110782070	 0.000116044  VM
1348	 2	 0.000002390	 0.115635239	 0.000104491  VM
1292	 4	 0.000018956	 0.114651932	 0.000142088  VM
825	 4	 0.000019142	 0.115775696	 0.000143481  VM
1358	 3	 0.000002208	 0.240940000	 0.000211288  FX
1317	 3	 0.000010146	 0.122728075	 0.000128557  VM
758	 4	 0.000018149	 0.109775185	 0.000136044  VM
1605	 2	 0.000004556	 0.220447203	 0.000199202  VM
1368	 2	 0.000002433	 0.117724415	 0.000106379  VM
34	 2	 0.000002540	 0.122917486	 0.000111071  VM
1298	 4	 0.000019364	 0.117123684	 0.000145151  VM
1599	 1	 0.000001103	 0.213427134	 0.000185182  VM
1381	 1	 0.000000595	 0.115144144	 0.000099906  VM
1339	 1	 0.000000800	 0.154923686	 0.000134421  VM
739	 2	 0.000002624	 0.126976776	 0.000114740  VM
868	 4	 0.000019174	 0.115970887	 0.000143723  VM
1398	 5	 0.000007581	 0.221440000	 0.000207071  FX
1424	 3	 0.000001980	 0.213610000	 0.000187375  FX
734	 3	 0.000002426	 0.267070000	 0.000234152  FX
1495	 1	 0.000001357	 0.262665999	 0.000227905  VM
1631	 1	 0.000001074	 0.207902885	 0.000180389  VM
754	 2	 0.000002756	 0.133355701	 0.000120504  VM
1606	 3	 0.000016872	 0.204081615	 0.000213775  VM
853	 4	 0.000019728	 0.119323638	 0.000147878  VM
24	 2	 0.000005014	 0.242618520	 0.000219236  VM
1576	 3	 0.000002520	 0.278390000	 0.000244058  FX
1505	 2	 0.000005205	 0.251868214	 0.000227595  VM
1382	 3	 0.000010420	 0.126046048	 0.000132033  VM
858	 2	 0.000002574	 0.124554403	 0.000112551  VM
1508	 2	 0.000005233	 0.253209968	 0.000228807  VM
1625	 2	 0.000003255	 0.157477367	 0.000142301  VM
803	 4	 0.000004313	 0.246790000	 0.000221179  FX
738	 5	 0.000008730	 0.255900000	 0.000239223  FX
1630	 5	 0.000009398	 0.275950000	 0.000257930  FX
1583	 1	 0.000001121	 0.217030231	 0.000188309  VM
1337	 4	 0.000018929	 0.114489164	 0.000141886  VM
1405	 3	 0.000002644	 0.293300000	 0.000257104  FX
1623	 3	 0.000002496	 0.275520000	 0.000241546  FX
1582	 4	 0.000032731	 0.197969544	 0.000245344  VM
1433	 1	 0.000001411	 0.273094965	 0.000236954  VM
1304	 1	 0.000000724	 0.140114528	 0.000121572  VM
1375	 3	 0.000002517	 0.278090000	 0.000243795  FX
1578	 4	 0.000034998	 0.211684338	 0.000262340  VM
1617	 1	 0.000001065	 0.206113173	 0.000178836  VM
1559	 1	 0.000001386	 0.268227308	 0.000232730  VM
1416	 1	 0.000001538	 0.297667540	 0.000258275  VM
1634	 1	 0.000001373	 0.265765589	 0.000230594  VM
1307	 1	 0.000000861	 0.166590741	 0.000144544  VM
1493	 1	 0.000001266	 0.244919805	 0.000212507  VM
1499	 1	 0.000001343	 0.259871059	 0.000225480  VM
875	 3	 0.000010362	 0.125334651	 0.000131288  VM
1540	 2	 0.000005631	 0.272474231	 0.000246215  VM
1429	 5	 0.000010067	 0.296010000	 0.000276646  FX
1518	 5	 0.000009844	 0.289320000	 0.000270404  FX
1294	 1	 0.000000688	 0.133223191	 0.000115593  VM
1555	 4	 0.000005431	 0.313870000	 0.000281172  FX
1404	 4	 0.000004827	 0.277600000	 0.000248734  FX
1422	 1	 0.000001474	 0.285331140	 0.000247571  VM
1549	 1	 0.000001321	 0.255619153	 0.000221791  VM
1515	 4	 0.000005350	 0.308980000	 0.000276799  FX
1430	 5	 0.000008626	 0.252790000	 0.000236321  FX
1354	 1	 0.000000796	 0.154108584	 0.000133714  VM
1602	 1	 0.000001073	 0.207727981	 0.000180237  VM
1538	 2	 0.000006668	 0.322642625	 0.000291548  VM
1569	 1	 0.000001385	 0.268039680	 0.000232568  VM
8417	 2	 0.000344762	 16.681741011	 0.015074057  VM
8439	 2	 0.000344244	 16.656689779	 0.015051420  VM
8411	 1	 0.000087353	 16.905868447	 0.014668562  VM
8435	 5	 0.000590322	 17.703629978	 0.016518241  FX
8415	 2	 0.000345180	 16.701974135	 0.015092340  VM
8430	 2	 0.000344694	 16.678457223	 0.015071090  VM
8419	 5	 0.000594342	 17.824219978	 0.016630754  FX
8434	 1	 0.000086420	 16.725448756	 0.014512019  VM
8422	 4	 0.000306900	 18.401989978	 0.016458175  FX
8426	 4	 0.000307102	 18.414069978	 0.016468979  FX
8438	 5	 0.000589352	 17.674529978	 0.016491091  FX
8428	 1	 0.000086674	 16.774508366	 0.014554586  VM
8436	 1	 0.000086400	 16.721444205	 0.014508545  VM
8420	 4	 0.000304943	 18.284559978	 0.016353153  FX
8442	 5	 0.000589985	 17.693509978	 0.016508799  FX
8443	 4	 0.000303521	 18.199199978	 0.016276811  FX
8429	 4	 0.000306173	 18.358339978	 0.016419137  FX
8441	 5	 0.000585767	 17.566969978	 0.016390735  FX
8418	 5	 0.000595086	 17.846549978	 0.016651588  FX
8440	 5	 0.000590441	 17.707199978	 0.016521572  FX
8412	 1	 0.000086942	 16.826472134	 0.014599673  VM
8444	 2	 0.000344128	 16.651092206	 0.015046362  VM
8437	 2	 0.000344240	 16.656483180	 0.015051234  VM
8414	 2	 0.000345190	 16.702469235	 0.015092788  VM
8433	 4	 0.000303312	 18.186699978	 0.016265632  FX
8431	 5	 0.000589983	 17.693449978	 0.016508743  FX
8424	 2	 0.000344743	 16.680842352	 0.015073245  VM
8413	 4	 0.000310137	 18.596199978	 0.016631866  FX
8410	 1	 0.000087582	 16.950256155	 0.014707076  VM
