
Max Financial Cost: 0.046067

Max Runtime:        2475.319148

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.006725           0.007928

Tempo Melhor:             1298.734443           1591.901836

Custo Normalizado Melhor: 0.335330           0.407604

Custo Normalizado Médio:  0.335330           0.412726

Tempo CPU Médio:          1273.841301 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1557           1            0.000001436        0.278006627                0.000071747             VM
1531           1            0.000001413        0.273391928                0.000070556             VM
26           1            0.000000753        0.145659848                0.000037591             VM
802           1            0.000000842        0.162993026                0.000042064             VM
1621           1            0.000001200        0.232160022                0.000059915             VM
1534           1            0.000001388        0.268599961                0.000069319             VM
1616           1            0.000001209        0.233945487                0.000060376             VM
1544           1            0.000001348        0.260794449                0.000067305             VM
1566           1            0.000001497        0.289650011                0.000074752             VM
1561           1            0.000001472        0.284800384                0.000073500             VM
1330           1            0.000000713        0.138084293                0.000035636             VM
1559           1            0.000001448        0.280153821                0.000072301             VM
1520           1            0.000001384        0.267785756                0.000069109             VM
1313           1            0.000001074        0.207760868                0.000053618             VM
10           1            0.000000842        0.162988734                0.000042063             VM
821           1            0.000000711        0.137578624                0.000035506             VM
1506           1            0.000001496        0.289586075                0.000074735             VM
1518           1            0.000001422        0.275282654                0.000071044             VM
1415          2           0.000001173          0.233550000                0.000059909             FX
1563           1            0.000001515        0.293134348                0.000075651             VM
1504           1            0.000001462        0.282991309                0.000073033             VM
1551           1            0.000001497        0.289684475                0.000074760             VM
1411          3           0.000002623          0.290800000                0.000087213             FX
1413           1            0.000001676        0.324423214                0.000083726             VM
1433           1            0.000001864        0.360733776                0.000093096             VM
1           1            0.000001235        0.238971413                0.000061673             VM
1505           1            0.000001404        0.271721138                0.000070125             VM
1347           1            0.000000731        0.141429742                0.000036500             VM
36           1            0.000000781        0.151207266                0.000039023             VM
1610           1            0.000001137        0.220047000                0.000056789             VM
1382           1            0.000001781        0.344612205                0.000088936             VM
1420           1            0.000001731        0.335067565                0.000086473             VM
1421           1            0.000001741        0.337004330                0.000086972             VM
10268           1            0.000131636        25.476365008                0.006574821             VM
10294           1            0.000131267        25.404895056                0.006556376             VM
10259           1            0.000132094        25.564918256                0.006597674             VM
10280           1            0.000131648        25.478708065                0.006575426             VM
10303           1            0.000131208        25.393379678                0.006553404             VM
10270           1            0.000131618        25.472752184                0.006573888             VM
10276           1            0.000131653        25.479640530                0.006575666             VM
10257           1            0.000133107        25.760936817                0.006648262             VM
10258           1            0.000132944        25.729406927                0.006640125             VM
10295           1            0.000131209        25.393574173                0.006553455             VM
10283           1            0.000131611        25.471446405                0.006573551             VM
10284           1            0.000131624        25.473878989                0.006574179             VM
10271           1            0.000131615        25.472177301                0.006573740             VM
10302           1            0.000131210        25.393784416                0.006553509             VM
10264           1            0.000132160        25.577768844                0.006600991             VM
10290           1            0.000131622        25.473583211                0.006574103             VM
10255           1            0.000131520        25.453858635                0.006569012             VM
10282           1            0.000131560        25.461564028                0.006571001             VM
10265           1            0.000132107        25.567430021                0.006598322             VM
10292           1            0.000131196        25.391094081                0.006552814             VM
10300           1            0.000131189        25.389729434                0.006552462             VM
10278           1            0.000131587        25.466764273                0.006572343             VM
10287           1            0.000131635        25.476058069                0.006574742             VM
10285           1            0.000131642        25.477516479                0.006575118             VM
10293           1            0.000131200        25.391944823                0.006553034             VM
10301           1            0.000131199        25.391727215                0.006552978             VM
10262           1            0.000132152        25.576162345                0.006600576             VM
10298           1            0.000131188        25.389552023                0.006552417             VM
10288           1            0.000131615        25.472178486                0.006573740             VM
10291           1            0.000131612        25.471671857                0.006573610             VM
10279           1            0.000131689        25.486565638                0.006577453             VM
10289           1            0.000131642        25.477475033                0.006575107             VM
10260           1            0.000132017        25.549963933                0.006593815             VM
10281           1            0.000131629        25.474962026                0.006574459             VM
10267           1            0.000131643        25.477706702                0.006575167             VM
10272           1            0.000131624        25.473951407                0.006574198             VM
10296           1            0.000131252        25.401901819                0.006555604             VM
10269           1            0.000131616        25.472334701                0.006573781             VM
10261           1            0.000132646        25.671794498                0.006625256             VM
10297           1            0.000131210        25.393798895                0.006553513             VM
10277           1            0.000131622        25.473536823                0.006574091             VM
10304           1            0.000131239        25.399406867                0.006554960             VM
10274           1            0.000131649        25.478791931                0.006575447             VM
10266           1            0.000132141        25.573935354                0.006600001             VM
10263           1            0.000132028        25.552233464                0.006594401             VM
10275           1            0.000131613        25.471753840                0.006573631             VM
10286           1            0.000131623        25.473807185                0.006574161             VM
10299           1            0.000131252        25.401877378                0.006555597             VM
10273           1            0.000131638        25.476719878                0.006574912             VM
10256           1            0.000134227        25.977744393                0.006704214             VM
10305          3           0.000022143          2.633110000                0.000772203             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
802           2            0.000002861        0.138432220                0.000059015             VM
753           2            0.000002367        0.114552129                0.000048834             VM
867           2            0.000002764        0.133746963                0.000057017             VM
1303          2           0.000001574          0.329820000                0.000083708             FX
852           1            0.000000785        0.151842904                0.000039187             VM
1342          3           0.000002794          0.311250000                0.000093193             FX
1322          4           0.000004666          0.267930000                0.000104758             FX
803           1            0.000000765        0.148040058                0.000038205             VM
1360           1            0.000000852        0.164911652                0.000042560             VM
2          2           0.000001910          0.410410000                0.000103632             FX
1583          3           0.000002546          0.281510000                0.000084496             FX
817           2            0.000002471        0.119576549                0.000050976             VM
1504          3           0.000003159          0.355120000                0.000106023             FX
1622          3           0.000002541          0.280910000                0.000084321             FX
1371          2           0.000001765          0.375480000                0.000094996             FX
1353          2           0.000001906          0.409430000                0.000103389             FX
1365           1            0.000000828        0.160205379                0.000041345             VM
1434           1            0.000001710        0.330907579                0.000085399             VM
1343          3           0.000002429          0.267530000                0.000080408             FX
853           2            0.000002831        0.136967280                0.000058390             VM
1298          4           0.000003909          0.222530000                0.000087375             FX
815          3           0.000002966          0.331860000                0.000099221             FX
1           1            0.000001235        0.238971413                0.000061673             VM
1305           2            0.000002982        0.144293833                0.000061514             VM
1356          4           0.000004837          0.278210000                0.000108695             FX
1514           1            0.000001535        0.297172311                0.000076693             VM
865          3           0.000003053          0.342350000                0.000102288             FX
1548           1            0.000001347        0.260691590                0.000067278             VM
1523           1            0.000001374        0.265831660                0.000068605             VM
1599           1            0.000001339        0.259074303                0.000066861             VM
33           2            0.000002596        0.125630799                0.000053557             VM
872          3           0.000002941          0.328890000                0.000098352             FX
1358          4           0.000003689          0.209330000                0.000082321             FX
1616          3           0.000002526          0.279100000                0.000083791             FX
1425          2           0.000001875          0.402020000                0.000101557             FX
733           2            0.000002849        0.137863648                0.000058772             VM
1515           2            0.000005500        0.266106721                0.000113443             VM
1626          4           0.000005106          0.294370000                0.000114882             FX
1634          3           0.000002521          0.278570000                0.000083636             FX
1561          2           0.000001971          0.425060000                0.000107253             FX
1319          2           0.000001669          0.352520000                0.000089320             FX
1559           2            0.000005773        0.279332017                0.000119081             VM
1621           1            0.000001200        0.232160022                0.000059915             VM
26           1            0.000000753        0.145659848                0.000037591             VM
23           2            0.000002436        0.117861490                0.000050245             VM
821          3           0.000003248          0.365800000                0.000109146             FX
1339           2            0.000002752        0.133178110                0.000056775             VM
858          3           0.000003251          0.366070000                0.000109225             FX
1376          4           0.000004729          0.271720000                0.000106210             FX
1382           1            0.000001781        0.344612205                0.000088936             VM
1314           1            0.000000709        0.137237888                0.000035418             VM
1304          2           0.000001875          0.402070000                0.000101570             FX
1350           1            0.000000722        0.139790751                0.000036077             VM
1293           2            0.000002556        0.123694361                0.000052732             VM
1577          3           0.000002560          0.283150000                0.000084976             FX
1614           1            0.000001184        0.229109866                0.000059128             VM
1505           1            0.000001404        0.271721138                0.000070125             VM
808          4           0.000005050          0.291010000                0.000113596             FX
1338           1            0.000000750        0.145152091                0.000037460             VM
1413          3           0.000003520          0.398340000                0.000118662             FX
1635           2            0.000005473        0.264830231                0.000112899             VM
1347           1            0.000000731        0.141429742                0.000036500             VM
1333          2           0.000002142          0.466190000                0.000117421             FX
1534           2            0.000005534        0.267791445                0.000114162             VM
1554          2           0.000002170          0.472890000                0.000119078             FX
1494           1            0.000001505        0.291247851                0.000075164             VM
1518          2           0.000001710          0.362390000                0.000091760             FX
1330           2            0.000002763        0.133678373                0.000056988             VM
1610          3           0.000002759          0.307030000                0.000091959             FX
1563           1            0.000001515        0.293134348                0.000075651             VM
1540           1            0.000001366        0.264460706                0.000068251             VM
1572           1            0.000001537        0.297541350                0.000076788             VM
1543           1            0.000001412        0.273322713                0.000070538             VM
1415          5           0.000006975          0.203250000                0.000116760             FX
1317          4           0.000005380          0.310820000                0.000121181             FX
1557          3           0.000003130          0.351650000                0.000105008             FX
1313           2            0.000003271        0.158258122                0.000067467             VM
36           2            0.000002697        0.130501206                0.000055634             VM
822           1            0.000000734        0.142147004                0.000036685             VM
1433           1            0.000001864        0.360733776                0.000093096             VM
1421          4           0.000004850          0.278980000                0.000108989             FX
9          2           0.000002192          0.478110000                0.000120368             FX
1362           2            0.000003221        0.155841973                0.000066437             VM
1624          2           0.000001481          0.307350000                0.000078153             FX
1551           1            0.000001497        0.289684475                0.000074760             VM
1409          4           0.000004616          0.264970000                0.000103625             FX
1544          3           0.000002779          0.309460000                0.000092670             FX
1398          5           0.000007326          0.213780000                0.000122697             FX
1539          3           0.000003083          0.345920000                0.000103332             FX
10           1            0.000000842        0.162988734                0.000042063             VM
871          3           0.000003247          0.365690000                0.000109114             FX
1520           2            0.000005518        0.266982051                0.000113817             VM
1566           2            0.000005970        0.288873434                0.000123149             VM
1531          3           0.000002737          0.304440000                0.000091202             FX
1420           1            0.000001731        0.335067565                0.000086473             VM
1411          2           0.000001980          0.427260000                0.000107797             FX
1423           1            0.000001653        0.319879319                0.000082553             VM
1612          3           0.000002605          0.288640000                0.000086581             FX
1506           1            0.000001496        0.289586075                0.000074735             VM
1499           1            0.000001860        0.359966553                0.000092898             VM
10266          2           0.000160656          38.509315363                0.009522369             FX
10258           1            0.000132944        25.729406927                0.006640125             VM
10276          2           0.000153529          36.798975363                0.009099542             FX
10296           1            0.000131252        25.401901819                0.006555604             VM
10291           1            0.000131612        25.471671857                0.006573610             VM
10273           1            0.000131638        25.476719878                0.006574912             VM
10293          1           0.000093431          44.750905363                0.010053498             FX
10297          2           0.000148284          35.540185363                0.008788347             FX
10292          2           0.000148122          35.501135363                0.008778693             FX
10268          2           0.000153912          36.890835363                0.009122252             FX
10283          2           0.000153468          36.784175363                0.009095883             FX
10269           1            0.000131616        25.472334701                0.006573781             VM
10257          2           0.000170877          40.962425363                0.010128822             FX
10287           1            0.000131635        25.476058069                0.006574742             VM
10301          2           0.000148515          35.595535363                0.008802030             FX
10255           1            0.000131520        25.453858635                0.006569012             VM
10295           1            0.000131209        25.393574173                0.006553455             VM
10274          2           0.000153412          36.770695363                0.009092551             FX
10260          3           0.000256425          30.746895363                0.008993854             FX
10275          3           0.000253153          30.354245363                0.008879026             FX
10278           1            0.000131587        25.466764273                0.006572343             VM
10288          2           0.000153530          36.799065363                0.009099565             FX
10299          1           0.000093825          44.939885363                0.010095944             FX
10264          2           0.000159125          38.142015363                0.009431566             FX
10284          2           0.000153461          36.782655363                0.009095508             FX
10286           1            0.000131623        25.473807185                0.006574161             VM
10277           1            0.000131622        25.473536823                0.006574091             VM
10302           1            0.000131210        25.393784416                0.006553509             VM
10265          2           0.000158868          38.080355363                0.009416323             FX
10290          2           0.000153038          36.680985363                0.009070373             FX
10289           1            0.000131642        25.477475033                0.006575107             VM
10259          3           0.000257017          30.817995363                0.009014646             FX
10267           1            0.000131643        25.477706702                0.006575167             VM
10282           1            0.000131560        25.461564028                0.006571001             VM
10272           1            0.000131624        25.473951407                0.006574198             VM
10261           1            0.000132646        25.671794498                0.006625256             VM
10280          2           0.000153548          36.803335363                0.009100620             FX
10304          1           0.000094150          45.095945363                0.010130996             FX
10285           1            0.000131642        25.477516479                0.006575118             VM
10294          1           0.000094525          45.275745363                0.010171380             FX
10298           1            0.000131188        25.389552023                0.006552417             VM
10300           1            0.000131189        25.389729434                0.006552462             VM
10271          3           0.000253448          30.389665363                0.008889385             FX
10262           1            0.000132152        25.576162345                0.006600576             VM
10303           1            0.000131208        25.393379678                0.006553404             VM
10279           1            0.000131689        25.486565638                0.006577453             VM
10256           1            0.000134227        25.977744393                0.006704214             VM
10263          3           0.000257512          30.877375363                0.009032011             FX
10270          3           0.000252920          30.326355363                0.008870870             FX
10281          3           0.000252384          30.262005363                0.008852051             FX
10305          3           0.000022143          2.633110000                0.000772203             FX


============================================================================================================
