<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
010_T31_C5_D97_VM3.txt	 1	 0.432471523300795	 0.046175	 0.000801	 127.028696
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
10	 1	 0.000000675	 0.130719927	 0.000422515  VM
23	 1	 0.000000826	 0.159898478	 0.000516826  VM
2	 4	 0.000004469	 0.256110000	 0.001305354  FX
24	 4	 0.000003954	 0.225210000	 0.001151525  FX
28	 3	 0.000003134	 0.352030000	 0.001337447  FX
26	 2	 0.000002843	 0.137570980	 0.000768425  VM
9	 1	 0.000000796	 0.154147457	 0.000498238  VM
30	 1	 0.000002413	 0.467072575	 0.001509679  VM
25	 2	 0.000002246	 0.491140000	 0.001543241  FX
38	 3	 0.000003927	 0.447200000	 0.001690811  FX
36	 1	 0.000002181	 0.422007425	 0.001364019  VM
34	 2	 0.000002037	 0.440770000	 0.001388084  FX
35	 2	 0.000002368	 0.520210000	 0.001632786  FX
27	 1	 0.000000824	 0.159529127	 0.000515632  VM
1	 1	 0.000001213	 0.234688359	 0.000758563  VM
39	 3	 0.000003628	 0.411340000	 0.001557664  FX
40	 3	 0.000003800	 0.431980000	 0.001634300  FX
29	 1	 0.000001718	 0.332507639	 0.001074736  VM
33	 2	 0.000002337	 0.512960000	 0.001610453  FX
37	 1	 0.000002485	 0.481026882	 0.001554782  VM
49	 3	 0.000089391	 10.702943328	 0.039770174  FX
41	 1	 0.000031804	 15.170083328	 0.041960566  FX
46	 2	 0.000055457	 13.261733328	 0.040880887  FX
48	 2	 0.000173543	 8.397106564	 0.046903420  VM
47	 2	 0.000058079	 13.890933328	 0.042819031  FX
50	 3	 0.000091480	 10.953573328	 0.040700758  FX
43	 1	 0.000044106	 8.536084174	 0.027590460  VM
45	 2	 0.000057084	 13.652133328	 0.042083448  FX
44	 3	 0.000088249	 10.565843328	 0.039261125  FX
42	 2	 0.000059406	 14.209453328	 0.043800177  FX
51	 2	 0.000004036	 0.920690000	 0.002866396  FX
========================================================================
