<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
005_T16_C5_D35_VM3.txt	 1	 0.473557110563731	 0.006242	 0.000300	 14.626846
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1347	 2	 0.000002672	 0.129308304	 0.004188077  VM
753	 1	 0.000000758	 0.146684359	 0.004539077  VM
1381	 5	 0.000006904	 0.201110000	 0.006769520  FX
1602	 1	 0.000001040	 0.201324265	 0.006229883  VM
733	 2	 0.000003933	 0.190301775	 0.006163552  VM
1322	 4	 0.000019438	 0.117568749	 0.005392125  VM
1582	 1	 0.000000975	 0.188791315	 0.005842057  VM
1523	 3	 0.000019733	 0.238695148	 0.009109542  VM
1548	 3	 0.000020263	 0.245097901	 0.009353897  VM
1401	 3	 0.000003088	 0.346500000	 0.010843102  FX
11800	 2	 0.000049729	 2.406199443	 0.077932727  VM
11798	 2	 0.000049790	 2.409163274	 0.078028720  VM
11801	 5	 0.000086875	 2.600239842	 0.087303874  FX
11799	 1	 0.000012512	 2.421609535	 0.074935546  VM
11797	 1	 0.000012910	 2.498601946	 0.077318040  VM
11802	 5	 0.000009722	 0.285650000	 0.009607372  FX
========================================================================
