
Max Financial Cost: 0.036427

Max Runtime:        2008.405085

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.005319           0.007232

Tempo Melhor:             1026.694023           1178.164410

Custo Normalizado Melhor: 0.328604           0.392570

Custo Normalizado Médio:  0.328604           0.404435

Tempo CPU Médio:          835.550254 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1345           1            0.000000775        0.150067692                0.000048003             VM
818           1            0.000000740        0.143307359                0.000045841             VM
756           1            0.000001165        0.225380283                0.000072094             VM
27           1            0.000000790        0.152868450                0.000048899             VM
862           1            0.000000786        0.152175810                0.000048677             VM
1312           1            0.000001235        0.239079290                0.000076476             VM
29           1            0.000000924        0.178832378                0.000057204             VM
1358           1            0.000000641        0.124080584                0.000039690             VM
1316           1            0.000000971        0.187950783                0.000060121             VM
1           1            0.000001376        0.266234597                0.000085162             VM
23           1            0.000000767        0.148376731                0.000047462             VM
1339           1            0.000000860        0.166493990                0.000053257             VM
1357           1            0.000000710        0.137361727                0.000043939             VM
1363           1            0.000000749        0.145000172                0.000046382             VM
1589           1            0.000001098        0.212504658                0.000067975             VM
1378           1            0.000000738        0.142923180                0.000045718             VM
1306           1            0.000000846        0.163757622                0.000052382             VM
1292           1            0.000000985        0.190630283                0.000060978             VM
1380          3           0.000002483          0.273930000                0.000102274             FX
1437           1            0.000001337        0.258799473                0.000082784             VM
1370           1            0.000000766        0.148332132                0.000047448             VM
1551           1            0.000001408        0.272578842                0.000087192             VM
1368           1            0.000001178        0.228034798                0.000072943             VM
1500           1            0.000001364        0.264005139                0.000084449             VM
1517           1            0.000001362        0.263556094                0.000084305             VM
1399          3           0.000002436          0.268310000                0.000100232             FX
1600           1            0.000001105        0.213801319                0.000068390             VM
879           1            0.000000926        0.179202283                0.000057323             VM
39           1            0.000000878        0.169939845                0.000054360             VM
1372           1            0.000001040        0.201216933                0.000064365             VM
1330           1            0.000000992        0.191915969                0.000061389             VM
1362           1            0.000001043        0.201860358                0.000064570             VM
1615           1            0.000001116        0.216079246                0.000069119             VM
823           1            0.000000891        0.172475111                0.000055171             VM
1353           1            0.000000818        0.158400149                0.000050668             VM
1626           1            0.000001049        0.202947681                0.000064918             VM
1581           1            0.000001061        0.205368839                0.000065693             VM
829           1            0.000000716        0.138615696                0.000044340             VM
1579           1            0.000001167        0.225846625                0.000072243             VM
1414           1            0.000001600        0.309637810                0.000099046             VM
1550           1            0.000001401        0.271054992                0.000086704             VM
1315           1            0.000000797        0.154191605                0.000049322             VM
1349           1            0.000000713        0.137976481                0.000044135             VM
1554           1            0.000001389        0.268885305                0.000086010             VM
1638           1            0.000001157        0.223913898                0.000071625             VM
868           1            0.000000790        0.152959236                0.000048928             VM
1531           1            0.000001336        0.258573194                0.000082711             VM
1327           1            0.000000717        0.138855860                0.000044417             VM
1299           1            0.000000708        0.137006241                0.000043825             VM
1558           1            0.000001371        0.265411011                0.000084899             VM
812           1            0.000000731        0.141568864                0.000045285             VM
1572           1            0.000001717        0.332272389                0.000106286             VM
1546           1            0.000001392        0.269343718                0.000086157             VM
1523           1            0.000001418        0.274349754                0.000087758             VM
1516           1            0.000001746        0.337824603                0.000108062             VM
736           1            0.000001270        0.245769551                0.000078616             VM
1371           1            0.000000939        0.181773015                0.000058145             VM
33           1            0.000000917        0.177482776                0.000056773             VM
1507           1            0.000001369        0.264946422                0.000084750             VM
1630           1            0.000001108        0.214485308                0.000068609             VM
1590           1            0.000001094        0.211739997                0.000067731             VM
1493           1            0.000001402        0.271261577                0.000086770             VM
878           1            0.000001274        0.246513862                0.000078854             VM
1627           1            0.000001049        0.203103564                0.000064968             VM
1573           1            0.000001041        0.201385910                0.000064419             VM
1571           1            0.000001427        0.276185218                0.000088345             VM
1569           1            0.000001416        0.274033110                0.000087657             VM
1540           1            0.000001358        0.262860386                0.000084083             VM
1433           1            0.000001390        0.268986772                0.000086043             VM
1563           1            0.000001394        0.269767910                0.000086292             VM
1529           1            0.000001356        0.262478891                0.000083961             VM
9           1            0.000000853        0.165034185                0.000052791             VM
1388          3           0.000002126          0.231060000                0.000086698             FX
37           1            0.000000733        0.141802673                0.000045359             VM
1426           1            0.000001602        0.309959893                0.000099149             VM
1425           1            0.000001610        0.311537093                0.000099653             VM
828           1            0.000000837        0.162034499                0.000051831             VM
1350           1            0.000001424        0.275634456                0.000088169             VM
1429           1            0.000001342        0.259719812                0.000083078             VM
1373           1            0.000001098        0.212454530                0.000067959             VM
1328           1            0.000000678        0.131225447                0.000041976             VM
873           1            0.000000705        0.136366876                0.000043621             VM
1513           1            0.000001395        0.269954361                0.000086352             VM
1322           1            0.000000690        0.133605274                0.000042737             VM
1634           1            0.000001055        0.204226159                0.000065327             VM
1564           1            0.000001351        0.261424939                0.000083624             VM
1528           1            0.000001305        0.252616582                0.000080806             VM
1559           1            0.000001369        0.264925990                0.000084744             VM
1574           1            0.000001073        0.207649279                0.000066422             VM
1389          4           0.000004757          0.273430000                0.000133369             FX
14766           1            0.000114945        22.245901705                0.007115938             VM
14728           1            0.000116089        22.467462268                0.007186810             VM
14739           1            0.000115416        22.337063412                0.007145098             VM
14738           1            0.000115378        22.329727410                0.007142752             VM
14755           1            0.000114908        22.238848991                0.007113682             VM
14724           1            0.000117034        22.650369068                0.007245317             VM
14731           1            0.000115366        22.327458147                0.007142026             VM
14737           1            0.000115486        22.350656969                0.007149447             VM
14760           1            0.000114884        22.234188359                0.007112191             VM
14756           1            0.000114877        22.232752271                0.007111732             VM
14753           1            0.000115412        22.336457887                0.007144905             VM
14762           1            0.000114884        22.234127780                0.007112172             VM
14735           1            0.000115402        22.334477303                0.007144271             VM
14752           1            0.000115336        22.321695609                0.007140183             VM
14745           1            0.000115412        22.336430789                0.007144896             VM
14730           1            0.000115378        22.329787611                0.007142771             VM
14734           1            0.000115421        22.338126268                0.007145438             VM
14740           1            0.000115490        22.351387205                0.007149680             VM
14748           1            0.000115344        22.323292428                0.007140693             VM
14722           1            0.000115213        22.297770157                0.007132529             VM
14750           1            0.000115403        22.334614270                0.007144315             VM
14757           1            0.000114866        22.230667972                0.007111065             VM
14725           1            0.000116565        22.559580114                0.007216276             VM
14754           1            0.000114891        22.235542077                0.007112624             VM
14759           1            0.000114865        22.230558333                0.007111030             VM
14746           1            0.000115418        22.337508275                0.007145241             VM
14727           1            0.000115972        22.444750813                0.007179545             VM
14726           1            0.000115888        22.428549769                0.007174363             VM
14761           1            0.000114934        22.243948340                0.007115313             VM
14763           1            0.000114885        22.234308350                0.007112229             VM
14741           1            0.000115376        22.329478612                0.007142672             VM
14765           1            0.000114890        22.235365495                0.007112568             VM
14758           1            0.000114879        22.233138176                0.007111855             VM
14747           1            0.000115423        22.338475120                0.007145550             VM
14749           1            0.000115351        22.324587108                0.007141107             VM
14743           1            0.000115408        22.335641245                0.007144643             VM
14751           1            0.000115382        22.330536371                0.007143010             VM
14736           1            0.000115364        22.327020506                0.007141886             VM
14744           1            0.000115363        22.326873595                0.007141839             VM
14733           1            0.000115357        22.325669837                0.007141454             VM
14732           1            0.000115378        22.329689071                0.007142739             VM
14729           1            0.000115373        22.328757124                0.007142441             VM
14764           1            0.000114870        22.231492334                0.007111329             VM
14742           1            0.000115380        22.330129133                0.007142880             VM
14723           1            0.000118345        22.903926405                0.007326424             VM
14767          3           0.000019131          2.271730000                0.000828151             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1322          4           0.000003989          0.227320000                0.000111341             FX
1306           2            0.000002859        0.138332264                0.000073680             VM
27           2            0.000002807        0.135840732                0.000072353             VM
9           1            0.000000853        0.165034185                0.000052791             VM
829           2            0.000002625        0.126999961                0.000067644             VM
862           1            0.000000786        0.152175810                0.000048677             VM
1299           1            0.000000708        0.137006241                0.000043825             VM
1339           1            0.000000860        0.166493990                0.000053257             VM
1362          4           0.000003875          0.220500000                0.000108083             FX
1372          4           0.000003911          0.222660000                0.000109115             FX
1345           1            0.000000775        0.150067692                0.000048003             VM
1559          2           0.000001561          0.326680000                0.000102757             FX
1312          4           0.000004575          0.262500000                0.000128147             FX
736           2            0.000003989        0.193029649                0.000102813             VM
1551          2           0.000001580          0.331130000                0.000104119             FX
1630          1           0.000001197          0.478740000                0.000135619             FX
1371          3           0.000002494          0.275280000                0.000102765             FX
818           1            0.000000740        0.143307359                0.000045841             VM
1315           2            0.000002790        0.134995364                0.000071903             VM
1           1            0.000001376        0.266234597                0.000085162             VM
812           2            0.000002773        0.134167547                0.000071462             VM
37           2            0.000002745        0.132803846                0.000070735             VM
1546          2           0.000001785          0.380400000                0.000119203             FX
39          2           0.000002013          0.435040000                0.000135931             FX
823           2            0.000003013        0.145810860                0.000077663             VM
1358           2            0.000002451        0.118576390                0.000063157             VM
1363           1            0.000000749        0.145000172                0.000046382             VM
873          3           0.000002666          0.295910000                0.000110261             FX
1507          2           0.000001628          0.342690000                0.000107658             FX
1528          3           0.000002706          0.300740000                0.000112015             FX
1292          4           0.000003777          0.214620000                0.000105274             FX
1350           1            0.000001424        0.275634456                0.000088169             VM
1627          1           0.000001169          0.465320000                0.000131895             FX
1349          4           0.000004678          0.268650000                0.000131085             FX
29           1            0.000000924        0.178832378                0.000057204             VM
23           2            0.000002703        0.130790038                0.000069663             VM
1574          4           0.000004699          0.269910000                0.000131687             FX
1590          3           0.000002530          0.279630000                0.000104345             FX
1517           2            0.000005432        0.262841197                0.000139997             VM
1330           1            0.000000992        0.191915969                0.000061389             VM
1569          2           0.000001682          0.355710000                0.000111644             FX
1328           2            0.000002614        0.126490032                0.000067372             VM
1380          3           0.000002483          0.273930000                0.000102274             FX
1373           1            0.000001098        0.212454530                0.000067959             VM
1426           1            0.000001602        0.309959893                0.000099149             VM
1589           1            0.000001098        0.212504658                0.000067975             VM
1500          3           0.000002752          0.306210000                0.000114003             FX
1399          3           0.000002436          0.268310000                0.000100232             FX
1564          3           0.000002781          0.309760000                0.000115293             FX
1429           1            0.000001342        0.259719812                0.000083078             VM
1388          4           0.000003669          0.208160000                0.000102188             FX
1493          2           0.000001638          0.345070000                0.000108387             FX
1353          4           0.000004248          0.242890000                0.000118779             FX
756           1            0.000001165        0.225380283                0.000072094             VM
879           2            0.000003002        0.145249244                0.000077364             VM
1370           2            0.000002720        0.131615780                0.000070103             VM
1571          3           0.000002702          0.300250000                0.000111837             FX
1600          3           0.000002630          0.291590000                0.000108691             FX
1327          2           0.000001565          0.327610000                0.000103042             FX
1626           1            0.000001049        0.202947681                0.000064918             VM
868           1            0.000000790        0.152959236                0.000048928             VM
1579          2           0.000001500          0.312100000                0.000098293             FX
1573          1           0.000001174          0.467340000                0.000132455             FX
1563          4           0.000005055          0.291320000                0.000141915             FX
1316          3           0.000002552          0.282220000                0.000105286             FX
1368          3           0.000003407          0.384870000                0.000142583             FX
1550           1            0.000001401        0.271054992                0.000086704             VM
1554           1            0.000001389        0.268885305                0.000086010             VM
1531          2           0.000001555          0.325230000                0.000102313             FX
1634          1           0.000001194          0.477060000                0.000135153             FX
828           2            0.000002933        0.141921568                0.000075592             VM
1540          3           0.000002857          0.318830000                0.000118588             FX
1558          3           0.000002865          0.319830000                0.000118952             FX
1437           2            0.000005332        0.258002553                0.000137420             VM
1615          1           0.000001167          0.464100000                0.000131556             FX
1378          3           0.000002909          0.325130000                0.000120877             FX
878          4           0.000005078          0.292680000                0.000142565             FX
1638          4           0.000004948          0.284890000                0.000138843             FX
1572          2           0.000001990          0.429510000                0.000134238             FX
1516           1            0.000001746        0.337824603                0.000108062             VM
1513           2            0.000005561        0.269076523                0.000143318             VM
1529           1            0.000001356        0.262478891                0.000083961             VM
1357           2            0.000002548        0.123266386                0.000065655             VM
1389          4           0.000004757          0.273430000                0.000133369             FX
1581           2            0.000004230        0.204673129                0.000109015             VM
1523           2            0.000005649        0.273346607                0.000145593             VM
33          3           0.000003620          0.410350000                0.000151841             FX
1425           1            0.000001610        0.311537093                0.000099653             VM
1414           2            0.000006378        0.308616043                0.000164378             VM
1433           1            0.000001390        0.268986772                0.000086043             VM
14761          2           0.000130171          31.193006770                0.009552354             FX
14763           1            0.000114885        22.234308350                0.007112229             VM
14731           1            0.000115366        22.327458147                0.007142026             VM
14760           1            0.000114884        22.234188359                0.007112191             VM
14751           1            0.000115382        22.330536371                0.007143010             VM
14728          3           0.000234540          28.120686770                0.010220056             FX
14766          3           0.000218386          26.182326770                0.009515776             FX
14724           1            0.000117034        22.650369068                0.007245317             VM
14725          3           0.000237647          28.493616770                0.010355556             FX
14739           1            0.000115416        22.337063412                0.007145098             VM
14736           1            0.000115364        22.327020506                0.007141886             VM
14735          3           0.000222000          26.615946770                0.009673327             FX
14726           1            0.000115888        22.428549769                0.007174363             VM
14764          3           0.000217325          26.054986770                0.009469509             FX
14723           1            0.000118345        22.903926405                0.007326424             VM
14749           1            0.000115351        22.324587108                0.007141107             VM
14732          3           0.000221968          26.612136770                0.009671943             FX
14741           1            0.000115376        22.329478612                0.007142672             VM
14756          4           0.000400577          24.022586770                0.011478863             FX
14750          2           0.000135627          32.502486770                0.009953246             FX
14754          1           0.000084414          40.422676770                0.011222051             FX
14730          2           0.000134867          32.320116770                0.009897414             FX
14722          3           0.000217704          26.100396770                0.009486008             FX
14734           1            0.000115421        22.338126268                0.007145438             VM
14729          2           0.000134733          32.287956770                0.009887568             FX
14742           1            0.000115380        22.330129133                0.007142880             VM
14753           1            0.000115412        22.336457887                0.007144905             VM
14745          2           0.000134957          32.341586770                0.009903987             FX
14752           1            0.000115336        22.321695609                0.007140183             VM
14765           1            0.000114890        22.235365495                0.007112568             VM
14757           1            0.000114866        22.230667972                0.007111065             VM
14744           1            0.000115363        22.326873595                0.007141839             VM
14746           1            0.000115418        22.337508275                0.007145241             VM
14737           1            0.000115486        22.350656969                0.007149447             VM
14727          2           0.000139910          33.530386770                0.010267933             FX
14738          2           0.000135603          32.496766770                0.009951495             FX
14755          3           0.000217427          26.067186770                0.009473942             FX
14762          3           0.000218293          26.171146770                0.009511714             FX
14733          3           0.000221830          26.595546770                0.009665915             FX
14747           1            0.000115423        22.338475120                0.007145550             VM
14740          3           0.000224266          26.887806770                0.009772104             FX
14743          3           0.000222338          26.656526770                0.009688071             FX
14759           1            0.000114865        22.230558333                0.007111030             VM
14748          3           0.000223440          26.788716770                0.009736101             FX
14758           1            0.000114879        22.233138176                0.007111855             VM
14767          3           0.000019131          2.271730000                0.000828151             FX


============================================================================================================
