<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
030_T91_C5_D260_VM3.txt	 1	 0.208908778852687	 1.364165	 0.004147	 1122.469503
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
37	 1	 0.000000715	 0.138406260	 0.000034092  VM
26	 1	 0.000000832	 0.160990550	 0.000039654  VM
737	 3	 0.000002587	 0.286430000	 0.000115815  FX
39	 1	 0.000001782	 0.759170000	 0.000099448  FX
36	 2	 0.000002155	 0.469270000	 0.000104571  FX
738	 1	 0.000001017	 0.196862854	 0.000048490  VM
34	 1	 0.000000770	 0.149049965	 0.000036713  VM
731	 3	 0.000002546	 0.281570000	 0.000113989  FX
805	 2	 0.000002351	 0.516250000	 0.000114222  FX
808	 2	 0.000002615	 0.579690000	 0.000127253  FX
858	 2	 0.000001829	 0.390970000	 0.000088488  FX
739	 2	 0.000002138	 0.465100000	 0.000103715  FX
2	 3	 0.000002706	 0.300770000	 0.000121204  FX
29	 1	 0.000000777	 0.150413977	 0.000037049  VM
25	 1	 0.000000789	 0.152718834	 0.000037617  VM
38	 1	 0.000001851	 0.792570000	 0.000103463  FX
732	 3	 0.000002552	 0.282210000	 0.000114229  FX
33	 1	 0.000000737	 0.142702656	 0.000035150  VM
852	 1	 0.000001622	 0.682630000	 0.000090246  FX
9	 1	 0.000000845	 0.163505561	 0.000040274  VM
734	 2	 0.000001899	 0.407870000	 0.000091959  FX
804	 1	 0.000002117	 0.920090000	 0.000118794  FX
35	 2	 0.000002311	 0.506680000	 0.000112256  FX
807	 2	 0.000002723	 0.605460000	 0.000132546  FX
23	 2	 0.000002999	 0.145119805	 0.000127722  VM
802	 1	 0.000001878	 0.805620000	 0.000105032  FX
736	 1	 0.000000905	 0.175102925	 0.000043130  VM
752	 1	 0.000002025	 0.875990000	 0.000113492  FX
758	 1	 0.000001592	 0.667950000	 0.000088481  FX
757	 1	 0.000002489	 0.481782834	 0.000118670  VM
735	 2	 0.000003096	 0.149785633	 0.000131829  VM
30	 2	 0.000002833	 0.137069085	 0.000120637  VM
853	 1	 0.000001704	 0.329840863	 0.000081245  VM
27	 1	 0.000000841	 0.162858636	 0.000040114  VM
803	 1	 0.000002412	 0.466891008	 0.000115002  VM
860	 1	 0.000001529	 0.638110000	 0.000084893  FX
40	 1	 0.000001945	 0.837760000	 0.000108896  FX
10	 1	 0.000002152	 0.936730000	 0.000120794  FX
855	 3	 0.000003106	 0.348670000	 0.000139204  FX
856	 2	 0.000001815	 0.387690000	 0.000087814  FX
811	 1	 0.000001706	 0.330095533	 0.000081307  VM
810	 2	 0.000002750	 0.612080000	 0.000133906  FX
857	 2	 0.000002333	 0.512020000	 0.000113353  FX
733	 2	 0.000002717	 0.131458884	 0.000115699  VM
753	 1	 0.000002214	 0.428523841	 0.000105552  VM
24	 1	 0.000000945	 0.182813205	 0.000045030  VM
740	 1	 0.000001932	 0.831370000	 0.000108128  FX
859	 3	 0.000003012	 0.337460000	 0.000134992  FX
755	 1	 0.000001574	 0.659550000	 0.000087471  FX
754	 1	 0.000001906	 0.368887442	 0.000090862  VM
28	 1	 0.000002302	 1.009130000	 0.000129498  FX
760	 1	 0.000001615	 0.679130000	 0.000089825  FX
756	 1	 0.000001502	 0.624830000	 0.000083297  FX
854	 2	 0.000001727	 0.366370000	 0.000083435  FX
861	 1	 0.000001609	 0.676080000	 0.000089458  FX
809	 1	 0.000001631	 0.315637121	 0.000077746  VM
759	 1	 0.000001979	 0.383053349	 0.000094352  VM
806	 2	 0.000002818	 0.628240000	 0.000137226  FX
1	 1	 0.000002124	 0.923690000	 0.000119227  FX
751	 1	 0.000001775	 0.343506064	 0.000084611  VM
2905	 3	 0.000219412	 26.305410827	 0.009893437  FX
2904	 1	 0.000099352	 47.592650827	 0.005729897  FX
2899	 1	 0.000102141	 48.931680827	 0.005890879  FX
2922	 1	 0.000091585	 43.864650827	 0.005281707  FX
2913	 3	 0.000220384	 26.422070827	 0.009937276  FX
2900	 1	 0.000097208	 46.563650827	 0.005606188  FX
2907	 1	 0.000110581	 21.401439091	 0.005271492  VM
2910	 1	 0.000090942	 43.556210827	 0.005244625  FX
2919	 3	 0.000220002	 26.376150827	 0.009920020  FX
2911	 1	 0.000090824	 43.499610827	 0.005237821  FX
2898	 1	 0.000100686	 48.232960827	 0.005806877  FX
