<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
050_T151_C5_D347_VM3.txt	 1	 0.424027671237565	 6.332190	 0.008531	 1560.988356
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
1376	 1	 0.000000677	 0.131013956	 0.000035145  VM
812	 1	 0.000000825	 0.159738721	 0.000042850  VM
855	 2	 0.000001715	 0.363550000	 0.000095662  FX
821	 2	 0.000003088	 0.149415479	 0.000066422  VM
822	 2	 0.000003460	 0.167393128	 0.000074414  VM
1379	 1	 0.000001046	 0.202343933	 0.000054279  VM
39	 1	 0.000000747	 0.144642965	 0.000038801  VM
1303	 4	 0.000004011	 0.228640000	 0.000093513  FX
881	 3	 0.000002705	 0.300610000	 0.000093740  FX
29	 3	 0.000003146	 0.353510000	 0.000109836  FX
1324	 2	 0.000002997	 0.145011033	 0.000064464  VM
1352	 2	 0.000003555	 0.171996395	 0.000076460  VM
758	 2	 0.000001827	 0.390380000	 0.000102554  FX
1373	 1	 0.000000740	 0.143288627	 0.000038437  VM
872	 1	 0.000000770	 0.149071103	 0.000039989  VM
1586	 3	 0.000002366	 0.259970000	 0.000081375  FX
1525	 3	 0.000002725	 0.302970000	 0.000094458  FX
831	 1	 0.000000714	 0.138212032	 0.000037076  VM
867	 2	 0.000003135	 0.151670321	 0.000067424  VM
853	 1	 0.000000800	 0.154883476	 0.000041548  VM
1639	 2	 0.000001336	 0.272720000	 0.000072330  FX
873	 2	 0.000001697	 0.359350000	 0.000094583  FX
826	 3	 0.000002542	 0.281060000	 0.000087792  FX
1300	 3	 0.000003227	 0.363220000	 0.000112790  FX
1302	 4	 0.000004480	 0.256790000	 0.000104746  FX
1574	 3	 0.000002411	 0.265370000	 0.000083018  FX
805	 1	 0.000000852	 0.164953213	 0.000044249  VM
1412	 4	 0.000004024	 0.229460000	 0.000093840  FX
1343	 2	 0.000003406	 0.164801193	 0.000073261  VM
1619	 2	 0.000004442	 0.214927897	 0.000095545  VM
1608	 4	 0.000004850	 0.279000000	 0.000113608  FX
1434	 3	 0.000002888	 0.322530000	 0.000100409  FX
1378	 2	 0.000002879	 0.139326415	 0.000061937  VM
817	 1	 0.000000781	 0.151212520	 0.000040563  VM
1348	 3	 0.000002816	 0.313910000	 0.000097787  FX
1504	 1	 0.000001316	 0.254676428	 0.000068318  VM
1407	 1	 0.000001748	 0.338324759	 0.000090756  VM
1625	 1	 0.000001057	 0.411210000	 0.000098161  FX
1332	 3	 0.000003365	 0.379750000	 0.000117819  FX
1424	 1	 0.000001381	 0.267207282	 0.000071679  VM
1301	 2	 0.000002869	 0.138802687	 0.000061704  VM
827	 4	 0.000005045	 0.290710000	 0.000118281  FX
1327	 4	 0.000004128	 0.235690000	 0.000096326  FX
1499	 3	 0.000002859	 0.319030000	 0.000099344  FX
1298	 4	 0.000004056	 0.231350000	 0.000094594  FX
30	 1	 0.000000890	 0.172289815	 0.000046217  VM
1418	 4	 0.000004077	 0.232600000	 0.000095093  FX
1501	 4	 0.000004973	 0.286390000	 0.000116557  FX
1295	 1	 0.000001304	 0.252397876	 0.000067706  VM
1515	 2	 0.000001501	 0.312120000	 0.000082451  FX
803	 2	 0.000001856	 0.397430000	 0.000104365  FX
1551	 2	 0.000001560	 0.326430000	 0.000086126  FX
823	 2	 0.000003015	 0.145880282	 0.000064850  VM
1503	 1	 0.000001361	 0.263326368	 0.000070638  VM
1553	 1	 0.000001447	 0.280109551	 0.000075140  VM
862	 2	 0.000002708	 0.131008675	 0.000058239  VM
1572	 2	 0.000001574	 0.329690000	 0.000086964  FX
1502	 2	 0.000005473	 0.264813794	 0.000117721  VM
1596	 4	 0.000005093	 0.293560000	 0.000119419  FX
40	 1	 0.000000817	 0.158106163	 0.000042412  VM
1385	 4	 0.000004997	 0.287820000	 0.000117128  FX
1409	 1	 0.000001713	 0.331502969	 0.000088926  VM
1577	 3	 0.000002571	 0.284500000	 0.000088838  FX
1528	 1	 0.000001430	 0.276749619	 0.000074239  VM
1438	 2	 0.000005729	 0.277186176	 0.000123221  VM
1600	 3	 0.000002527	 0.279250000	 0.000087241  FX
1304	 2	 0.000003061	 0.148117695	 0.000065845  VM
876	 1	 0.000000931	 0.180173710	 0.000048332  VM
1565	 4	 0.000005221	 0.301260000	 0.000122491  FX
738	 1	 0.000000859	 0.166205942	 0.000044585  VM
1399	 1	 0.000001708	 0.330497754	 0.000088657  VM
1549	 2	 0.000001452	 0.300470000	 0.000079458  FX
1505	 1	 0.000001395	 0.269902997	 0.000072402  VM
1635	 1	 0.000001261	 0.509290000	 0.000121031  FX
1403	 2	 0.000001698	 0.359550000	 0.000094634  FX
1317	 2	 0.000003900	 0.188718365	 0.000083894  VM
1533	 2	 0.000005741	 0.277804030	 0.000123496  VM
1314	 1	 0.000000748	 0.144779341	 0.000038837  VM
877	 3	 0.000002968	 0.332170000	 0.000103342  FX
871	 3	 0.000003014	 0.337630000	 0.000105004  FX
1585	 4	 0.000004681	 0.268870000	 0.000109566  FX
1590	 1	 0.000001144	 0.221392793	 0.000059389  VM
1371	 1	 0.000000736	 0.142371014	 0.000038191  VM
1579	 2	 0.000004665	 0.225713568	 0.000100340  VM
1580	 1	 0.000001270	 0.513700000	 0.000122059  FX
1592	 4	 0.000004398	 0.251880000	 0.000102786  FX
1389	 1	 0.000002361	 0.456881308	 0.000122559  VM
1518	 2	 0.000005377	 0.260170012	 0.000115657  VM
1364	 5	 0.000007989	 0.233680000	 0.000139820  FX
1613	 1	 0.000001288	 0.522120000	 0.000124023  FX
38	 2	 0.000003480	 0.168365049	 0.000074846  VM
1544	 2	 0.000001569	 0.328570000	 0.000086676  FX
1391	 1	 0.000001733	 0.335318013	 0.000089950  VM
1610	 2	 0.000004740	 0.229363685	 0.000101962  VM
28	 2	 0.000005917	 0.286319035	 0.000127281  VM
1395	 4	 0.000006481	 0.376850000	 0.000152655  FX
1496	 2	 0.000001987	 0.428960000	 0.000112464  FX
1384	 4	 0.000007169	 0.418120000	 0.000169124  FX
1350	 1	 0.000000766	 0.148272421	 0.000039774  VM
1604	 2	 0.000001290	 0.261520000	 0.000069453  FX
15426	 3	 0.000243919	 29.246216557	 0.008900880  FX
15428	 3	 0.000243302	 29.172236557	 0.008878371  FX
15414	 1	 0.000129220	 25.008765562	 0.006708658  VM
15432	 1	 0.000127030	 24.584889992	 0.006594952  VM
15424	 1	 0.000127011	 24.581247075	 0.006593975  VM
15436	 3	 0.000244041	 29.260896557	 0.008905347  FX
15412	 3	 0.000261349	 31.337806557	 0.009537278  FX
15460	 1	 0.000126464	 24.475271639	 0.006565547  VM
15446	 2	 0.000144407	 34.609636557	 0.008892622  FX
15423	 3	 0.000243434	 29.187976557	 0.008883160  FX
15461	 1	 0.000091840	 43.987206557	 0.010259202  FX
15427	 2	 0.000149490	 35.829496557	 0.009205974  FX
15442	 3	 0.000243948	 29.249756557	 0.008901957  FX
15457	 1	 0.000090584	 43.384086557	 0.010118566  FX
15420	 3	 0.000248372	 29.780596557	 0.009063474  FX
15415	 2	 0.000156642	 37.545926557	 0.009646881  FX
15433	 1	 0.000127011	 24.581098717	 0.006593935  VM
15434	 1	 0.000127049	 24.588532399	 0.006595929  VM
15425	 2	 0.000148394	 35.566566557	 0.009138433  FX
