<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
005_T16_C5_D49_VM3.txt	 1	 0.171569882453873	 0.006199	 0.000126	 42.986681
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_Normalizado>
2	 1	 0.000000774	 0.149888969	 0.000949698  VM
10	 1	 0.000000896	 0.173380458	 0.001098540  VM
27	 1	 0.000002445	 0.473191800	 0.002998148  VM
1	 1	 0.000001383	 0.567640000	 0.001966332  FX
35	 1	 0.000001771	 0.753970000	 0.002542757  FX
25	 1	 0.000001468	 0.284127964	 0.001800238  VM
23	 1	 0.000000827	 0.160109967	 0.001014458  VM
37	 1	 0.000002451	 0.474427339	 0.003005977  VM
9	 2	 0.000001808	 0.385860000	 0.002249251  FX
33	 1	 0.000001943	 0.836440000	 0.002797884  FX
100	 1	 0.000019541	 9.283527420	 0.028929540  FX
99	 1	 0.000021024	 9.995657420	 0.031132564  FX
98	 2	 0.000029125	 6.941937420	 0.036892737  FX
97	 1	 0.000016430	 7.790427420	 0.024310530  FX
101	 1	 0.000022105	 4.278147266	 0.027106386  VM
117	 1	 0.000002263	 0.437947765	 0.002774842  VM
========================================================================
