<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
045_T136_C5_D311_VM3.txt	 1	 0.182787325451302	 4.070316	 0.005407	 1424.123343
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1372	 1	 0.000000631	 0.122143139	 0.000020138  VM
1398	 1	 0.000000743	 0.143887386	 0.000023723  VM
1632	 3	 0.000002453	 0.270320000	 0.000072707  FX
1361	 1	 0.000001527	 0.636860000	 0.000057999  FX
753	 1	 0.000001623	 0.683180000	 0.000061829  FX
1313	 1	 0.000000881	 0.170529660	 0.000028116  VM
1389	 1	 0.000000690	 0.133473355	 0.000022006  VM
733	 3	 0.000002370	 0.260440000	 0.000070245  FX
824	 2	 0.000002526	 0.122226056	 0.000070637  VM
739	 3	 0.000002786	 0.310330000	 0.000082680  FX
1426	 1	 0.000001660	 0.321333620	 0.000052980  VM
864	 1	 0.000001588	 0.666250000	 0.000060429  FX
1434	 3	 0.000002580	 0.285610000	 0.000076518  FX
871	 1	 0.000000685	 0.132485728	 0.000021844  VM
1291	 1	 0.000000695	 0.134576158	 0.000022188  VM
1296	 2	 0.000001794	 0.382540000	 0.000058203  FX
36	 2	 0.000002477	 0.119837058	 0.000069256  VM
1365	 1	 0.000000660	 0.127688878	 0.000021053  VM
1546	 2	 0.000001576	 0.330340000	 0.000050988  FX
1406	 1	 0.000000735	 0.142246258	 0.000023453  VM
1429	 1	 0.000001628	 0.315121222	 0.000051955  VM
1351	 2	 0.000002499	 0.120916689	 0.000069880  VM
1331	 1	 0.000001550	 0.647830000	 0.000058906  FX
865	 2	 0.000002961	 0.143269340	 0.000082798  VM
1534	 3	 0.000002654	 0.294490000	 0.000078732  FX
863	 2	 0.000001720	 0.364750000	 0.000055745  FX
808	 1	 0.000000828	 0.160240965	 0.000026420  VM
1333	 2	 0.000001995	 0.430860000	 0.000064882  FX
1532	 2	 0.000001591	 0.333830000	 0.000051471  FX
759	 2	 0.000002102	 0.456380000	 0.000068409  FX
1354	 2	 0.000002484	 0.548180000	 0.000081098  FX
1330	 2	 0.000002572	 0.124466978	 0.000071932  VM
1345	 2	 0.000001412	 0.290920000	 0.000045540  FX
874	 1	 0.000000767	 0.148498482	 0.000024484  VM
1315	 3	 0.000002387	 0.262400000	 0.000070733  FX
1548	 2	 0.000001518	 0.316210000	 0.000049035  FX
1437	 2	 0.000001798	 0.383540000	 0.000058342  FX
1590	 3	 0.000002447	 0.269590000	 0.000072525  FX
1607	 3	 0.000002843	 0.317170000	 0.000084385  FX
1540	 2	 0.000001541	 0.321850000	 0.000049815  FX
1559	 1	 0.000001404	 0.271749411	 0.000044805  VM
1409	 1	 0.000002187	 0.953550000	 0.000084189  FX
1341	 2	 0.000002563	 0.124016154	 0.000071671  VM
1637	 3	 0.000002484	 0.274050000	 0.000073637  FX
1418	 3	 0.000002190	 0.238790000	 0.000064848  FX
821	 1	 0.000000840	 0.162649783	 0.000026817  VM
858	 2	 0.000001792	 0.382090000	 0.000058141  FX
1435	 3	 0.000002748	 0.305770000	 0.000081543  FX
1610	 1	 0.000001213	 0.486040000	 0.000045526  FX
1543	 2	 0.000001631	 0.343330000	 0.000052784  FX
1347	 2	 0.000002729	 0.132027032	 0.000076301  VM
1531	 1	 0.000001661	 0.321433221	 0.000052996  VM
1571	 1	 0.000001377	 0.266569834	 0.000043951  VM
1555	 1	 0.000001391	 0.269192400	 0.000044383  VM
