<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
010_T31_C5_D70_VM3.txt	 1	 0.509637143594772	 0.038727	 0.001123	 55.743889
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1333	 1	 0.000000608	 0.117757368	 0.001031356  VM
1289	 2	 0.000002718	 0.131533759	 0.001204295  VM
1309	 4	 0.000020879	 0.126287093	 0.001624752  VM
853	 2	 0.000003240	 0.156766651	 0.001435322  VM
1388	 4	 0.000020599	 0.124588260	 0.001602896  VM
1339	 3	 0.000010133	 0.122569913	 0.001317114  VM
856	 2	 0.000002847	 0.137739864	 0.001261117  VM
803	 2	 0.000005272	 0.255111807	 0.002335749  VM
1598	 3	 0.000017934	 0.216931668	 0.002331108  VM
1490	 2	 0.000005488	 0.265554514	 0.002431360  VM
1394	 5	 0.000006792	 0.197760000	 0.001880012  FX
1595	 3	 0.000017286	 0.209085540	 0.002246795  VM
1540	 2	 0.000005392	 0.260919524	 0.002388923  VM
1300	 2	 0.000002695	 0.130386435	 0.001193790  VM
806	 2	 0.000002880	 0.139374301	 0.001276081  VM
1589	 5	 0.000008649	 0.253480000	 0.002408271  FX
1534	 2	 0.000005602	 0.271075688	 0.002481911  VM
1397	 5	 0.000007440	 0.217200000	 0.002064315  FX
1501	 2	 0.000005442	 0.263303020	 0.002410746  VM
1510	 1	 0.000001395	 0.269952793	 0.002364330  VM
6838	 2	 0.000100541	 4.864816782	 0.044541221  VM
6839	 4	 0.000090220	 5.401184317	 0.048903151  FX
6835	 2	 0.000102398	 4.954638803	 0.045363612  VM
6842	 5	 0.000174130	 5.217904317	 0.049473984  FX
6840	 4	 0.000090521	 5.419254317	 0.049066742  FX
6836	 2	 0.000100661	 4.870612616	 0.044594286  VM
6843	 1	 0.000025206	 4.878297225	 0.042725638  VM
6844	 4	 0.000089955	 5.385274317	 0.048759114  FX
6837	 2	 0.000100448	 4.860304245	 0.044499905  VM
6841	 4	 0.000090501	 5.418024317	 0.049055607  FX
6845	 3	 0.000005252	 0.606200000	 0.005363638  FX
========================================================================
