
Max Financial Cost: 0.048867

Max Runtime:        3033.948240

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.007199           0.009749

Tempo Melhor:             1390.449133           1672.627476

Custo Normalizado Melhor: 0.302804           0.375405

Custo Normalizado Médio:  0.302804           0.385996

Tempo CPU Médio:          1139.633286 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
826          3           0.000002307          0.252850000                0.000065276             FX
809           1            0.000002195        0.424765006                0.000092459             VM
855           1            0.000001636        0.316608146                0.000068916             VM
821           1            0.000001747        0.338170244                0.000073610             VM
814           1            0.000002124        0.411162504                0.000089498             VM
2           1            0.000000801        0.154988949                0.000033736             VM
859           1            0.000001668        0.322849392                0.000070275             VM
865           1            0.000001632        0.315814874                0.000068743             VM
27           1            0.000000777        0.150415814                0.000032741             VM
30           1            0.000000730        0.141256917                0.000030747             VM
818          3           0.000002371          0.260520000                0.000067194             FX
853           1            0.000001604        0.310460861                0.000067578             VM
815           1            0.000001812        0.350746190                0.000076347             VM
753           1            0.000000932        0.180405958                0.000039269             VM
822           1            0.000001611        0.311732734                0.000067855             VM
812           1            0.000002164        0.418735469                0.000091146             VM
807           1            0.000001707        0.330427240                0.000071924             VM
823           1            0.000001614        0.312346011                0.000067988             VM
869           1            0.000001621        0.313628068                0.000068267             VM
819           1            0.000001630        0.315486878                0.000068672             VM
864           1            0.000001785        0.345441799                0.000075192             VM
808          4           0.000004688          0.269290000                0.000092349             FX
735           1            0.000000992        0.192031177                0.000041799             VM
856           1            0.000001562        0.302242476                0.000065789             VM
863           1            0.000001573        0.304365754                0.000066251             VM
862           1            0.000001693        0.327686774                0.000071328             VM
867           1            0.000001813        0.350940593                0.000076389             VM
858           1            0.000001789        0.346279722                0.000075375             VM
811           1            0.000002204        0.426558824                0.000092849             VM
860           1            0.000001673        0.323733089                0.000070467             VM
4530           1            0.000156415        30.271955769                0.006589299             VM
4513           1            0.000155335        30.062869842                0.006543788             VM
4514           1            0.000159839        30.934514733                0.006733519             VM
4543           1            0.000156423        30.273433326                0.006589621             VM
4553           1            0.000156536        30.295289150                0.006594378             VM
4518           1            0.000157881        30.555615589                0.006651044             VM
4533           1            0.000156351        30.259602466                0.006586610             VM
4540           1            0.000156379        30.265029962                0.006587792             VM
4542           1            0.000156521        30.292350801                0.006593739             VM
4527           1            0.000156475        30.283446959                0.006591801             VM
4529           1            0.000156355        30.260402513                0.006586785             VM
4534           1            0.000156467        30.282013095                0.006591489             VM
4546           1            0.000156383        30.265759461                0.006587951             VM
4524           1            0.000157651        30.511035177                0.006641340             VM
4516           1            0.000158043        30.587018963                0.006657879             VM
4538           1            0.000156323        30.254139352                0.006585421             VM
4549           1            0.000156597        30.307135270                0.006596957             VM
4532           1            0.000156386        30.266355738                0.006588080             VM
4539           1            0.000156506        30.289482587                0.006593114             VM
4536           1            0.000156539        30.295876301                0.006594506             VM
4520           1            0.000157275        30.438448321                0.006625540             VM
4523           1            0.000157015        30.388116912                0.006614584             VM
4557           1            0.000155747        30.142720865                0.006561169             VM
4556           1            0.000155745        30.142232965                0.006561063             VM
4547           1            0.000156504        30.289147746                0.006593042             VM
4531           1            0.000156429        30.274600427                0.006589875             VM
4545           1            0.000156418        30.272524767                0.006589423             VM
4528           1            0.000156403        30.269510705                0.006588767             VM
4519           1            0.000158094        30.596916833                0.006660034             VM
4551           1            0.000156798        30.346047807                0.006605427             VM
4526           1            0.000157456        30.473301598                0.006633126             VM
4554           1            0.000155875        30.167489936                0.006566560             VM
4544           1            0.000156386        30.266350333                0.006588079             VM
4535           1            0.000156460        30.280672972                0.006591197             VM
4525           1            0.000156523        30.292863639                0.006593850             VM
4521           1            0.000158439        30.663539592                0.006674536             VM
4555           1            0.000155667        30.127237445                0.006557799             VM
4515           1            0.000159874        30.941319489                0.006735000             VM
4537           1            0.000156325        30.254564251                0.006585514             VM
4517           1            0.000158229        30.622946837                0.006665700             VM
4552           1            0.000156402        30.269409456                0.006588745             VM
4522           1            0.000157167        30.417416973                0.006620962             VM
4541           1            0.000156816        30.349441717                0.006606166             VM
4548           1            0.000156504        30.289116694                0.006593035             VM
4550           1            0.000156372        30.263630268                0.006587487             VM
4558          3           0.000020125          2.390980000                0.000599954             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
29          4           0.000004278          0.244690000                0.000084099             FX
733           2            0.000002895        0.140077852                0.000052706             VM
2           2            0.000002839        0.137370956                0.000051688             VM
760           1            0.000000865        0.167472989                0.000036454             VM
738           1            0.000001037        0.200755480                0.000043698             VM
731           1            0.000000819        0.158557648                0.000034513             VM
30           1            0.000000730        0.141256917                0.000030747             VM
36           1            0.000000864        0.167162179                0.000036386             VM
805          3           0.000002880          0.321620000                0.000082473             FX
9          3           0.000002940          0.328800000                0.000084269             FX
734           1            0.000000829        0.160537583                0.000034944             VM
754           2            0.000004338        0.209879594                0.000078970             VM
757          3           0.000003253          0.366300000                0.000093646             FX
753          2           0.000001750          0.371970000                0.000079206             FX
737          2           0.000001755          0.373150000                0.000079451             FX
10          2           0.000002182          0.475740000                0.000100731             FX
855          2           0.000001789          0.381270000                0.000081135             FX
39           1            0.000000788        0.152451547                0.000033184             VM
758           2            0.000003000        0.145141003                0.000054611             VM
24          2           0.000001446          0.299000000                0.000064069             FX
751           2            0.000003010        0.145653103                0.000054804             VM
1           1            0.000001273        0.246441483                0.000053643             VM
804          3           0.000003205          0.360590000                0.000092218             FX
806          3           0.000003631          0.411760000                0.000105014             FX
825          3           0.000002127          0.231210000                0.000059865             FX
740           1            0.000001011        0.195640242                0.000042585             VM
27           1            0.000000777        0.150415814                0.000032741             VM
40          2           0.000001907          0.409760000                0.000087045             FX
818          4           0.000004220          0.241170000                0.000082919             FX
871          3           0.000003052          0.342190000                0.000087617             FX
864          2           0.000001759          0.374070000                0.000079642             FX
817          3           0.000002443          0.269120000                0.000069345             FX
38          3           0.000003642          0.413060000                0.000105339             FX
822          3           0.000003429          0.387440000                0.000098933             FX
802           1            0.000000896        0.173409193                0.000037746             VM
34           2            0.000002790        0.135009400                0.000050799             VM
23          2           0.000002150          0.468080000                0.000099142             FX
820           1            0.000001895        0.366735128                0.000079827             VM
875           2            0.000005897        0.285348996                0.000107367             VM
735           1            0.000000992        0.192031177                0.000041799             VM
755          2           0.000001870          0.400760000                0.000085178             FX
37           2            0.000002728        0.131988898                0.000049663             VM
815           1            0.000001812        0.350746190                0.000076347             VM
25           2            0.000002730        0.132116124                0.000049711             VM
856          2           0.000001670          0.352910000                0.000075252             FX
26           2            0.000002983        0.144354883                0.000054316             VM
823          3           0.000003135          0.352200000                0.000090120             FX
803          3           0.000002678          0.297350000                0.000076404             FX
876          3           0.000003202          0.360270000                0.000092138             FX
868           1            0.000001653        0.319868204                0.000069626             VM
759          2           0.000001795          0.382820000                0.000081457             FX
870          3           0.000003074          0.344870000                0.000088287             FX
33          2           0.000002151          0.468290000                0.000099186             FX
866           1            0.000001623        0.314180058                0.000068388             VM
732          3           0.000002448          0.269770000                0.000069507             FX
853           1            0.000001604        0.310460861                0.000067578             VM
812           1            0.000002164        0.418735469                0.000091146             VM
819          2           0.000001947          0.419260000                0.000089016             FX
872           1            0.000001977        0.382617160                0.000083284             VM
736           2            0.000003100        0.150006896                0.000056442             VM
739           1            0.000000961        0.185995091                0.000040486             VM
826          4           0.000003895          0.221680000                0.000076383             FX
807          3           0.000003672          0.416680000                0.000106245             FX
813          4           0.000005652          0.327110000                0.000111738             FX
873          3           0.000002824          0.314870000                0.000080785             FX
811          3           0.000003826          0.435060000                0.000110841             FX
852           1            0.000001695        0.327960683                0.000071387             VM
862           1            0.000001693        0.327686774                0.000071328             VM
824          4           0.000004092          0.233490000                0.000080344             FX
808          2           0.000002294          0.502600000                0.000106303             FX
752           2            0.000003342        0.161698952                0.000060842             VM
863          3           0.000003091          0.346890000                0.000088792             FX
869          3           0.000003106          0.348770000                0.000089263             FX
814          4           0.000005055          0.291300000                0.000099729             FX
28          4           0.000004728          0.271650000                0.000093140             FX
860          3           0.000003055          0.342560000                0.000087710             FX
816          2           0.000002187          0.476980000                0.000100989             FX
854          3           0.000003240          0.364750000                0.000093259             FX
865          3           0.000003065          0.343820000                0.000088025             FX
861          2           0.000001791          0.381820000                0.000081249             FX
874           2            0.000005430        0.262720085                0.000098852             VM
859           1            0.000001668        0.322849392                0.000070275             VM
756           2            0.000002757        0.133412778                0.000050199             VM
857          2           0.000002056          0.445530000                0.000094465             FX
809           1            0.000002195        0.424765006                0.000092459             VM
35          2           0.000002069          0.448620000                0.000095106             FX
867          3           0.000003108          0.348970000                0.000089313             FX
858          2           0.000001687          0.356860000                0.000076072             FX
821          3           0.000003698          0.419730000                0.000107007             FX
810           1            0.000001969        0.380995072                0.000082931             VM
4557          3           0.000309184          37.077989110                0.009274063             FX
4529           1            0.000156355        30.260402513                0.006586785             VM
4535           1            0.000156460        30.280672972                0.006591197             VM
4533           1            0.000156351        30.259602466                0.006586610             VM
4525           1            0.000156523        30.292863639                0.006593850             VM
4524          2           0.000207659          49.790059110                0.010330240             FX
4556          3           0.000306662          36.775419110                0.009198400             FX
4514           1            0.000159839        30.934514733                0.006733519             VM
4513          1           0.000117040          56.083239110                0.010440164             FX
4522           1            0.000157167        30.417416973                0.006620962             VM
4534           1            0.000156467        30.282013095                0.006591489             VM
4523          3           0.000316755          37.986529110                0.009501259             FX
4517           1            0.000158229        30.622946837                0.006665700             VM
4554          2           0.000183624          44.021619110                0.009133664             FX
4515           1            0.000159874        30.941319489                0.006735000             VM
4545           1            0.000156418        30.272524767                0.006589423             VM
4548          3           0.000316737          37.984349110                0.009500714             FX
4547           1            0.000156504        30.289147746                0.006593042             VM
4546          4           0.000552502          33.138049110                0.011114365             FX
4516          2           0.000207863          49.839089110                0.010340410             FX
4540          4           0.000551631          33.085809110                0.011096847             FX
4539          2           0.000193932          46.495589110                0.009646852             FX
4555          3           0.000305029          36.579369110                0.009149374             FX
4520           1            0.000157275        30.438448321                0.006625540             VM
4530          2           0.000192896          46.247049110                0.009595296             FX
4553           1            0.000156536        30.295289150                0.006594378             VM
4551           1            0.000156798        30.346047807                0.006605427             VM
4544          2           0.000193964          46.503179110                0.009648426             FX
4543           1            0.000156423        30.273433326                0.006589621             VM
4552           1            0.000156402        30.269409456                0.006588745             VM
4537           1            0.000156325        30.254564251                0.006585514             VM
4542           1            0.000156521        30.292350801                0.006593739             VM
4541           1            0.000156816        30.349441717                0.006606166             VM
4518           1            0.000157881        30.555615589                0.006651044             VM
4521          2           0.000215699          51.719769110                0.010730529             FX
4519          2           0.000210438          50.456919110                0.010468570             FX
4531          3           0.000306705          36.780489110                0.009199667             FX
4538          3           0.000309092          37.066919110                0.009271294             FX
4550          3           0.000313335          37.576079110                0.009398619             FX
4549           1            0.000156597        30.307135270                0.006596957             VM
4528          2           0.000192318          46.108279110                0.009566510             FX
4536          2           0.000191423          45.893459110                0.009521949             FX
4532           1            0.000156386        30.266355738                0.006588080             VM
4527          2           0.000195362          46.838689110                0.009718023             FX
4526           1            0.000157456        30.473301598                0.006633126             VM
4558          3           0.000020125          2.390980000                0.000599954             FX


============================================================================================================
